F72,F25,F65,F68,F101,F104,F105,F3-NA,F3-int[],F3-Integer,F3-Long,F3-ResultSet,F3-InputStream,F3-TransactionController,F3-null,F3-byte[],F3-boolean,F3-Object[],F3-char,F3-String,F3-long,F3-ExecRow,F3-int,F3-PrintWriter,F3-SQLException,F3-QualifiedIdentifier,F3-Connection,F15-NA,F15-private,F15-protected,F15-public,F94,F21,F20,F22,F116,F117,F120,F110,F123,F115,F77,F41,F126,F71-mamta@apache.org,F71-djd@apache.org,F71-lilywei@apache.org,F71-davidvc@apache.org,F71-kmarsden@apache.org,F71-rhillegas@apache.org,F71-bakksjo@apache.org,F71-mikem@apache.org,F71-myrnavl@apache.org,F71-kristwaa@apache.org,F71-dag@apache.org,F71-kahatlen@apache.org,F71-bandaram@apache.org,F71-oysteing@apache.org,F71-suresht@apache.org,F71-dyre@apache.org,F71-bernt@apache.org,F71-fuzzylogic@apache.org,F71-bpendleton@apache.org,F71-coar@apache.org,category
782,197,74,27,0.4216216216216216,0.2798459563543004,0.1444444444444444,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,27,EXPERIMENTAL,OBL_UNSATISFIED_OBLIGATION_EXCEPTION_EDGE,2,-1.0,0.0,0.0,-1.0,0.0,-1.0,7546,0,493,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,open
782,197,74,27,0.2916666666666667,0.2798459563543004,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,27,EXPERIMENTAL,OBL_UNSATISFIED_OBLIGATION_EXCEPTION_EDGE,2,-1.0,0.0,0.0,-1.0,0.0,-1.0,7546,0,493,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,open
782,197,74,27,0.6445945945945946,0.2798459563543004,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,27,EXPERIMENTAL,OBL_UNSATISFIED_OBLIGATION_EXCEPTION_EDGE,2,-1.0,0.0,0.0,-1.0,0.0,-1.0,7546,0,493,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,open
782,197,74,27,0.4335585585585585,0.2798459563543004,0.1805555555555555,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,27,EXPERIMENTAL,OBL_UNSATISFIED_OBLIGATION_EXCEPTION_EDGE,2,-1.0,0.0,0.0,-1.0,0.0,-1.0,7546,0,493,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,open
782,197,74,27,0.4452702702702703,0.2798459563543004,0.1805555555555555,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,27,EXPERIMENTAL,OBL_UNSATISFIED_OBLIGATION_EXCEPTION_EDGE,2,-1.0,0.0,0.0,-1.0,0.0,-1.0,7546,0,493,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,open
1726,769,62,27,0.9764468371467026,1.043613707165109,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,27,EXPERIMENTAL,OBL_UNSATISFIED_OBLIGATION_EXCEPTION_EDGE,2,-1.0,0.0,0.0,-1.0,0.0,-1.0,743,0,552,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,open
1726,769,62,27,0.97442799461642,1.043613707165109,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,27,SECURITY,SQL_PREPARED_STATEMENT_GENERATED_FROM_NONCONSTANT_STRING,3,-1.0,0.0967741935483871,0.0006265274484573502,-0.8064516129032258,0.0006265274484573502,-1.0,743,0,552,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,open
787,200,60,27,0.7066176470588236,0.8165137614678899,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,27,EXPERIMENTAL,OBL_UNSATISFIED_OBLIGATION_EXCEPTION_EDGE,2,-1.0,0.0,0.0,-1.0,0.0,-1.0,7547,0,404,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,open
787,200,60,27,0.1044117647058823,0.8165137614678899,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,27,SECURITY,SQL_NONCONSTANT_STRING_PASSED_TO_EXECUTE,3,-1.0,0.0,0.0006265274484573502,-1.0,0.0006265274484573502,-1.0,7547,0,404,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,open
787,200,60,27,0.1397058823529411,0.8165137614678899,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,27,SECURITY,SQL_NONCONSTANT_STRING_PASSED_TO_EXECUTE,3,-1.0,0.0,0.0006265274484573502,-1.0,0.0006265274484573502,-1.0,7547,0,404,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,open
787,200,60,27,0.5529411764705883,0.8165137614678899,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,27,SECURITY,SQL_NONCONSTANT_STRING_PASSED_TO_EXECUTE,3,-1.0,0.0,0.0006265274484573502,-1.0,0.0006265274484573502,-1.0,7546,0,404,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,open
787,200,60,27,0.5647058823529412,0.8165137614678899,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,27,SECURITY,SQL_NONCONSTANT_STRING_PASSED_TO_EXECUTE,3,-1.0,0.0,0.0006265274484573502,-1.0,0.0006265274484573502,-1.0,7546,0,404,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,open
787,200,60,27,0.575,0.8165137614678899,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,27,SECURITY,SQL_NONCONSTANT_STRING_PASSED_TO_EXECUTE,3,-1.0,0.0,0.0006265274484573502,-1.0,0.0006265274484573502,-1.0,7546,0,404,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,open
787,200,60,27,0.1470588235294117,0.8165137614678899,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,SECURITY,SQL_NONCONSTANT_STRING_PASSED_TO_EXECUTE,3,-1.0,0.0,0.0006265274484573502,-1.0,0.0006265274484573502,-1.0,6362,0,404,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,open
787,200,60,27,0.1544117647058823,0.8165137614678899,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,27,SECURITY,SQL_NONCONSTANT_STRING_PASSED_TO_EXECUTE,3,-1.0,0.0,0.0006265274484573502,-1.0,0.0006265274484573502,-1.0,7547,0,404,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,open
787,200,60,27,0.5852941176470589,0.8165137614678899,0.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,27,SECURITY,SQL_NONCONSTANT_STRING_PASSED_TO_EXECUTE,3,-1.0,0.0,0.0006265274484573502,-1.0,0.0006265274484573502,-1.0,7546,0,404,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,open
787,200,60,27,0.5970588235294118,0.8165137614678899,0.6666666666666666,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,27,SECURITY,SQL_NONCONSTANT_STRING_PASSED_TO_EXECUTE,3,-1.0,0.0,0.0006265274484573502,-1.0,0.0006265274484573502,-1.0,7546,0,404,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,open
787,200,60,27,0.6088235294117647,0.8165137614678899,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,27,SECURITY,SQL_NONCONSTANT_STRING_PASSED_TO_EXECUTE,3,-1.0,0.0,0.0006265274484573502,-1.0,0.0006265274484573502,-1.0,7546,0,404,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,open
3372,1869,12,27,0.9908256880733946,1.1170212765957446,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,-1.0,0.0114942528735632,0.1290974944245563,-0.9770114942528736,0.1290974944245563,-1.0,2703,0,321,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,open
3984,2132,6,27,0.7328767123287672,0.2985074626865671,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,27,PERFORMANCE,DM_NUMBER_CTOR,2,-1.0,0.3201970443349753,0.1465201652531058,-0.3596059113300492,0.1465201652531058,-1.0,7547,0,153,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,open
3984,2132,6,27,0.4349315068493151,0.2985074626865671,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,2,-1.0,0.0784313725490196,0.1290974944245563,-0.8431372549019608,0.1290974944245563,-1.0,6002,0,153,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,open
3984,2132,6,27,0.7602739726027398,0.2985074626865671,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,STYLE,REC_CATCH_EXCEPTION,3,-1.0,0.1379310344827586,0.1290974944245563,-0.7241379310344828,0.1290974944245563,-1.0,7546,0,153,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,open
6765,2784,5,27,0.4955357142857143,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,27,CORRECTNESS,NP_NULL_PARAM_DEREF,2,-1.0,0.0,0.1203545664436542,-1.0,0.1203545664436542,-1.0,6177,0,80,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3991,2132,4,3,0.7964071856287425,0.875,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-1.0,0.0784313725490196,0.1290974944245563,-0.8431372549019608,0.1290974944245563,-1.0,3403,0,135,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,open
8134,3429,14,9,0.8760563380281691,0.5979899497487438,0.2105263157894736,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6,PERFORMANCE,DM_BOXED_PRIMITIVE_FOR_PARSING,1,1.0,0.5,0.1465201652531058,0.0,0.1465201652531058,0.0,2972,0,21,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,close
8134,3429,14,9,0.1859154929577464,0.5979899497487438,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,PERFORMANCE,DM_GC,1,-1.0,0.0,0.1465201652531058,-1.0,0.1465201652531058,0.0,3069,0,21,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,open
8134,3429,14,9,0.8760563380281691,0.5979899497487438,0.2105263157894736,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6,PERFORMANCE,DM_NUMBER_CTOR,2,1.0,0.3201970443349753,0.1465201652531058,-0.3596059113300492,0.1465201652531058,0.0,2972,0,21,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,close
8134,3429,14,9,0.3633802816901408,0.5979899497487438,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,3,-1.0,0.0185185185185185,0.1290974944245563,-0.9629629629629628,0.1290974944245563,0.0,7546,0,21,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,open
852,223,1,9,0.7962962962962963,0.5,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,STYLE,REC_CATCH_EXCEPTION,3,-1.0,0.1379310344827586,0.1290974944245563,-0.7241379310344828,0.1290974944245563,-1.0,264,0,39,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,open
588,0,1,9,0.3098591549295774,0.0303030303030303,1.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6,BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,0.0,0.0,0.0043804563877339,-1.0,0.0043804563877339,-1.0,7547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
8134,3429,4,19,0.5925925925925926,0.1142857142857142,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,0.0,0.0,0.0043804563877339,-1.0,0.0043804563877339,-1.0,7546,0,6,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,open
889,237,46,19,0.8791208791208791,0.3233644859813084,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,STYLE,SF_SWITCH_NO_DEFAULT,2,-1.0,0.0,0.1290974944245563,-1.0,0.1290974944245563,-1.0,7546,0,30,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,open
8134,3429,18,19,0.5797598627787307,0.1186868686868686,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,BAD_PRACTICE,DM_EXIT,2,-1.0,0.0,0.0043804563877339,-1.0,0.0043804563877339,-1.0,7546,0,23,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,open
8134,3429,6,19,0.8258064516129032,0.0636363636363636,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,BAD_PRACTICE,BC_EQUALS_METHOD_SHOULD_WORK_FOR_ALL_OBJECTS,2,-1.0,0.0,0.0043804563877339,-1.0,0.0043804563877339,-1.0,7547,0,17,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,open
2315,1119,16,9,0.2651757188498402,0.5101449275362319,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,BAD_PRACTICE,ES_COMPARING_PARAMETER_STRING_WITH_EQ,1,-1.0,0.0,0.0043804563877339,-1.0,0.0043804563877339,-1.0,7547,26,58,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,open
2315,1119,16,9,0.3067092651757188,0.5101449275362319,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,BAD_PRACTICE,ES_COMPARING_STRINGS_WITH_EQ,2,-1.0,0.0,0.0043804563877339,-1.0,0.0043804563877339,-1.0,7547,26,58,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,open
4006,2133,12,9,0.2987012987012987,0.4066852367688022,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,STYLE,ST_WRITE_TO_STATIC_FROM_INSTANCE_METHOD,2,-1.0,0.0,0.1290974944245563,-1.0,0.1290974944245563,-1.0,7547,26,138,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,open
4006,2133,12,9,0.9172077922077922,0.4066852367688022,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.0454545454545454,0.1465201652531058,-0.9090909090909092,0.1465201652531058,-1.0,7546,26,138,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,open
4006,2133,12,9,0.2613636363636363,0.4066852367688022,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,CORRECTNESS,SIC_THREADLOCAL_DEADLY_EMBRACE,1,-1.0,0.0,0.1203545664436542,-1.0,0.1203545664436542,-1.0,7547,26,138,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,open
4006,2133,12,9,0.987012987012987,0.4066852367688022,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,0.0,0.0,0.0043804563877339,-1.0,0.0043804563877339,-1.0,265,26,138,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,open
8134,3429,2,9,0.6585365853658537,0.2549019607843137,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7,STYLE,UCF_USELESS_CONTROL_FLOW,3,-1.0,0.0,0.1290974944245563,-1.0,0.1290974944245563,-1.0,7547,26,12,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,open
8134,3429,3,4,0.6709677419354839,0.4651162790697674,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,STYLE,REC_CATCH_EXCEPTION,3,-1.0,0.1379310344827586,0.1290974944245563,-0.7241379310344828,0.1290974944245563,-1.0,7547,0,65,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,open
857,224,26,7,0.9732851985559569,0.1788413098236775,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,EXPERIMENTAL,OBL_UNSATISFIED_OBLIGATION,2,-1.0,0.0,0.0,-1.0,0.0,-1.0,7547,0,43,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,open
857,224,26,7,0.9657039711191336,0.1788413098236775,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,BAD_PRACTICE,OS_OPEN_STREAM,2,-1.0,0.0,0.0043804563877339,-1.0,0.0043804563877339,-1.0,7547,0,43,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,open
8134,3429,6,39,0.5178571428571429,0.6842105263157895,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,MALICIOUS_CODE,EI_EXPOSE_REP,2,-1.0,0.0,0.1197055785123966,-1.0,0.1197055785123966,-1.0,7547,3,18,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,open
8134,3429,34,39,0.123641304347826,0.5598958333333334,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,MALICIOUS_CODE,EI_EXPOSE_REP,2,-1.0,0.0,0.1197055785123966,-1.0,0.1197055785123966,-1.0,7547,3,52,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,open
8134,3429,34,39,0.108695652173913,0.5598958333333334,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,MALICIOUS_CODE,EI_EXPOSE_REP2,2,-1.0,0.0,0.1197055785123966,-1.0,0.1197055785123966,-1.0,7547,3,52,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,open
8134,3429,9,39,0.3833333333333333,0.131578947368421,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,16,MALICIOUS_CODE,EI_EXPOSE_REP2,2,-1.0,0.0,0.1197055785123966,-1.0,0.1197055785123966,-1.0,7547,3,17,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,open
8134,3429,23,39,0.6009389671361502,0.2323943661971831,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.0,0.1290974944245563,-1.0,0.1290974944245563,-1.0,7546,3,51,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,open
8134,3429,23,39,0.4953051643192488,0.2323943661971831,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.0,0.1290974944245563,-1.0,0.1290974944245563,-1.0,7547,3,51,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,open
2843,1446,17,39,0.5502008032128514,0.1666666666666666,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,MALICIOUS_CODE,EI_EXPOSE_REP,2,-1.0,0.0,0.1197055785123966,-1.0,0.1197055785123966,-1.0,7547,3,6,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,open
2843,1446,17,39,0.2329317269076305,0.1666666666666666,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,MALICIOUS_CODE,EI_EXPOSE_REP2,2,-1.0,0.0,0.1197055785123966,-1.0,0.1197055785123966,-1.0,7547,3,6,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,open
8134,3429,21,39,0.99457111834962,0.2012288786482335,0.9333333333333332,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,STYLE,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,3,1.0,0.046875,0.1290974944245563,-0.90625,0.1290974944245563,1.0,1238,3,475,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,close
8134,3429,21,39,0.8599348534201955,0.2012288786482335,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,I18N,DM_CONVERT_CASE,3,1.0,0.1764705882352941,0.0014205002224847,-0.6470588235294118,0.0014205002224847,1.0,1238,3,475,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,close
713,138,14,39,0.6434108527131783,0.2046783625730994,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,CORRECTNESS,UWF_UNWRITTEN_FIELD,2,0.0,0.0,0.1203545664436542,-1.0,0.1203545664436542,-1.0,7546,3,87,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,open
8134,3429,5,39,0.8495934959349594,0.2,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,BAD_PRACTICE,OS_OPEN_STREAM,2,-1.0,0.0,0.0043804563877339,-1.0,0.0043804563877339,-1.0,7547,3,58,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,open
8134,3429,11,39,0.449438202247191,0.6404494382022472,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,16,STYLE,UCF_USELESS_CONTROL_FLOW,3,-1.0,0.0,0.1290974944245563,-1.0,0.1290974944245563,-1.0,7547,3,10,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,open
8134,3429,8,39,0.673469387755102,1.1694915254237288,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.0,0.1290974944245563,-1.0,0.1290974944245563,-1.0,7546,3,9,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,open
1196,407,8,39,0.6417910447761194,0.9491525423728814,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.0,0.1290974944245563,-1.0,0.1290974944245563,-1.0,7546,3,11,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,open
851,223,26,9,0.4492862509391435,0.4856020942408377,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,STYLE,BC_UNCONFIRMED_CAST,3,-1.0,0.0222222222222222,0.1290974944245563,-0.9555555555555556,0.1290974944245563,-1.0,7547,0,267,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,open
851,223,26,9,0.8978211870773855,0.4856020942408377,0.8823529411764706,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.0,0.1290974944245563,-1.0,0.1290974944245563,-1.0,7546,0,267,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,open
851,223,26,9,0.4342599549211119,0.4856020942408377,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.0,0.1290974944245563,-1.0,0.1290974944245563,-1.0,7546,0,267,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,open
7482,2986,6,10,0.9203539823008848,0.1688311688311688,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,PERFORMANCE,DM_NUMBER_CTOR,2,-1.0,0.3201970443349753,0.1465201652531058,-0.3596059113300492,0.1465201652531058,-1.0,7547,0,17,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,open
7079,2855,2,1,0.7779310344827586,1.2456140350877194,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,MT_CORRECTNESS,IS2_INCONSISTENT_SYNC,2,0.0,0.0952380952380952,0.0834179922756752,-0.8095238095238095,0.0834179922756752,-1.0,6491,0,121,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,open
5517,2490,30,5,0.7215743440233237,0.2298850574712643,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,STYLE,BC_UNCONFIRMED_CAST,3,-1.0,0.0222222222222222,0.1290974944245563,-0.9555555555555556,0.1290974944245563,-1.0,7547,0,44,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,open
5517,2490,30,5,0.7551020408163265,0.2298850574712643,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,STYLE,BC_UNCONFIRMED_CAST,3,-1.0,0.0222222222222222,0.1290974944245563,-0.9555555555555556,0.1290974944245563,-1.0,7547,0,44,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,open
