F72,F25,F65,F68,F101,F104,F105,F3-NA,F3-int[],F3-Integer,F3-Long,F3-PrintStream,F3-ResultSet,F3-InputStream,F3-TransactionController,F3-null,F3-byte[],F3-boolean,F3-Object[],F3-char,F3-String,F3-long,F3-int,F3-PrintWriter,F3-SQLException,F3-QualifiedIdentifier,F3-Connection,F15-NA,F15-private,F15-protected,F15-public,F94,F21,F20,F22,F116,F117,F120,F110,F123,F115,F77,F41,F126,F71-mamta@apache.org,F71-djd@apache.org,F71-lilywei@apache.org,F71-davidvc@apache.org,F71-kmarsden@apache.org,F71-rhillegas@apache.org,F71-bakksjo@apache.org,F71-mikem@apache.org,F71-myrnavl@apache.org,F71-kristwaa@apache.org,F71-dag@apache.org,F71-kahatlen@apache.org,F71-bandaram@apache.org,F71-oysteing@apache.org,F71-abrown@apache.org,F71-suresht@apache.org,F71-bernt@apache.org,F71-fuzzylogic@apache.org,F71-bpendleton@apache.org,F71-coar@apache.org,category
7267,2706,31,58,0.6904761904761905,0.4840764331210191,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,146,STYLE,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD,2,0.0,0.0178571428571428,0.1281008221198313,-0.9285714285714286,0.1281008221198313,-1.0,550,19,447,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,open
7267,2706,31,58,0.6868131868131868,0.4840764331210191,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,146,STYLE,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD,2,0.0,0.0178571428571428,0.1281008221198313,-0.9285714285714286,0.1281008221198313,-1.0,550,19,447,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,open
7267,2706,31,58,0.7582417582417582,0.4840764331210191,0.2222222222222222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,146,STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,-1.0,0.0163934426229508,0.1281008221198313,-0.9672131147540984,0.1281008221198313,-1.0,550,19,447,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,open
7267,2706,31,58,0.4542124542124542,0.4840764331210191,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,146,CORRECTNESS,UWF_NULL_FIELD,1,0.0,0.0,0.02980817547403,-1.0,0.02980817547403,-1.0,550,19,447,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,open
819,27,102,58,0.978711162255466,0.6210979547900969,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,146,BAD_PRACTICE,DE_MIGHT_IGNORE,3,-1.0,0.0476190476190476,0.0043920691036579,-0.9047619047619048,0.0043920691036579,-1.0,550,19,155,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,open
819,27,102,58,0.977560414269275,0.6210979547900969,0.5833333333333334,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,146,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-1.0,0.1320754716981132,0.1281008221198313,-0.7358490566037735,0.1281008221198313,-1.0,550,19,155,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,open
819,27,102,58,0.978711162255466,0.6210979547900969,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,146,STYLE,REC_CATCH_EXCEPTION,3,-1.0,0.1785714285714285,0.1281008221198313,-0.6428571428571429,0.1281008221198313,-1.0,550,19,155,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,open
819,27,102,58,0.8273878020713463,0.6210979547900969,0.3706140350877193,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,146,STYLE,SF_SWITCH_NO_DEFAULT,2,-1.0,0.0,0.1281008221198313,-1.0,0.1281008221198313,-1.0,7378,19,155,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,open
819,27,102,58,0.1818181818181818,0.6210979547900969,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,146,STYLE,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD,2,0.0,0.0178571428571428,0.1281008221198313,-0.9285714285714286,0.1281008221198313,-1.0,550,19,155,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,open
819,27,102,58,0.1823935558112773,0.6210979547900969,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,146,STYLE,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD,2,0.0,0.0178571428571428,0.1281008221198313,-0.9285714285714286,0.1281008221198313,-1.0,550,19,155,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,open
819,27,102,58,0.1812428078250863,0.6210979547900969,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,146,STYLE,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD,2,0.0,0.0178571428571428,0.1281008221198313,-0.9285714285714286,0.1281008221198313,-1.0,550,19,155,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,open
819,27,102,58,0.6340621403912543,0.6210979547900969,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,146,STYLE,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD,2,0.0,0.0178571428571428,0.1281008221198313,-0.9285714285714286,0.1281008221198313,-1.0,550,19,155,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,open
8016,3110,27,58,0.951058201058201,0.4224137931034483,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,146,STYLE,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,3,-1.0,0.0615384615384615,0.1281008221198313,-0.8769230769230769,0.1281008221198313,-1.0,3045,19,45,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,open
8016,3110,27,58,0.8015873015873016,0.4224137931034483,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,146,STYLE,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,3,-1.0,0.0615384615384615,0.1281008221198313,-0.8769230769230769,0.1281008221198313,-1.0,550,19,45,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,open
8016,3110,27,58,0.1957671957671957,0.4224137931034483,0.3293650793650793,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,146,STYLE,DB_DUPLICATE_SWITCH_CLAUSES,3,-1.0,0.0,0.1281008221198313,-1.0,0.1281008221198313,-1.0,550,19,45,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,open
7120,2678,28,58,0.564870259481038,0.5769230769230769,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,146,BAD_PRACTICE,DE_MIGHT_IGNORE,2,-1.0,0.0476190476190476,0.0043920691036579,-0.9047619047619048,0.0043920691036579,-1.0,5644,19,66,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,open
8134,3245,7,58,0.319755600814664,0.3955696202531645,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,146,STYLE,DLS_DEAD_LOCAL_STORE,2,-1.0,0.0273972602739726,0.1281008221198313,-0.9452054794520548,0.1281008221198313,-1.0,7378,19,368,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,open
1826,642,8,58,0.3806706114398422,0.4849498327759197,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,146,I18N,DM_DEFAULT_ENCODING,1,-1.0,0.0408163265306122,0.0014205002224847,-0.9183673469387756,0.0014205002224847,-1.0,1070,19,44,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,open
1826,642,8,58,0.3708086785009862,0.4849498327759197,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,146,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.1,0.1409213429552811,-0.8,0.1409213429552811,-1.0,7378,19,44,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,open
1826,642,8,58,0.4260355029585799,0.4849498327759197,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,146,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.1,0.1409213429552811,-0.8,0.1409213429552811,-1.0,7378,19,44,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,open
2551,1056,24,58,0.8561215370866845,0.7213114754098361,0.15625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,146,CORRECTNESS,NP_NULL_ON_SOME_PATH,1,-1.0,0.0588235294117647,0.02980817547403,-0.8823529411764706,0.02980817547403,-1.0,5980,19,218,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,open
8134,3245,2,58,0.4566037735849056,0.2121212121212121,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,146,STYLE,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD,3,0.0,0.0178571428571428,0.1281008221198313,-0.9285714285714286,0.1281008221198313,-1.0,550,19,11,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,open
8134,3245,2,58,0.4754716981132075,0.2121212121212121,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,146,STYLE,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD,3,0.0,0.0178571428571428,0.1281008221198313,-0.9285714285714286,0.1281008221198313,-1.0,550,19,11,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,open
5586,2318,5,58,0.4589041095890411,0.4698795180722891,0.131578947368421,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,146,MT_CORRECTNESS,LI_LAZY_INIT_STATIC,3,-1.0,0.0,0.0834179922756752,-1.0,0.0834179922756752,-1.0,4830,19,77,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,open
5586,2318,5,58,0.648972602739726,0.4698795180722891,0.0986842105263157,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,146,EXPERIMENTAL,OBL_UNSATISFIED_OBLIGATION,2,-1.0,0.0,0.0,-1.0,0.0,-1.0,3628,19,77,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,open
5586,2318,5,58,0.6095890410958904,0.4698795180722891,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,146,BAD_PRACTICE,OS_OPEN_STREAM,2,-1.0,0.0,0.0043920691036579,-1.0,0.0043920691036579,-1.0,3628,19,77,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,open
825,30,146,58,0.170246138996139,0.4850019477989871,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,146,STYLE,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,3,1.0,0.0615384615384615,0.1281008221198313,-0.8769230769230769,0.1281008221198313,-0.9166666666666666,550,19,633,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,close
825,30,146,58,0.23503861003861,0.4850019477989871,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,146,BAD_PRACTICE,DE_MIGHT_IGNORE,1,-1.0,0.0476190476190476,0.0043920691036579,-0.9047619047619048,0.0043920691036579,-0.9166666666666666,550,19,633,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,open
825,30,146,58,0.2321428571428571,0.4850019477989871,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,146,BAD_PRACTICE,DE_MIGHT_IGNORE,3,-1.0,0.0476190476190476,0.0043920691036579,-0.9047619047619048,0.0043920691036579,-0.9166666666666666,550,19,633,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,open
825,30,146,58,0.686534749034749,0.4850019477989871,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,146,BAD_PRACTICE,DE_MIGHT_IGNORE,3,-1.0,0.0476190476190476,0.0043920691036579,-0.9047619047619048,0.0043920691036579,-0.9166666666666666,550,19,633,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,open
825,30,146,58,0.6491312741312741,0.4850019477989871,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,146,BAD_PRACTICE,DE_MIGHT_IGNORE,3,-1.0,0.0476190476190476,0.0043920691036579,-0.9047619047619048,0.0043920691036579,-0.9166666666666666,2926,19,633,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,open
825,30,146,58,0.4078185328185328,0.4850019477989871,0.136,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,146,STYLE,DLS_DEAD_LOCAL_STORE,2,-1.0,0.0273972602739726,0.1281008221198313,-0.9452054794520548,0.1281008221198313,-0.9166666666666666,550,19,633,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,open
825,30,146,58,0.8182915057915058,0.4850019477989871,0.3170731707317073,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,146,STYLE,DLS_DEAD_LOCAL_STORE,2,-1.0,0.0273972602739726,0.1281008221198313,-0.9452054794520548,0.1281008221198313,-0.9166666666666666,550,19,633,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,open
825,30,146,58,0.8327702702702703,0.4850019477989871,0.3170731707317073,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,146,STYLE,DLS_DEAD_LOCAL_STORE,2,-1.0,0.0273972602739726,0.1281008221198313,-0.9452054794520548,0.1281008221198313,-0.9166666666666666,550,19,633,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,open
825,30,146,58,0.4034749034749035,0.4850019477989871,0.024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,146,STYLE,DLS_DEAD_LOCAL_STORE,3,-1.0,0.0273972602739726,0.1281008221198313,-0.9452054794520548,0.1281008221198313,-0.9166666666666666,550,19,633,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,open
825,30,146,58,0.3091216216216216,0.4850019477989871,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,146,PERFORMANCE,DM_BOXED_PRIMITIVE_TOSTRING,2,-0.6,1.0,0.1409213429552811,1.0,0.1409213429552811,-0.9166666666666666,104,19,633,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,close
825,30,146,58,0.5364382239382239,0.4850019477989871,0.875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,146,I18N,DM_DEFAULT_ENCODING,1,-1.0,0.0408163265306122,0.0014205002224847,-0.9183673469387756,0.0014205002224847,-0.9166666666666666,550,19,633,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,open
825,30,146,58,0.5299227799227799,0.4850019477989871,0.9047619047619048,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,146,I18N,DM_DEFAULT_ENCODING,1,-1.0,0.0408163265306122,0.0014205002224847,-0.9183673469387756,0.0014205002224847,-0.9166666666666666,550,19,633,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,open
825,30,146,58,0.5294401544401545,0.4850019477989871,0.8095238095238095,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,146,I18N,DM_DEFAULT_ENCODING,1,-1.0,0.0408163265306122,0.0014205002224847,-0.9183673469387756,0.0014205002224847,-0.9166666666666666,550,19,633,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,open
825,30,146,58,0.1206563706563706,0.4850019477989871,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,146,I18N,DM_DEFAULT_ENCODING,1,-1.0,0.0408163265306122,0.0014205002224847,-0.9183673469387756,0.0014205002224847,-0.9166666666666666,550,19,633,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,open
825,30,146,58,0.2688223938223938,0.4850019477989871,0.7017543859649122,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,146,I18N,DM_DEFAULT_ENCODING,1,-1.0,0.0408163265306122,0.0014205002224847,-0.9183673469387756,0.0014205002224847,-0.9166666666666666,3163,19,633,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,open
825,30,146,58,0.9802123552123552,0.4850019477989871,0.7857142857142857,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,146,PERFORMANCE,DM_GC,1,-1.0,0.0,0.1409213429552811,-1.0,0.1409213429552811,-0.9166666666666666,550,19,633,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,open
825,30,146,58,0.2475868725868726,0.4850019477989871,0.5555555555555556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,146,PERFORMANCE,DM_GC,1,-1.0,0.0,0.1409213429552811,-1.0,0.1409213429552811,-0.9166666666666666,550,19,633,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,open
825,30,146,58,0.3086389961389961,0.4850019477989871,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,146,PERFORMANCE,DM_NUMBER_CTOR,2,-0.6,0.3155339805825243,0.1409213429552811,-0.3689320388349514,0.1409213429552811,-0.9166666666666666,550,19,633,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,open
825,30,146,58,0.659507722007722,0.4850019477989871,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,146,BAD_PRACTICE,ES_COMPARING_STRINGS_WITH_EQ,3,-1.0,0.0,0.0043920691036579,-1.0,0.0043920691036579,-0.9166666666666666,550,19,633,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,open
825,30,146,58,0.5441821691821692,0.4850019477989871,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,146,MT_CORRECTNESS,IS2_INCONSISTENT_SYNC,2,0.0,0.0952380952380952,0.0834179922756752,-0.8095238095238095,0.0834179922756752,-0.9166666666666666,550,19,633,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,open
825,30,146,58,0.4683880308880309,0.4850019477989871,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,146,MT_CORRECTNESS,IS2_INCONSISTENT_SYNC,2,0.0,0.0952380952380952,0.0834179922756752,-0.8095238095238095,0.0834179922756752,-0.9166666666666666,550,19,633,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,open
825,30,146,58,0.5913670366795367,0.4850019477989871,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,146,MT_CORRECTNESS,IS2_INCONSISTENT_SYNC,2,0.0,0.0952380952380952,0.0834179922756752,-0.8095238095238095,0.0834179922756752,-0.9166666666666666,550,19,633,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,open
825,30,146,58,0.5709459459459459,0.4850019477989871,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,146,MT_CORRECTNESS,NO_NOTIFY_NOT_NOTIFYALL,3,-1.0,0.0,0.0834179922756752,-1.0,0.0834179922756752,-0.9166666666666666,550,19,633,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,open
825,30,146,58,0.1291023166023166,0.4850019477989871,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,146,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,2,-1.0,0.1320754716981132,0.1281008221198313,-0.7358490566037735,0.1281008221198313,-0.9166666666666666,5834,19,633,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,0,open
825,30,146,58,0.4423262548262548,0.4850019477989871,0.9090909090909092,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,146,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-1.0,0.1320754716981132,0.1281008221198313,-0.7358490566037735,0.1281008221198313,-0.9166666666666666,564,19,633,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,open
825,30,146,58,0.3071911196911197,0.4850019477989871,0.4375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,146,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-0.6,0.1320754716981132,0.1281008221198313,-0.7358490566037735,0.1281008221198313,-0.9166666666666666,550,19,633,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,open
825,30,146,58,0.3076737451737452,0.4850019477989871,0.5625,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,146,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-0.6,0.1320754716981132,0.1281008221198313,-0.7358490566037735,0.1281008221198313,-0.9166666666666666,550,19,633,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,open
825,30,146,58,0.3074324324324324,0.4850019477989871,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,146,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-0.6,0.1320754716981132,0.1281008221198313,-0.7358490566037735,0.1281008221198313,-0.9166666666666666,550,19,633,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,open
825,30,146,58,0.4068532818532818,0.4850019477989871,0.112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,146,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-1.0,0.1320754716981132,0.1281008221198313,-0.7358490566037735,0.1281008221198313,-0.9166666666666666,550,19,633,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,open
825,30,146,58,0.7290057915057915,0.4850019477989871,0.8571428571428571,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,146,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.0,0.1281008221198313,-1.0,0.1281008221198313,-0.9166666666666666,6363,19,633,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,0,open
825,30,146,58,0.2492760617760617,0.4850019477989871,0.7037037037037037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,146,STYLE,REC_CATCH_EXCEPTION,3,-1.0,0.1785714285714285,0.1281008221198313,-0.6428571428571429,0.1281008221198313,-0.9166666666666666,6941,19,633,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,open
825,30,146,58,0.2403474903474903,0.4850019477989871,0.1481481481481481,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,146,CORRECTNESS,SA_FIELD_SELF_COMPARISON,3,-1.0,0.0,0.02980817547403,-1.0,0.02980817547403,-0.9166666666666666,550,19,633,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,open
825,30,146,58,0.975868725868726,0.4850019477989871,0.3214285714285714,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,146,PERFORMANCE,SBSC_USE_STRINGBUFFER_CONCATENATION,2,-1.0,0.0454545454545454,0.1409213429552811,-0.8863636363636364,0.1409213429552811,-0.9166666666666666,550,19,633,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,open
825,30,146,58,0.4124034749034749,0.4850019477989871,0.5658892508143323,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,146,STYLE,SF_SWITCH_NO_DEFAULT,2,-1.0,0.0,0.1281008221198313,-1.0,0.1281008221198313,-0.9166666666666666,7010,19,633,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,open
825,30,146,58,0.115057915057915,0.4850019477989871,0.1275362318840579,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,146,STYLE,ST_WRITE_TO_STATIC_FROM_INSTANCE_METHOD,3,-1.0,0.074074074074074,0.1281008221198313,-0.8518518518518519,0.1281008221198313,-0.9166666666666666,550,19,633,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,open
825,30,146,58,0.2473455598455598,0.4850019477989871,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,146,STYLE,ST_WRITE_TO_STATIC_FROM_INSTANCE_METHOD,3,-1.0,0.074074074074074,0.1281008221198313,-0.8518518518518519,0.1281008221198313,-0.9166666666666666,550,19,633,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,open
825,30,146,58,0.674469111969112,0.4850019477989871,0.6923076923076923,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,146,PERFORMANCE,UPM_UNCALLED_PRIVATE_METHOD,3,-1.0,0.0862068965517241,0.1409213429552811,-0.8275862068965517,0.1409213429552811,-0.9166666666666666,7010,19,633,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,open
825,30,146,58,0.2109073359073359,0.4850019477989871,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,146,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.1,0.1409213429552811,-0.8,0.1409213429552811,-0.9166666666666666,3694,19,633,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,open
