F72,F25,F65,F68,F101,F104,F105,F3-NA,F3-CharSequence,F3-int[],F3-Class,F3-StringBuilder,F3-Among[],F3-byte[],F3-boolean,F3-FileInputStream,F3-char,F3-Bits,F3-String,F3-long,F3-CharStream,F3-int,F3-ValueSource,F3-char[],F3-getBoost(),F3-long[],F3-Path,F15-NA,F15-private,F15-protected,F15-public,F94,F21,F20,F22,F116,F117,F120,F110,F123,F115,F77,F41,F126,F71-ryan@apache.org,F71-chrism@apache.org,F71-anshum@apache.org,F71-shalin@apache.org,F71-rmuir@apache.org,F71-sarowe@apache.org,F71-simonw@apache.org,F71-gsingers@apache.org,F71-hossman@apache.org,F71-jpountz@apache.org,F71-markrmiller@apache.org,F71-noble@apache.org,F71-yonik@apache.org,F71-mikemccand@apache.org,F71-shaie@apache.org,F71-rjernst@apache.org,F71-erick@apache.org,F71-romseygeek@apache.org,F71-dweiss@apache.org,F71-uschindler@apache.org,category
5211,88,5,48,0.2816326530612245,0.1904761904761904,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26,STYLE,DLS_DEAD_LOCAL_STORE,3,-1.0,0.34,0.6054958125471315,-0.2,0.6054958125471315,-1.0,587,248,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,open
5211,88,5,48,0.4285714285714285,0.1904761904761904,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.3471074380165289,0.1870202347194378,-0.1735537190082644,0.1870202347194378,-1.0,587,248,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,open
6551,274,16,48,0.2969924812030075,0.0816326530612244,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26,STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,1,-1.0,0.3565217391304348,0.6054958125471315,-0.1217391304347826,0.6054958125471315,-0.2,5133,248,499,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,open
6551,274,16,48,0.3270676691729323,0.0816326530612244,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26,STYLE,ICAST_INTEGER_MULTIPLY_CAST_TO_LONG,2,0.0,0.3571428571428571,0.6054958125471315,0.0,0.6054958125471315,-0.2,3519,248,499,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,open
6551,274,16,48,0.3759398496240601,0.0816326530612244,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26,STYLE,ICAST_INTEGER_MULTIPLY_CAST_TO_LONG,2,0.0,0.3571428571428571,0.6054958125471315,0.0,0.6054958125471315,-0.2,3519,248,499,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,close
6551,274,16,48,0.4454887218045112,0.0816326530612244,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26,STYLE,ICAST_INTEGER_MULTIPLY_CAST_TO_LONG,2,0.0,0.3571428571428571,0.6054958125471315,0.0,0.6054958125471315,-0.2,3519,248,499,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,open
6551,274,16,48,0.5018796992481203,0.0816326530612244,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26,STYLE,ICAST_INTEGER_MULTIPLY_CAST_TO_LONG,2,0.0,0.3571428571428571,0.6054958125471315,0.0,0.6054958125471315,-0.2,3519,248,499,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,close
6551,274,16,48,0.5939849624060151,0.0816326530612244,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26,STYLE,ICAST_INTEGER_MULTIPLY_CAST_TO_LONG,2,1.0,0.3571428571428571,0.6054958125471315,0.0,0.6054958125471315,-0.2,5133,248,499,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,close
6551,274,16,48,0.6278195488721805,0.0816326530612244,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26,STYLE,ICAST_INTEGER_MULTIPLY_CAST_TO_LONG,2,-1.0,0.3571428571428571,0.6054958125471315,0.0,0.6054958125471315,-0.2,5133,248,499,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,open
6551,274,16,48,0.6804511278195489,0.0816326530612244,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,26,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.3471074380165289,0.1870202347194378,-0.1735537190082644,0.1870202347194378,-0.2,5133,248,499,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,open
6551,274,16,48,0.7255639097744361,0.0816326530612244,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26,STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,-1.0,0.3652173913043478,0.6054958125471315,-0.1043478260869565,0.6054958125471315,-0.2,1389,248,499,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,open
6551,274,16,48,0.7951127819548872,0.0816326530612244,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26,STYLE,ICAST_INTEGER_MULTIPLY_CAST_TO_LONG,2,1.0,0.3571428571428571,0.6054958125471315,0.0,0.6054958125471315,-0.2,5133,248,499,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,close
9757,709,10,48,0.6083150984682714,0.165680473372781,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.3471074380165289,0.1870202347194378,-0.1735537190082644,0.1870202347194378,1.0,4852,248,261,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,close
12202,933,6,48,0.331578947368421,0.1751824817518248,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26,STYLE,BC_UNCONFIRMED_CAST,3,-1.0,0.23,0.6054958125471315,-0.35,0.6054958125471315,-1.0,9302,248,437,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,open
12202,933,6,48,0.5947368421052631,0.1751824817518248,0.064516129032258,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,26,STYLE,BC_UNCONFIRMED_CAST,3,-1.0,0.23,0.6054958125471315,-0.35,0.6054958125471315,-1.0,9418,248,437,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,open
12202,933,3,48,0.912280701754386,0.1301775147928994,0.7288135593220338,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26,STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,2,-1.0,0.3565217391304348,0.6054958125471315,-0.1217391304347826,0.6054958125471315,-1.0,7766,248,96,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,open
12202,933,8,48,0.3513513513513513,0.1605839416058394,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26,PERFORMANCE,URF_UNREAD_FIELD,3,0.0,0.3786407766990291,0.1870202347194378,-0.145631067961165,0.1870202347194378,-1.0,9599,248,478,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,open
12202,933,8,48,0.3567567567567568,0.1605839416058394,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26,PERFORMANCE,URF_UNREAD_FIELD,3,0.0,0.3786407766990291,0.1870202347194378,-0.145631067961165,0.1870202347194378,-1.0,9599,248,478,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,open
16285,1402,26,18,0.8380281690140845,0.1826923076923076,0.6517857142857143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,STYLE,EQ_DOESNT_OVERRIDE_EQUALS,2,-1.0,0.9477124183006536,0.6054958125471315,0.9019607843137256,0.6054958125471315,-1.0,13472,4,468,1,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,open
16285,1402,26,18,0.8380281690140845,0.1826923076923076,0.6517857142857143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,STYLE,EQ_DOESNT_OVERRIDE_EQUALS,2,-1.0,0.9477124183006536,0.6054958125471315,0.9019607843137256,0.6054958125471315,-1.0,13472,4,468,1,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,open
5401,109,3,3,0.7907949790794979,0.1611111111111111,0.2006172839506173,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,STYLE,NP_DEREFERENCE_OF_READLINE_VALUE,2,1.0,0.4,0.6054958125471315,-0.2,0.6054958125471315,1.0,16969,0,700,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,close
5703,144,7,8,0.4964028776978417,0.4024390243902439,0.4166666666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,STYLE,ICAST_INTEGER_MULTIPLY_CAST_TO_LONG,3,-1.0,0.3571428571428571,0.6054958125471315,0.0,0.6054958125471315,-1.0,4150,0,29,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,open
5703,144,4,1,0.8475609756097561,0.3181818181818182,0.2307692307692307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,BAD_PRACTICE,OS_OPEN_STREAM,2,-1.0,0.238095238095238,0.3534370427663847,-0.238095238095238,0.3534370427663847,-1.0,1936,0,18,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,open
5703,144,4,1,0.7804878048780488,0.3181818181818182,0.896551724137931,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,STYLE,REC_CATCH_EXCEPTION,3,-1.0,0.3353293413173652,0.6054958125471315,-0.0958083832335329,0.6054958125471315,-1.0,10373,0,18,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,open
5703,144,4,1,0.5365853658536586,0.3181818181818182,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,STYLE,REC_CATCH_EXCEPTION,3,-1.0,0.3353293413173652,0.6054958125471315,-0.0958083832335329,0.6054958125471315,-1.0,10373,0,18,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,open
11990,907,9,35,0.7644444444444445,1.136842105263158,0.0869565217391304,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,STYLE,SF_SWITCH_FALLTHROUGH,3,1.0,0.2666666666666666,0.6054958125471315,-0.4,0.6054958125471315,1.0,15545,64,303,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,close
5120,71,18,35,0.9369369369369368,0.7068965517241379,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.3471074380165289,0.1870202347194378,-0.1735537190082644,0.1870202347194378,1.0,14330,64,849,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,close
5120,71,18,35,0.963963963963964,0.7068965517241379,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.3471074380165289,0.1870202347194378,-0.1735537190082644,0.1870202347194378,1.0,14330,64,849,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,close
19865,1985,23,239,0.7136563876651982,0.6126482213438735,0.5775100401606426,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,84,STYLE,EQ_DOESNT_OVERRIDE_EQUALS,2,1.0,0.9477124183006536,0.6054958125471315,0.9019607843137256,0.6054958125471315,144.0,16302,883,1461,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,close
8000,474,21,25,0.8095238095238095,0.2158590308370044,0.7777777777777778,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,37,STYLE,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,3,1.0,0.3829787234042553,0.6054958125471315,0.0212765957446808,0.6054958125471315,-0.6,3376,1,733,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,close
8000,474,21,25,0.2627257799671593,0.2158590308370044,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,37,STYLE,DLS_DEAD_LOCAL_STORE,2,-1.0,0.34,0.6054958125471315,-0.2,0.6054958125471315,-0.6,3354,1,733,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,open
8000,474,21,25,0.2627257799671593,0.2158590308370044,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,37,CORRECTNESS,NP_ALWAYS_NULL,3,-1.0,0.0,0.4278291503174128,-0.3333333333333333,0.4278291503174128,-0.6,3354,1,733,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,open
8000,474,21,25,0.2627257799671593,0.2158590308370044,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,37,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-1.0,0.5714285714285714,0.6054958125471315,0.2,0.6054958125471315,-0.6,3354,1,733,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,open
8000,474,21,25,0.2610837438423645,0.2158590308370044,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,37,PERFORMANCE,UPM_UNCALLED_PRIVATE_METHOD,3,-1.0,0.7105263157894737,0.1870202347194378,0.4868421052631579,0.1870202347194378,-0.6,3376,1,733,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,open
8000,474,50,25,0.341123595505618,0.1751781472684085,0.6605392156862745,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,37,STYLE,SF_SWITCH_NO_DEFAULT,2,1.0,0.5704225352112676,0.6054958125471315,0.1971830985915492,0.6054958125471315,1.0,3376,1,2386,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,close
8000,474,50,25,0.5523595505617978,0.1751781472684085,0.1648517846339988,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,37,STYLE,SF_SWITCH_NO_DEFAULT,2,1.0,0.5704225352112676,0.6054958125471315,0.1971830985915492,0.6054958125471315,1.0,3376,1,2386,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,close
8000,474,50,25,0.6206741573033708,0.1751781472684085,0.5258075258075259,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,37,STYLE,SF_SWITCH_NO_DEFAULT,2,1.0,0.5704225352112676,0.6054958125471315,0.1971830985915492,0.6054958125471315,1.0,3376,1,2386,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,close
8000,474,50,25,0.870561797752809,0.1751781472684085,0.5348313472850167,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,37,STYLE,SF_SWITCH_NO_DEFAULT,2,1.0,0.5704225352112676,0.6054958125471315,0.1971830985915492,0.6054958125471315,1.0,3376,1,2386,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,close
8000,474,50,25,0.9923595505617976,0.1751781472684085,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,37,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC,2,0.0,0.2784810126582278,0.1870202347194378,-0.2531645569620253,0.1870202347194378,1.0,3376,1,2386,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,close
8000,474,27,25,0.8051750380517504,0.1154390934844192,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,37,STYLE,DLS_DEAD_LOCAL_STORE,1,1.0,0.34,0.6054958125471315,-0.2,0.6054958125471315,1.0,3350,1,173,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,close
8000,474,27,25,0.7285641806189751,0.1154390934844192,0.5194805194805194,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,37,STYLE,DLS_DEAD_LOCAL_STORE,1,1.0,0.34,0.6054958125471315,-0.2,0.6054958125471315,1.0,3350,1,173,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,close
8000,474,27,25,0.9036022323693556,0.1154390934844192,0.2424242424242424,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,37,STYLE,DLS_DEAD_LOCAL_STORE,2,1.0,0.34,0.6054958125471315,-0.2,0.6054958125471315,1.0,3376,1,173,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,close
8000,474,27,25,0.9289700659563672,0.1154390934844192,0.7878787878787878,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,37,STYLE,DLS_DEAD_LOCAL_STORE,2,1.0,0.34,0.6054958125471315,-0.2,0.6054958125471315,1.0,3376,1,173,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,close
8000,474,27,25,0.1633688483003551,0.1154390934844192,0.6181818181818182,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,37,STYLE,DLS_DEAD_LOCAL_STORE,2,1.0,0.34,0.6054958125471315,-0.2,0.6054958125471315,1.0,3376,1,173,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,close
8000,474,27,25,0.1232876712328767,0.1154390934844192,0.5172413793103449,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,37,STYLE,DLS_DEAD_LOCAL_STORE,2,1.0,0.34,0.6054958125471315,-0.2,0.6054958125471315,1.0,3376,1,173,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,close
8000,474,27,25,0.8716387620497209,0.1154390934844192,0.7341772151898734,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,37,STYLE,DLS_DEAD_LOCAL_STORE,2,1.0,0.34,0.6054958125471315,-0.2,0.6054958125471315,1.0,3376,1,173,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,close
8000,474,27,25,0.8751902587519026,0.1154390934844192,0.7974683544303798,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,37,STYLE,DLS_DEAD_LOCAL_STORE,2,1.0,0.34,0.6054958125471315,-0.2,0.6054958125471315,1.0,3376,1,173,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,close
8000,474,27,25,0.671740233384069,0.1154390934844192,0.611764705882353,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,37,STYLE,DLS_DEAD_LOCAL_STORE,2,1.0,0.34,0.6054958125471315,-0.2,0.6054958125471315,1.0,3376,1,173,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,close
8000,474,27,25,0.5636732623033993,0.1154390934844192,0.4322033898305085,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,37,STYLE,DLS_DEAD_LOCAL_STORE,3,1.0,0.34,0.6054958125471315,-0.2,0.6054958125471315,1.0,3350,1,173,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,close
8000,474,27,25,0.9188229325215628,0.1154390934844192,0.5757575757575758,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,37,STYLE,DLS_DEAD_LOCAL_STORE,3,1.0,0.34,0.6054958125471315,-0.2,0.6054958125471315,1.0,3376,1,173,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,close
8000,474,27,25,0.4221207508878741,0.1154390934844192,0.4322033898305085,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,37,STYLE,DLS_DEAD_LOCAL_STORE,3,1.0,0.34,0.6054958125471315,-0.2,0.6054958125471315,1.0,3350,1,173,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,close
8000,474,27,25,0.610857432775241,0.1154390934844192,0.4322033898305085,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,37,STYLE,DLS_DEAD_LOCAL_STORE,3,1.0,0.34,0.6054958125471315,-0.2,0.6054958125471315,1.0,3350,1,173,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,close
8000,474,27,25,0.4693049213597158,0.1154390934844192,0.4322033898305085,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,37,STYLE,DLS_DEAD_LOCAL_STORE,3,1.0,0.34,0.6054958125471315,-0.2,0.6054958125471315,1.0,3350,1,173,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,close
8000,474,27,25,0.5164890918315576,0.1154390934844192,0.4322033898305085,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,37,STYLE,DLS_DEAD_LOCAL_STORE,3,1.0,0.34,0.6054958125471315,-0.2,0.6054958125471315,1.0,3350,1,173,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,close
8000,474,27,25,0.8046676813800101,0.1154390934844192,0.7388888888888889,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,37,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,1.0,0.5714285714285714,0.6054958125471315,0.2,0.6054958125471315,1.0,3376,1,173,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,close
8000,474,27,25,0.7280568239472349,0.1154390934844192,0.5454545454545454,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,37,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,1.0,0.5714285714285714,0.6054958125471315,0.2,0.6054958125471315,1.0,3376,1,173,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,close
8000,474,27,25,0.8051750380517504,0.1154390934844192,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,37,STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,2,1.0,0.3565217391304348,0.6054958125471315,-0.1217391304347826,0.6054958125471315,1.0,3350,1,173,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,close
8000,474,27,25,0.7285641806189751,0.1154390934844192,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,37,STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,2,1.0,0.3565217391304348,0.6054958125471315,-0.1217391304347826,0.6054958125471315,1.0,3350,1,173,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,close
8000,474,27,25,0.1562658548959918,0.1154390934844192,0.503896103896104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,37,STYLE,SF_SWITCH_NO_DEFAULT,2,1.0,0.5704225352112676,0.6054958125471315,0.1971830985915492,0.6054958125471315,1.0,3376,1,173,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,close
8000,474,27,25,0.7879249112125825,0.1154390934844192,0.6017777777777777,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,37,STYLE,SF_SWITCH_NO_DEFAULT,2,1.0,0.5704225352112676,0.6054958125471315,0.1971830985915492,0.6054958125471315,1.0,3376,1,173,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,close
8000,474,27,25,0.8548959918822933,0.1154390934844192,0.5687267311988087,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,37,STYLE,SF_SWITCH_NO_DEFAULT,2,1.0,0.5704225352112676,0.6054958125471315,0.1971830985915492,0.6054958125471315,1.0,3376,1,173,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,close
8000,474,27,25,0.6610857432775241,0.1154390934844192,0.5814616755793226,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,37,STYLE,SF_SWITCH_NO_DEFAULT,2,1.0,0.5704225352112676,0.6054958125471315,0.1971830985915492,0.6054958125471315,1.0,3376,1,173,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,close
8000,474,27,25,0.7209538305428717,0.1154390934844192,0.5599763872491145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,37,STYLE,SF_SWITCH_NO_DEFAULT,2,1.0,0.5704225352112676,0.6054958125471315,0.1971830985915492,0.6054958125471315,1.0,3376,1,173,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,close
5849,175,5,25,0.5275590551181102,0.7384615384615385,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,37,STYLE,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD,3,0.0,0.2619047619047619,0.6054958125471315,-0.2619047619047619,0.6054958125471315,-1.0,1225,1,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,open
5849,175,5,25,0.5196850393700787,0.7384615384615385,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,37,STYLE,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD,3,0.0,0.2619047619047619,0.6054958125471315,-0.2619047619047619,0.6054958125471315,-1.0,1225,1,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,open
5849,175,5,25,0.5118110236220472,0.7384615384615385,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,37,STYLE,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD,3,0.0,0.2619047619047619,0.6054958125471315,-0.2619047619047619,0.6054958125471315,-1.0,1225,1,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,open
