F72,F25,F65,F68,F101,F104,F105,F3-NA,F3-Model,F3-VersionRange,F3-localRepository(),F3-problems.getModel(),F3-DefaultBeanConfigurationRequest,F3-File,F3-InputStream,F3-null,F3-boolean,F3-settingsSource.getInputStream(),F3-ProjectSegment,F3-XmlPullParser,F3-String,F3-int,F3-ModelBuildingRequest,F3-MavenSession,F3-Artifact,F3-SimpleProblemCollector,F3-Map<String >,F15-NA,F15-private,F15-protected,F15-public,F94,F21,F20,F22,F116,F117,F120,F110,F123,F115,F77,F41,F126,F71-stephen.alan.connolly@gmail.com,F71-ogusakov@apache.org,F71-brett@apache.org,F71-hboutemy@apache.org,F71-kenney@apache.org,F71-sisbell@apache.org,F71-aheritier@apache.org,F71-mkleint@apache.org,F71-carlos@apache.org,F71-olamy@apache.org,F71-jvanzyl@apache.org,F71-rfscholte@codehaus.org,F71-brianf@apache.org,F71-ifedorenko@apache.org,F71-igor@ifedorenko.com,F71-bentmann@apache.org,F71-jason@tesla.io,F71-krosenvold@apache.org,F71-michaelo@apache.org,F71-jdcasey@apache.org,category
267,0,6,83,0.1101694915254237,1.380952380952381,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,0.0,0.0,0.1430467995178398,-1.0,0.1430467995178398,-1.0,9911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
267,0,7,83,0.108695652173913,1.105263157894737,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,0.0,0.0,0.1430467995178398,-1.0,0.1430467995178398,-1.0,9911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3432,2205,4,83,0.75,0.9583333333333334,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,CORRECTNESS,RV_RETURN_VALUE_IGNORED,3,-1.0,0.0,0.0332571428571428,-1.0,0.0332571428571428,-1.0,1989,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,open
267,0,11,83,0.085201793721973,1.653333333333333,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,0.0,0.0,0.1430467995178398,-1.0,0.1430467995178398,-1.0,9911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
1168,1399,4,83,0.75,0.9583333333333334,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,CORRECTNESS,RV_RETURN_VALUE_IGNORED,3,-1.0,0.0,0.0332571428571428,-1.0,0.0332571428571428,-1.0,1989,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,open
267,0,17,83,0.0439882697947214,1.790909090909091,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,0.0,0.0,0.1430467995178398,-1.0,0.1430467995178398,-1.0,9911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3432,2205,4,83,0.75,0.9583333333333334,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,CORRECTNESS,RV_RETURN_VALUE_IGNORED,3,-1.0,0.0,0.0332571428571428,-1.0,0.0332571428571428,-1.0,1989,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,open
267,0,61,83,0.3342995169082126,1.4173228346456692,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,STYLE,REC_CATCH_EXCEPTION,3,-1.0,0.375,0.0292099903103599,-0.25,0.0292099903103599,-1.0,9911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
267,0,61,83,0.0193236714975845,1.4173228346456692,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,STYLE,RI_REDUNDANT_INTERFACES,3,0.0,0.0,0.0292099903103599,-1.0,0.0292099903103599,-1.0,9911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
267,0,61,83,0.0193236714975845,1.4173228346456692,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,0.0,0.0,0.1430467995178398,-1.0,0.1430467995178398,-1.0,9911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
267,0,30,83,0.4079861111111111,1.2844444444444445,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,STYLE,REC_CATCH_EXCEPTION,3,-1.0,0.375,0.0292099903103599,-0.25,0.0292099903103599,-1.0,9911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
267,0,30,83,0.03125,1.2844444444444445,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,0.0,0.0,0.1430467995178398,-1.0,0.1430467995178398,-1.0,9911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
1168,1399,4,83,0.75,0.9583333333333334,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,CORRECTNESS,RV_RETURN_VALUE_IGNORED,3,-1.0,0.0,0.0332571428571428,-1.0,0.0332571428571428,-1.0,1989,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,open
267,0,18,83,0.0481099656357388,1.236842105263158,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,0.0,0.0,0.1430467995178398,-1.0,0.1430467995178398,-1.0,9911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3432,2205,4,83,0.75,0.9583333333333334,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,CORRECTNESS,RV_RETURN_VALUE_IGNORED,3,-1.0,0.0,0.0332571428571428,-1.0,0.0332571428571428,-1.0,1989,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,open
267,0,7,83,0.0955882352941176,1.0701754385964912,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,0.0,0.0,0.1430467995178398,-1.0,0.1430467995178398,-1.0,9911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
1168,1399,4,83,0.75,0.9583333333333334,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,CORRECTNESS,RV_RETURN_VALUE_IGNORED,3,-1.0,0.0,0.0332571428571428,-1.0,0.0332571428571428,-1.0,1989,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,open
267,0,13,83,0.0736842105263157,1.7608695652173914,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,0.0,0.0,0.1430467995178398,-1.0,0.1430467995178398,-1.0,9911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3432,2205,4,83,0.75,0.9583333333333334,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,CORRECTNESS,RV_RETURN_VALUE_IGNORED,3,-1.0,0.0,0.0332571428571428,-1.0,0.0332571428571428,-1.0,1989,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,open
267,0,12,83,0.0565217391304347,0.7747747747747747,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,0.0,0.0,0.1430467995178398,-1.0,0.1430467995178398,-1.0,9911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
267,0,29,83,0.7987012987012987,1.015,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,3,-1.0,0.0078740157480314,0.0292099903103599,-0.8661417322834646,0.0292099903103599,-1.0,9911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
267,0,29,83,0.0389610389610389,1.015,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,STYLE,RI_REDUNDANT_INTERFACES,3,0.0,0.0,0.0292099903103599,-1.0,0.0292099903103599,-1.0,9911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
267,0,29,83,0.0389610389610389,1.015,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,0.0,0.0,0.1430467995178398,-1.0,0.1430467995178398,-1.0,9911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
267,0,3,83,0.1354166666666666,1.5454545454545454,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,STYLE,RI_REDUNDANT_INTERFACES,3,0.0,0.0,0.0292099903103599,-1.0,0.0292099903103599,-1.0,9911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
267,0,3,83,0.1354166666666666,1.5454545454545454,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,0.0,0.0,0.1430467995178398,-1.0,0.1430467995178398,-1.0,9911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
307,43,4,83,0.75,0.9583333333333334,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,CORRECTNESS,RV_RETURN_VALUE_IGNORED,3,-1.0,0.0,0.0332571428571428,-1.0,0.0332571428571428,-1.0,1989,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,open
267,0,9,83,0.0722222222222222,0.7303370786516854,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,0.0,0.0,0.1430467995178398,-1.0,0.1430467995178398,-1.0,9911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
307,43,4,83,0.75,0.9583333333333334,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,CORRECTNESS,RV_RETURN_VALUE_IGNORED,3,-1.0,0.0,0.0332571428571428,-1.0,0.0332571428571428,-1.0,1989,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,open
267,0,12,83,0.0805084745762711,1.620253164556962,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,STYLE,RI_REDUNDANT_INTERFACES,3,0.0,0.0,0.0292099903103599,-1.0,0.0292099903103599,-1.0,9911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
267,0,12,83,0.0805084745762711,1.620253164556962,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,0.0,0.0,0.1430467995178398,-1.0,0.1430467995178398,-1.0,9911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
307,43,4,83,0.75,0.9583333333333334,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,CORRECTNESS,RV_RETURN_VALUE_IGNORED,3,-1.0,0.0,0.0332571428571428,-1.0,0.0332571428571428,-1.0,1989,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,open
267,0,1,83,0.3333333333333333,0.95,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,STYLE,RI_REDUNDANT_INTERFACES,3,0.0,0.0,0.0292099903103599,-1.0,0.0292099903103599,-1.0,9911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
267,0,1,83,0.3333333333333333,0.95,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,0.0,0.0,0.1430467995178398,-1.0,0.1430467995178398,-1.0,9911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3432,2205,4,83,0.75,0.9583333333333334,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,CORRECTNESS,RV_RETURN_VALUE_IGNORED,3,-1.0,0.0,0.0332571428571428,-1.0,0.0332571428571428,-1.0,1989,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,open
1168,1399,4,83,0.75,0.9583333333333334,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,CORRECTNESS,RV_RETURN_VALUE_IGNORED,3,-1.0,0.0,0.0332571428571428,-1.0,0.0332571428571428,-1.0,1989,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,open
1168,1399,4,83,0.625,0.9583333333333334,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,STYLE,UC_USELESS_OBJECT_STACK,2,-1.0,0.0,0.0292099903103599,-1.0,0.0292099903103599,-1.0,3165,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,open
1168,1399,4,83,0.6428571428571429,0.9583333333333334,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,STYLE,UC_USELESS_VOID_METHOD,3,-1.0,0.0,0.0292099903103599,-1.0,0.0292099903103599,-1.0,3165,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,open
267,0,5,83,0.104,1.2916666666666667,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,0.0,0.0,0.1430467995178398,-1.0,0.1430467995178398,-1.0,9911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
1168,1399,4,83,0.75,0.9583333333333334,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,CORRECTNESS,RV_RETURN_VALUE_IGNORED,3,-1.0,0.0,0.0332571428571428,-1.0,0.0332571428571428,-1.0,1989,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,open
267,0,10,83,0.0833333333333333,1.1714285714285717,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,STYLE,RI_REDUNDANT_INTERFACES,3,0.0,0.0,0.0292099903103599,-1.0,0.0292099903103599,-1.0,9911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
267,0,10,83,0.0833333333333333,1.1714285714285717,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,0.0,0.0,0.1430467995178398,-1.0,0.1430467995178398,-1.0,9911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3432,2205,4,83,0.75,0.9583333333333334,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,CORRECTNESS,RV_RETURN_VALUE_IGNORED,3,-1.0,0.0,0.0332571428571428,-1.0,0.0332571428571428,-1.0,1989,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,open
267,0,11,83,0.0785340314136125,1.2266666666666666,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,0.0,0.0,0.1430467995178398,-1.0,0.1430467995178398,-1.0,9911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3432,2205,4,83,0.75,0.9583333333333334,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,CORRECTNESS,RV_RETURN_VALUE_IGNORED,3,-1.0,0.0,0.0332571428571428,-1.0,0.0332571428571428,-1.0,1989,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,open
267,0,15,83,0.8693877551020408,1.019047619047619,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,3,-1.0,0.0078740157480314,0.0292099903103599,-0.8661417322834646,0.0292099903103599,-1.0,9911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
267,0,15,83,0.073469387755102,1.019047619047619,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,STYLE,RI_REDUNDANT_INTERFACES,3,0.0,0.0,0.0292099903103599,-1.0,0.0292099903103599,-1.0,9911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
267,0,15,83,0.073469387755102,1.019047619047619,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,0.0,0.0,0.1430467995178398,-1.0,0.1430467995178398,-1.0,9911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
1168,1399,4,83,0.75,0.9583333333333334,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,CORRECTNESS,RV_RETURN_VALUE_IGNORED,3,-1.0,0.0,0.0332571428571428,-1.0,0.0332571428571428,-1.0,1989,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,open
267,0,8,83,0.0952380952380952,1.0833333333333333,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,STYLE,RI_REDUNDANT_INTERFACES,3,0.0,0.0,0.0292099903103599,-1.0,0.0292099903103599,-1.0,9911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
267,0,8,83,0.0952380952380952,1.0833333333333333,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,0.0,0.0,0.1430467995178398,-1.0,0.1430467995178398,-1.0,9911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
1168,1399,4,83,0.75,0.9583333333333334,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,CORRECTNESS,RV_RETURN_VALUE_IGNORED,3,-1.0,0.0,0.0332571428571428,-1.0,0.0332571428571428,-1.0,1989,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,open
267,0,15,83,0.9496402877697842,1.1217391304347826,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,3,-1.0,0.0078740157480314,0.0292099903103599,-0.8661417322834646,0.0292099903103599,-1.0,9911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
267,0,15,83,0.0467625899280575,1.1217391304347826,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,0.0,0.0,0.1430467995178398,-1.0,0.1430467995178398,-1.0,9911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3432,2205,4,83,0.75,0.9583333333333334,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,CORRECTNESS,RV_RETURN_VALUE_IGNORED,3,-1.0,0.0,0.0332571428571428,-1.0,0.0332571428571428,-1.0,1989,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,open
267,0,14,83,0.3811188811188811,1.4134615384615383,0.5654761904761905,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,STYLE,EQ_DOESNT_OVERRIDE_EQUALS,2,-1.0,0.0,0.0292099903103599,-1.0,0.0292099903103599,-1.0,9911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
267,0,5,83,0.131578947368421,1.1304347826086956,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,STYLE,RI_REDUNDANT_INTERFACES,3,0.0,0.0,0.0292099903103599,-1.0,0.0292099903103599,-1.0,9911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
267,0,5,83,0.131578947368421,1.1304347826086956,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,0.0,0.0,0.1430467995178398,-1.0,0.1430467995178398,-1.0,9911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
267,0,14,83,0.0524475524475524,1.4134615384615383,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,0.0,0.0,0.1430467995178398,-1.0,0.1430467995178398,-1.0,9911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
267,0,11,83,0.0530612244897959,1.9324324324324325,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,0.0,0.0,0.1430467995178398,-1.0,0.1430467995178398,-1.0,9911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3432,2205,4,83,0.75,0.9583333333333334,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,CORRECTNESS,RV_RETURN_VALUE_IGNORED,3,-1.0,0.0,0.0332571428571428,-1.0,0.0332571428571428,-1.0,1989,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,open
1168,1399,4,83,0.75,0.9583333333333334,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,CORRECTNESS,RV_RETURN_VALUE_IGNORED,3,-1.0,0.0,0.0332571428571428,-1.0,0.0332571428571428,-1.0,1989,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,open
1168,1399,4,83,0.625,0.9583333333333334,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,STYLE,RV_RETURN_VALUE_IGNORED_NO_SIDE_EFFECT,2,-1.0,0.1666666666666666,0.0292099903103599,-0.5,0.0292099903103599,-1.0,3165,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,open
267,0,11,83,0.0588235294117647,2.4328358208955225,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,STYLE,RI_REDUNDANT_INTERFACES,3,0.0,0.0,0.0292099903103599,-1.0,0.0292099903103599,-1.0,9911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
267,0,11,83,0.0588235294117647,2.4328358208955225,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,0.0,0.0,0.1430467995178398,-1.0,0.1430467995178398,-1.0,9911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
267,0,11,83,0.9098039215686274,2.4328358208955225,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,STYLE,ST_WRITE_TO_STATIC_FROM_INSTANCE_METHOD,2,-1.0,0.0,0.0292099903103599,-1.0,0.0292099903103599,-1.0,9911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3432,2205,4,83,0.75,0.9583333333333334,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,CORRECTNESS,RV_RETURN_VALUE_IGNORED,3,-1.0,0.0,0.0332571428571428,-1.0,0.0332571428571428,-1.0,1989,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,open
267,0,11,83,0.0719696969696969,2.2,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,0.0,0.0,0.1430467995178398,-1.0,0.1430467995178398,-1.0,9911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
1168,1399,4,83,0.75,0.9583333333333334,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,CORRECTNESS,RV_RETURN_VALUE_IGNORED,3,-1.0,0.0,0.0332571428571428,-1.0,0.0332571428571428,-1.0,1989,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,open
267,0,9,83,0.0695187165775401,1.5151515151515151,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,0.0,0.0,0.1430467995178398,-1.0,0.1430467995178398,-1.0,9911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
