F72,F25,F65,F68,F101,F104,F105,F3-NA,F3-planItemIterator.next(),F3-Model,F3-Class,F3-localRepository(),F3-DefaultBeanConfigurationRequest,F3-ArtifactRepository,F3-File,F3-RepositoryMetadata,F3-InputStream,F3-null,F3-boolean,F3-ProjectSegment,F3-XmlPullParser,F3-String,F3-int,F3-MavenSession,F3-Artifact,F3-SimpleProblemCollector,F3-MavenProject,F15-NA,F15-private,F15-protected,F15-public,F94,F21,F20,F22,F116,F117,F120,F110,F123,F115,F77,F41,F126,F71-bimargulies@apache.org,F71-ogusakov@apache.org,F71-vsiveton@apache.org,F71-brett@apache.org,F71-hboutemy@apache.org,F71-kenney@apache.org,F71-sisbell@apache.org,F71-mkleint@apache.org,F71-carlos@apache.org,F71-evenisse@apache.org,F71-olamy@apache.org,F71-jvanzyl@apache.org,F71-brianf@apache.org,F71-ifedorenko@apache.org,F71-stephenc@apache.org,F71-bentmann@apache.org,F71-krosenvold@apache.org,F71-joakime@apache.org,F71-trygvis@apache.org,F71-jdcasey@apache.org,category
712,0,13,83,0.0526315789473684,0.569620253164557,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,0.0,0.0,0.1486272236375116,-1.0,0.1486272236375116,-1.0,9466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
712,0,6,83,0.125,1.2173913043478262,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,0.0,0.0,0.1486272236375116,-1.0,0.1486272236375116,-1.0,9466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
712,0,7,83,0.1214285714285714,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,0.0,0.0,0.1486272236375116,-1.0,0.1486272236375116,-1.0,9466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3432,1475,4,83,0.75,0.9583333333333334,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,CORRECTNESS,RV_RETURN_VALUE_IGNORED,3,-1.0,0.0,0.0811631944444444,-0.918918918918919,0.0811631944444444,-1.0,1544,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,open
712,0,11,83,0.0933333333333333,1.5443037974683544,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,0.0,0.0,0.1486272236375116,-1.0,0.1486272236375116,-1.0,9466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
1168,669,4,83,0.75,0.9583333333333334,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,CORRECTNESS,RV_RETURN_VALUE_IGNORED,3,-1.0,0.0,0.0811631944444444,-0.918918918918919,0.0811631944444444,-1.0,1544,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,open
712,0,17,83,0.0495626822157434,1.7105263157894737,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,0.0,0.0,0.1486272236375116,-1.0,0.1486272236375116,-1.0,9466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3432,1475,4,83,0.75,0.9583333333333334,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,CORRECTNESS,RV_RETURN_VALUE_IGNORED,3,-1.0,0.0,0.0811631944444444,-0.918918918918919,0.0811631944444444,-1.0,1544,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,open
712,0,61,83,0.3355965082444229,1.3818181818181818,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,STYLE,REC_CATCH_EXCEPTION,3,-1.0,0.4444444444444444,0.355314404169412,0.0,0.355314404169412,-1.0,9466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
712,0,61,83,0.0213385063045586,1.3818181818181818,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,STYLE,RI_REDUNDANT_INTERFACES,3,0.0,0.0,0.355314404169412,-1.0,0.355314404169412,-1.0,9466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
712,0,61,83,0.0213385063045586,1.3818181818181818,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,0.0,0.0,0.1486272236375116,-1.0,0.1486272236375116,-1.0,9466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
712,0,30,83,0.4121739130434783,1.240174672489083,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,STYLE,REC_CATCH_EXCEPTION,3,-1.0,0.4444444444444444,0.355314404169412,0.0,0.355314404169412,-1.0,9466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
712,0,30,83,0.0347826086956521,1.240174672489083,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,0.0,0.0,0.1486272236375116,-1.0,0.1486272236375116,-1.0,9466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
1168,669,4,83,0.75,0.9583333333333334,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,CORRECTNESS,RV_RETURN_VALUE_IGNORED,3,-1.0,0.0,0.0811631944444444,-0.918918918918919,0.0811631944444444,-1.0,1544,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,open
712,0,18,83,0.0546075085324232,1.1779661016949152,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,0.0,0.0,0.1486272236375116,-1.0,0.1486272236375116,-1.0,9466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
712,0,7,83,0.108695652173913,0.9672131147540984,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,0.0,0.0,0.1486272236375116,-1.0,0.1486272236375116,-1.0,9466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
712,0,13,83,0.0801393728222996,1.6666666666666667,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,0.0,0.0,0.1486272236375116,-1.0,0.1486272236375116,-1.0,9466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
712,0,12,83,0.0646551724137931,0.7304347826086957,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,0.0,0.0,0.1486272236375116,-1.0,0.1486272236375116,-1.0,9466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
712,0,29,83,0.7995689655172413,0.9852941176470588,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,3,-1.0,0.04,0.355314404169412,-0.808,0.355314404169412,-1.0,9466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
712,0,29,83,0.043103448275862,0.9852941176470588,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,STYLE,RI_REDUNDANT_INTERFACES,3,0.0,0.0,0.355314404169412,-1.0,0.355314404169412,-1.0,9466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
712,0,29,83,0.043103448275862,0.9852941176470588,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,0.0,0.0,0.1486272236375116,-1.0,0.1486272236375116,-1.0,9466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
712,0,3,83,0.1530612244897959,1.3243243243243243,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,STYLE,RI_REDUNDANT_INTERFACES,3,0.0,0.0,0.355314404169412,-1.0,0.355314404169412,-1.0,9466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
712,0,3,83,0.1530612244897959,1.3243243243243243,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,0.0,0.0,0.1486272236375116,-1.0,0.1486272236375116,-1.0,9466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
1168,669,4,83,0.75,0.9583333333333334,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,CORRECTNESS,RV_RETURN_VALUE_IGNORED,3,-1.0,0.0,0.0811631944444444,-0.918918918918919,0.0811631944444444,-1.0,1544,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,open
712,0,9,83,0.0824175824175824,0.6774193548387096,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,0.0,0.0,0.1486272236375116,-1.0,0.1486272236375116,-1.0,9466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3432,1475,4,83,0.75,0.9583333333333334,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,CORRECTNESS,RV_RETURN_VALUE_IGNORED,3,-1.0,0.0,0.0811631944444444,-0.918918918918919,0.0811631944444444,-1.0,1544,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,open
712,0,12,83,0.088235294117647,1.5180722891566265,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,STYLE,RI_REDUNDANT_INTERFACES,3,0.0,0.0,0.355314404169412,-1.0,0.355314404169412,-1.0,9466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
712,0,12,83,0.088235294117647,1.5180722891566265,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,0.0,0.0,0.1486272236375116,-1.0,0.1486272236375116,-1.0,9466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
1168,669,4,83,0.75,0.9583333333333334,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,CORRECTNESS,RV_RETURN_VALUE_IGNORED,3,-1.0,0.0,0.0811631944444444,-0.918918918918919,0.0811631944444444,-1.0,1544,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,open
712,0,1,83,0.3617021276595745,0.7083333333333334,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,STYLE,RI_REDUNDANT_INTERFACES,3,0.0,0.0,0.355314404169412,-1.0,0.355314404169412,-1.0,9466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
712,0,1,83,0.3617021276595745,0.7083333333333334,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,0.0,0.0,0.1486272236375116,-1.0,0.1486272236375116,-1.0,9466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3432,1475,4,83,0.75,0.9583333333333334,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,CORRECTNESS,RV_RETURN_VALUE_IGNORED,3,-1.0,0.0,0.0811631944444444,-0.918918918918919,0.0811631944444444,-1.0,1544,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,open
1168,669,4,83,0.75,0.9583333333333334,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,CORRECTNESS,RV_RETURN_VALUE_IGNORED,3,-1.0,0.0,0.0811631944444444,-0.918918918918919,0.0811631944444444,-1.0,1544,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,open
1168,669,4,83,0.625,0.9583333333333334,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,STYLE,UC_USELESS_OBJECT_STACK,2,-1.0,0.0,0.355314404169412,-1.0,0.355314404169412,-1.0,2720,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,open
1168,669,4,83,0.6428571428571429,0.9583333333333334,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,STYLE,UC_USELESS_VOID_METHOD,3,-1.0,0.0,0.355314404169412,-1.0,0.355314404169412,-1.0,2720,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,open
712,0,5,83,0.1260504201680672,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,0.0,0.0,0.1486272236375116,-1.0,0.1486272236375116,-1.0,9466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
1168,669,4,83,0.75,0.9583333333333334,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,CORRECTNESS,RV_RETURN_VALUE_IGNORED,3,-1.0,0.0,0.0811631944444444,-0.918918918918919,0.0811631944444444,-1.0,1544,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,open
712,0,10,83,0.0934065934065934,1.0810810810810811,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,STYLE,RI_REDUNDANT_INTERFACES,3,0.0,0.0,0.355314404169412,-1.0,0.355314404169412,-1.0,9466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
712,0,10,83,0.0934065934065934,1.0810810810810811,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,0.0,0.0,0.1486272236375116,-1.0,0.1486272236375116,-1.0,9466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3432,1475,4,83,0.75,0.9583333333333334,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,CORRECTNESS,RV_RETURN_VALUE_IGNORED,3,-1.0,0.0,0.0811631944444444,-0.918918918918919,0.0811631944444444,-1.0,1544,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,open
712,0,11,83,0.0880829015544041,1.139240506329114,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,0.0,0.0,0.1486272236375116,-1.0,0.1486272236375116,-1.0,9466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3432,1475,4,83,0.75,0.9583333333333334,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,CORRECTNESS,RV_RETURN_VALUE_IGNORED,3,-1.0,0.0,0.0811631944444444,-0.918918918918919,0.0811631944444444,-1.0,1544,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,open
712,0,15,83,0.8704453441295547,0.963302752293578,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,3,-1.0,0.04,0.355314404169412,-0.808,0.355314404169412,-1.0,9466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
712,0,15,83,0.0809716599190283,0.963302752293578,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,STYLE,RI_REDUNDANT_INTERFACES,3,0.0,0.0,0.355314404169412,-1.0,0.355314404169412,-1.0,9466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
712,0,15,83,0.0809716599190283,0.963302752293578,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,0.0,0.0,0.1486272236375116,-1.0,0.1486272236375116,-1.0,9466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
1168,669,4,83,0.75,0.9583333333333334,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,CORRECTNESS,RV_RETURN_VALUE_IGNORED,3,-1.0,0.0,0.0811631944444444,-0.918918918918919,0.0811631944444444,-1.0,1544,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,open
712,0,8,83,0.1073825503355704,0.984375,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,STYLE,RI_REDUNDANT_INTERFACES,3,0.0,0.0,0.355314404169412,-1.0,0.355314404169412,-1.0,9466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
712,0,8,83,0.1073825503355704,0.984375,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,0.0,0.0,0.1486272236375116,-1.0,0.1486272236375116,-1.0,9466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
1168,669,4,83,0.75,0.9583333333333334,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,CORRECTNESS,RV_RETURN_VALUE_IGNORED,3,-1.0,0.0,0.0811631944444444,-0.918918918918919,0.0811631944444444,-1.0,1544,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,open
712,0,15,83,0.95,1.0672268907563025,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,3,-1.0,0.04,0.355314404169412,-0.808,0.355314404169412,-1.0,9466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
712,0,15,83,0.0535714285714285,1.0672268907563025,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,0.0,0.0,0.1486272236375116,-1.0,0.1486272236375116,-1.0,9466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3432,1475,4,83,0.75,0.9583333333333334,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,CORRECTNESS,RV_RETURN_VALUE_IGNORED,3,-1.0,0.0,0.0811631944444444,-0.918918918918919,0.0811631944444444,-1.0,1544,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,open
712,0,14,83,0.3854166666666667,1.3425925925925926,0.5654761904761905,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,STYLE,EQ_DOESNT_OVERRIDE_EQUALS,2,-1.0,0.0,0.355314404169412,-1.0,0.355314404169412,-1.0,9466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
712,0,5,83,0.146551724137931,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,STYLE,RI_REDUNDANT_INTERFACES,3,0.0,0.0,0.355314404169412,-1.0,0.355314404169412,-1.0,9466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
712,0,5,83,0.146551724137931,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,0.0,0.0,0.1486272236375116,-1.0,0.1486272236375116,-1.0,9466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
712,0,14,83,0.0590277777777777,1.3425925925925926,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,0.0,0.0,0.1486272236375116,-1.0,0.1486272236375116,-1.0,9466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
712,0,11,83,0.0607287449392712,1.807692307692308,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,0.0,0.0,0.1486272236375116,-1.0,0.1486272236375116,-1.0,9466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3432,1475,4,83,0.75,0.9583333333333334,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,CORRECTNESS,RV_RETURN_VALUE_IGNORED,3,-1.0,0.0,0.0811631944444444,-0.918918918918919,0.0811631944444444,-1.0,1544,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,open
1168,669,4,83,0.75,0.9583333333333334,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,CORRECTNESS,RV_RETURN_VALUE_IGNORED,3,-1.0,0.0,0.0811631944444444,-0.918918918918919,0.0811631944444444,-1.0,1544,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,open
1168,669,4,83,0.625,0.9583333333333334,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,STYLE,RV_RETURN_VALUE_IGNORED_NO_SIDE_EFFECT,2,-1.0,0.1666666666666666,0.355314404169412,-0.3333333333333333,0.355314404169412,-1.0,2720,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,open
712,0,11,83,0.0661478599221789,2.267605633802817,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,STYLE,RI_REDUNDANT_INTERFACES,3,0.0,0.0,0.355314404169412,-1.0,0.355314404169412,-1.0,9466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
712,0,11,83,0.0661478599221789,2.267605633802817,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,0.0,0.0,0.1486272236375116,-1.0,0.1486272236375116,-1.0,9466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
712,0,11,83,0.9105058365758756,2.267605633802817,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,STYLE,ST_WRITE_TO_STATIC_FROM_INSTANCE_METHOD,2,-1.0,0.0,0.355314404169412,-1.0,0.355314404169412,-1.0,9466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3432,1475,4,83,0.75,0.9583333333333334,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,CORRECTNESS,RV_RETURN_VALUE_IGNORED,3,-1.0,0.0,0.0811631944444444,-0.918918918918919,0.0811631944444444,-1.0,1544,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,open
712,0,11,83,0.0860655737704918,1.7848101265822784,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,0.0,0.0,0.1486272236375116,-1.0,0.1486272236375116,-1.0,9466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
1168,669,4,83,0.75,0.9583333333333334,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,CORRECTNESS,RV_RETURN_VALUE_IGNORED,3,-1.0,0.0,0.0811631944444444,-0.918918918918919,0.0811631944444444,-1.0,1544,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,open
712,0,9,83,0.081967213114754,1.3142857142857145,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,0.0,0.0,0.1486272236375116,-1.0,0.1486272236375116,-1.0,9466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3432,1475,4,83,0.75,0.9583333333333334,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,CORRECTNESS,RV_RETURN_VALUE_IGNORED,3,-1.0,0.0,0.0811631944444444,-0.918918918918919,0.0811631944444444,-1.0,1544,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,open
2264,1279,38,41,0.2414414414414414,0.0375,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,3,-1.0,0.04,0.355314404169412,-0.808,0.355314404169412,-1.0,1552,99,502,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,open
