F72,F25,F65,F68,F101,F104,F105,F3-NA,F3-HttpRequestBase,F3-Set<String>,F3-JMeterTreeNode,F3-StringProperty,F3-CollectionProperty,F3-TestElementProperty,F3-PrintStream,F3-GenericController,F3-HashTree,F3-byte[],F3-boolean,F3-Object,F3-MenuIcon,F3-String,F3-long,F3-InterleaveControl.IGNORE_SUB_CONTROLLERS,F3-int,F3-String[],F3-Arguments,F15-NA,F15-private,F15-protected,F15-public,F94,F21,F20,F22,F116,F117,F120,F110,F123,F115,F77,F41,F126,F71-dev-null@apache.org,F71-mblankestijn@apache.org,F71-fschumacher@apache.org,F71-jsalvata@apache.org,F71-dims@apache.org,F71-jeremy_a@apache.org,F71-seade@apache.org,F71-oros@apache.org,F71-woolfel@apache.org,F71-pmouawad@apache.org,F71-alf@apache.org,F71-fschumacher@unknown,F71-milamber@apache.org,F71-thads@apache.org,F71-rjung@apache.org,F71-sebb@apache.org,F71-mstover1@apache.org,F71-undera@apache.org,F71-pmouawad@unknown,category
13761,4859,7,25,0.6956521739130435,0.4716981132075472,0.3055555555555556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,18,STYLE,BC_UNCONFIRMED_CAST,3,1.0,0.1686746987951807,0.4250676555271278,-0.6385542168674698,0.4250676555271278,1.0,5813,15,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,close
13510,4624,15,25,0.3191964285714285,0.3479729729729729,0.2307692307692307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,STYLE,BC_UNCONFIRMED_CAST,3,-1.0,0.1686746987951807,0.4250676555271278,-0.6385542168674698,0.4250676555271278,-0.3333333333333333,8933,15,668,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,open
13510,4624,15,25,0.4441964285714285,0.3479729729729729,0.7857142857142857,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,18,STYLE,BC_UNCONFIRMED_CAST,3,0.0,0.1686746987951807,0.4250676555271278,-0.6385542168674698,0.4250676555271278,-0.3333333333333333,10578,15,668,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,open
13510,4624,15,25,0.4375,0.3479729729729729,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,2,0.0,0.2,0.4250676555271278,-0.6,0.4250676555271278,-0.3333333333333333,489,15,668,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,close
13761,4859,7,25,0.782608695652174,0.4629629629629629,0.3333333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,18,STYLE,BC_UNCONFIRMED_CAST,3,-1.0,0.1686746987951807,0.4250676555271278,-0.6385542168674698,0.4250676555271278,-1.0,5813,15,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,open
13761,4859,7,25,0.5978260869565217,0.4629629629629629,0.3055555555555556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,18,STYLE,BC_UNCONFIRMED_CAST,3,-1.0,0.1686746987951807,0.4250676555271278,-0.6385542168674698,0.4250676555271278,-1.0,5813,15,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,open
10273,3457,8,25,0.7272727272727273,0.4310344827586206,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,18,STYLE,BC_UNCONFIRMED_CAST,3,-1.0,0.1686746987951807,0.4250676555271278,-0.6385542168674698,0.4250676555271278,-1.0,9201,15,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,open
10273,3457,8,25,0.5757575757575758,0.4310344827586206,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,18,STYLE,BC_UNCONFIRMED_CAST,3,-1.0,0.1686746987951807,0.4250676555271278,-0.6385542168674698,0.4250676555271278,-1.0,5813,15,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,open
13761,4859,9,25,0.8048780487804879,0.5470085470085471,0.6428571428571429,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,3,-1.0,0.2,0.4250676555271278,-0.6,0.4250676555271278,-1.0,5812,15,165,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,open
13405,4596,7,25,0.6580459770114943,0.2627118644067797,0.1458333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,STYLE,BC_UNCONFIRMED_CAST,3,-1.0,0.1686746987951807,0.4250676555271278,-0.6385542168674698,0.4250676555271278,-1.0,5813,15,220,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,open
13405,4596,7,25,0.4885057471264368,0.2627118644067797,0.0746031746031746,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,18,STYLE,BC_UNCONFIRMED_CAST,3,-1.0,0.1686746987951807,0.4250676555271278,-0.6385542168674698,0.4250676555271278,-1.0,5813,15,220,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,open
12598,4336,6,25,0.6611111111111111,0.6041666666666666,0.35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,STYLE,BC_UNCONFIRMED_CAST,3,1.0,0.1686746987951807,0.4250676555271278,-0.6385542168674698,0.4250676555271278,1.0,5812,15,253,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,close
12598,4336,6,25,0.75,0.6041666666666666,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,18,STYLE,BC_UNCONFIRMED_CAST,3,1.0,0.1686746987951807,0.4250676555271278,-0.6385542168674698,0.4250676555271278,1.0,5812,15,253,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,close
13761,4859,9,25,0.5,0.6987951807228916,0.75,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,18,STYLE,BC_UNCONFIRMED_CAST,3,-1.0,0.1686746987951807,0.4250676555271278,-0.6385542168674698,0.4250676555271278,-1.0,1922,15,210,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,open
13761,4859,11,17,0.4950980392156863,0.2638888888888889,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,STYLE,REC_CATCH_EXCEPTION,3,-1.0,0.2142857142857142,0.4250676555271278,-0.5535714285714286,0.4250676555271278,-1.0,5812,0,248,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,open
3190,305,16,17,0.2150735294117647,0.2525773195876288,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,I18N,DM_DEFAULT_ENCODING,1,-1.0,0.5172413793103449,0.00014082138753473947,0.0344827586206896,0.00014082138753473947,-1.0,535,0,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,open
3190,305,16,17,0.8051470588235294,0.2525773195876288,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,STYLE,REC_CATCH_EXCEPTION,3,-1.0,0.2142857142857142,0.4250676555271278,-0.5535714285714286,0.4250676555271278,-1.0,535,0,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,open
13761,4859,4,17,0.6818181818181818,1.1764705882352942,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,10,STYLE,RI_REDUNDANT_INTERFACES,3,0.0,0.7768595041322314,0.4250676555271278,0.5537190082644629,0.4250676555271278,-1.0,11106,0,51,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,open
13761,4859,28,17,0.8316326530612245,0.2256532066508313,0.8620689655172413,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,10,STYLE,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,3,-1.0,0.0909090909090909,0.4250676555271278,-0.8181818181818182,0.4250676555271278,0.6666666666666666,10704,0,857,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,open
13761,4859,28,17,0.7687074829931972,0.2256532066508313,0.9833333333333332,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,BAD_PRACTICE,DM_EXIT,2,1.0,0.8,0.1048601512534388,0.6,0.1048601512534388,0.6666666666666666,9514,0,857,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,close
13761,4859,28,17,0.2738095238095238,0.2256532066508313,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,STYLE,ST_WRITE_TO_STATIC_FROM_INSTANCE_METHOD,1,1.0,0.1538461538461538,0.4250676555271278,-0.6923076923076923,0.4250676555271278,0.6666666666666666,5812,0,857,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,close
13761,4859,28,17,0.9591836734693876,0.2256532066508313,0.9833333333333332,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,BAD_PRACTICE,DM_EXIT,2,1.0,0.8,0.1048601512534388,0.6,0.1048601512534388,0.6666666666666666,9514,0,857,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,close
13761,4859,28,17,0.4863945578231292,0.2256532066508313,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,BAD_PRACTICE,DM_EXIT,2,1.0,0.8,0.1048601512534388,0.6,0.1048601512534388,0.6666666666666666,10326,0,857,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,close
13761,4859,28,17,0.4710884353741497,0.2256532066508313,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,STYLE,ICAST_INTEGER_MULTIPLY_CAST_TO_LONG,3,1.0,1.0,0.4250676555271278,1.0,0.4250676555271278,0.6666666666666666,2818,0,857,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,close
10182,3249,15,12,0.3791666666666666,0.2183908045977011,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,STYLE,REC_CATCH_EXCEPTION,3,-1.0,0.2142857142857142,0.4250676555271278,-0.5535714285714286,0.4250676555271278,-1.0,5812,0,695,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,open
4850,1098,1,15,0.5918367346938775,0.6296296296296297,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,STYLE,RI_REDUNDANT_INTERFACES,3,0.0,0.7768595041322314,0.4250676555271278,0.5537190082644629,0.4250676555271278,1.0,5953,0,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,open
10828,3548,2,15,0.463768115942029,0.4634146341463415,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,STYLE,RI_REDUNDANT_INTERFACES,3,0.0,0.7768595041322314,0.4250676555271278,0.5537190082644629,0.4250676555271278,1.0,8173,0,80,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,open
9281,2974,11,15,0.6942675159235668,0.1769911504424778,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.71875,0.1677679897339876,0.4375,0.1677679897339876,1.0,5813,0,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,close
4785,1082,20,15,0.1265822784810126,0.4105263157894737,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,STYLE,RI_REDUNDANT_INTERFACES,3,0.0,0.7768595041322314,0.4250676555271278,0.5537190082644629,0.4250676555271278,1.0,2130,0,232,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,open
7734,2229,1,15,0.6808510638297872,0.7391304347826086,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,STYLE,RI_REDUNDANT_INTERFACES,3,0.0,0.7768595041322314,0.4250676555271278,0.5537190082644629,0.4250676555271278,1.0,5079,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,open
9736,3131,30,15,0.0934393638170974,0.2727272727272727,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,STYLE,RI_REDUNDANT_INTERFACES,3,0.0,0.7768595041322314,0.4250676555271278,0.5537190082644629,0.4250676555271278,0.0,10914,0,595,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,open
10183,3249,30,15,0.2046783625730994,0.3681818181818181,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,STYLE,RI_REDUNDANT_INTERFACES,3,0.0,0.7768595041322314,0.4250676555271278,0.5537190082644629,0.4250676555271278,1.0,8591,0,268,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,open
11246,3693,11,3,0.4310344827586206,0.2195121951219512,0.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,STYLE,BC_UNCONFIRMED_CAST,3,-1.0,0.1686746987951807,0.4250676555271278,-0.6385542168674698,0.4250676555271278,-1.0,5813,0,176,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,open
2685,44,14,3,0.6570247933884298,0.1712707182320442,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,STYLE,REC_CATCH_EXCEPTION,3,-1.0,0.2142857142857142,0.4250676555271278,-0.5535714285714286,0.4250676555271278,0.0,30,51,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,open
2685,44,14,3,0.1652892561983471,0.1712707182320442,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,STYLE,RI_REDUNDANT_INTERFACES,3,0.0,0.7768595041322314,0.4250676555271278,0.5537190082644629,0.4250676555271278,0.0,30,51,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,open
2685,44,12,1,0.3548387096774194,0.2442748091603053,0.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,STYLE,BC_UNCONFIRMED_CAST,3,-1.0,0.1686746987951807,0.4250676555271278,-0.6385542168674698,0.4250676555271278,-1.0,30,3,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,open
2685,44,16,1,0.6564885496183206,0.3333333333333333,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,-1.0,0.0491803278688524,0.4250676555271278,-0.9016393442622952,0.4250676555271278,-1.0,30,185,185,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,open
6169,1451,5,49,0.6964285714285714,0.5813953488372093,0.2307692307692307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35,STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,-1.0,0.0491803278688524,0.4250676555271278,-0.9016393442622952,0.4250676555271278,-1.0,3514,84,56,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,open
12591,4336,6,49,0.4838709677419355,0.3555555555555555,0.1842105263157894,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35,STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,-1.0,0.0491803278688524,0.4250676555271278,-0.9016393442622952,0.4250676555271278,-1.0,5810,84,149,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,open
13384,4591,5,49,0.4691358024691358,0.8378378378378378,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35,STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,-1.0,0.0491803278688524,0.4250676555271278,-0.9016393442622952,0.4250676555271278,-1.0,5810,84,380,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,open
7485,2106,5,49,0.6373626373626373,0.5,0.1333333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35,STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,-1.0,0.0491803278688524,0.4250676555271278,-0.9016393442622952,0.4250676555271278,-1.0,3715,84,76,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,open
8455,2690,5,49,0.7526881720430108,1.0526315789473684,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35,STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,-1.0,0.0491803278688524,0.4250676555271278,-0.9016393442622952,0.4250676555271278,-1.0,5800,84,8,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,open
4881,1104,5,49,0.6194690265486725,0.4444444444444444,0.1052631578947368,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35,STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,-1.0,0.0491803278688524,0.4250676555271278,-0.9016393442622952,0.4250676555271278,-1.0,1635,84,11,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,open
9344,2987,5,49,0.7241379310344828,0.775,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35,STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,-1.0,0.0491803278688524,0.4250676555271278,-0.9016393442622952,0.4250676555271278,-1.0,5810,84,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,open
8465,2703,5,49,0.6938775510204082,0.62,0.1818181818181818,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35,STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,-1.0,0.0491803278688524,0.4250676555271278,-0.9016393442622952,0.4250676555271278,-1.0,5810,84,30,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,open
3629,562,9,49,0.40625,0.5925925925925926,0.1481481481481481,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35,I18N,DM_DEFAULT_ENCODING,1,1.0,0.5172413793103449,0.00014082138753473947,0.0344827586206896,0.00014082138753473947,1.0,5810,84,210,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,close
7868,2302,5,49,0.5874125874125874,0.4320987654320987,0.0606060606060606,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35,STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,-1.0,0.0491803278688524,0.4250676555271278,-0.9016393442622952,0.4250676555271278,-1.0,5213,84,19,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,open
9736,3131,5,49,0.6037735849056604,0.6111111111111112,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35,STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,-1.0,0.0491803278688524,0.4250676555271278,-0.9016393442622952,0.4250676555271278,-1.0,1144,84,54,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,open
7064,1816,6,49,0.4262295081967213,0.3698630136986301,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,35,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.71875,0.1677679897339876,0.4375,0.1677679897339876,-1.0,5207,84,163,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,open
9736,3131,8,49,0.4311926605504587,0.4307692307692308,0.2857142857142857,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35,STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,-1.0,0.0491803278688524,0.4250676555271278,-0.9016393442622952,0.4250676555271278,-1.0,10573,84,266,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,open
6590,1510,7,49,0.419753086419753,0.2844036697247706,0.088235294117647,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35,STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,-1.0,0.0491803278688524,0.4250676555271278,-0.9016393442622952,0.4250676555271278,-1.0,3935,84,125,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,open
10346,3475,4,49,0.4962406015037593,0.3068181818181818,0.0857142857142857,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35,STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,1.0,0.0491803278688524,0.4250676555271278,-0.9016393442622952,0.4250676555271278,1.0,7691,84,99,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,close
3424,407,7,49,0.445054945054945,0.3716814159292035,0.0769230769230769,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35,STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,-1.0,0.0491803278688524,0.4250676555271278,-0.9016393442622952,0.4250676555271278,-1.0,9934,84,138,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,open
4871,1101,5,49,0.6410256410256411,0.6271186440677966,0.1052631578947368,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35,STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,-1.0,0.0491803278688524,0.4250676555271278,-0.9016393442622952,0.4250676555271278,-1.0,9930,84,134,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,open
2781,99,5,49,0.6037735849056604,0.5925925925925926,0.2105263157894736,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35,STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,-1.0,0.0491803278688524,0.4250676555271278,-0.9016393442622952,0.4250676555271278,-1.0,5810,84,84,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,open
2781,99,5,49,0.6481481481481481,0.6428571428571429,0.1111111111111111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35,STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,-1.0,0.0491803278688524,0.4250676555271278,-0.9016393442622952,0.4250676555271278,-1.0,10573,84,150,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,open
2781,99,5,49,0.6981132075471698,0.9333333333333332,0.2222222222222222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35,STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,-1.0,0.0491803278688524,0.4250676555271278,-0.9016393442622952,0.4250676555271278,-1.0,10511,84,47,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,open
2781,99,5,49,0.5779816513761468,0.5,0.2142857142857142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35,STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,-1.0,0.0491803278688524,0.4250676555271278,-0.9016393442622952,0.4250676555271278,-1.0,5810,84,103,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,open
2781,99,5,49,0.5688073394495413,0.5,0.1428571428571428,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35,STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,-1.0,0.0491803278688524,0.4250676555271278,-0.9016393442622952,0.4250676555271278,-1.0,5810,84,103,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,open
6607,1514,5,49,0.5725190839694656,0.3717948717948718,0.0625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35,STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,-1.0,0.0491803278688524,0.4250676555271278,-0.9016393442622952,0.4250676555271278,-1.0,3887,84,91,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,open
7216,1895,4,49,0.6647727272727273,0.5510204081632653,0.234375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35,STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,-1.0,0.0491803278688524,0.4250676555271278,-0.9016393442622952,0.4250676555271278,-1.0,4561,84,66,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,open
8901,2888,5,49,0.6571428571428571,0.6862745098039216,0.1333333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35,STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,-1.0,0.0491803278688524,0.4250676555271278,-0.9016393442622952,0.4250676555271278,-1.0,9120,84,44,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,open
8423,2628,5,49,0.6589147286821705,0.6615384615384615,0.1304347826086956,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35,STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,-1.0,0.0491803278688524,0.4250676555271278,-0.9016393442622952,0.4250676555271278,-1.0,5810,84,148,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,open
8720,2791,11,49,0.5929203539823009,0.4154589371980676,0.8947368421052632,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,35,I18N,DM_DEFAULT_ENCODING,1,0.0,0.5172413793103449,0.00014082138753473947,0.0344827586206896,0.00014082138753473947,-0.3333333333333333,3845,84,115,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,close
