F72,F25,F65,F68,F101,F104,F105,F3-NA,F3-Session,F3-Integer,F3-PooledConnectionAndInfo,F3-Class<?>[],F3-InputStream,F3-ELContext,F3-byte[],F3-MappedHost[],F3-Object,F3-boolean,F3-Object[],F3-key.getSql(),F3-String,F3-long,F3-Reader,F3-int,F3-URL,F3-String[],F3-ObjectName,F15-NA,F15-private,F15-protected,F15-public,F94,F21,F20,F22,F116,F117,F120,F110,F123,F115,F77,F41,F126,F71-mturk@apache.org,F71-jboynes@apache.org,F71-fschumacher@apache.org,F71-remm@apache.org,F71-fhanik@apache.org,F71-kfujino@apache.org,F71-funkman@apache.org,F71-costin@apache.org,F71-kkolinko@apache.org,F71-jhook@apache.org,F71-markt@apache.org,F71-timw@apache.org,F71-billbarker@apache.org,F71-jfclere@apache.org,F71-rjung@apache.org,F71-pero@apache.org,F71-schultz@apache.org,F71-violetagg@apache.org,F71-markt@apache.org =  markt = Mark Emlyn David Thomas markt@apache.org@apache.org,F71-slaurent@apache.org,category
17995,3291,10,21,0.4464944649446494,0.4059701492537313,0.4705882352941176,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32,STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,3,0.3333333333333333,0.4722222222222222,0.2127614114225195,-0.0555555555555555,0.2127614114225195,0.5,10920,0,69,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,close
17995,3291,10,21,0.4335793357933579,0.4059701492537313,0.388235294117647,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32,STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,3,0.3333333333333333,0.4722222222222222,0.2127614114225195,-0.0555555555555555,0.2127614114225195,0.5,10920,0,69,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,close
17995,3291,10,21,0.533210332103321,0.4059701492537313,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32,BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,2,0.3333333333333333,0.0,0.6163151759730154,-1.0,0.6163151759730154,0.5,14641,0,69,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,open
17995,3291,66,21,0.4482939632545932,0.7741935483870968,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32,BAD_PRACTICE,DE_MIGHT_IGNORE,3,-1.0,0.4464285714285714,0.6163151759730154,-0.1071428571428571,0.6163151759730154,-0.8,14641,0,1535,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,open
17995,3291,66,21,0.9664041994750656,0.7741935483870968,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32,BAD_PRACTICE,DE_MIGHT_IGNORE,3,-1.0,0.4464285714285714,0.6163151759730154,-0.1071428571428571,0.6163151759730154,-0.8,14641,0,1535,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,open
17995,3291,66,21,0.220997375328084,0.7741935483870968,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32,BAD_PRACTICE,DE_MIGHT_IGNORE,3,-1.0,0.4464285714285714,0.6163151759730154,-0.1071428571428571,0.6163151759730154,-0.8,14641,0,1535,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,open
17995,3291,66,21,0.0918635170603674,0.7741935483870968,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32,MALICIOUS_CODE,MS_PKGPROTECT,2,0.0,0.12,0.1526476686532771,-0.76,0.1526476686532771,-0.8,14597,0,1535,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,close
17995,3291,66,21,0.8188976377952756,0.7741935483870968,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32,STYLE,REC_CATCH_EXCEPTION,3,-1.0,0.1481481481481481,0.2127614114225195,-0.7037037037037037,0.2127614114225195,-0.8,14641,0,1535,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,open
17995,3291,66,21,0.3506561679790026,0.7741935483870968,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,32,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.1489361702127659,0.3426181989319204,-0.7021276595744681,0.3426181989319204,-0.8,14483,0,1535,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,open
17995,3291,5,35,0.1786542923433874,0.4334600760456273,0.5625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,13,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,2,-1.0,0.0555555555555555,0.2127614114225195,-0.8888888888888888,0.2127614114225195,-1.0,14641,0,368,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,open
17995,3291,1,35,0.7590361445783133,0.625,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,I18N,DM_DEFAULT_ENCODING,1,-1.0,0.2307692307692307,0.0,-0.5384615384615384,0.0,-1.0,14641,0,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,open
17995,3291,1,35,0.891566265060241,0.625,0.8285714285714286,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,STYLE,UCF_USELESS_CONTROL_FLOW,3,-1.0,0.125,0.2127614114225195,-0.75,0.2127614114225195,-1.0,14641,0,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,open
17837,3177,3,35,0.5478723404255319,0.4907407407407407,0.0434782608695652,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,13,STYLE,BC_UNCONFIRMED_CAST,3,-1.0,0.2142857142857142,0.2127614114225195,-0.5714285714285714,0.2127614114225195,-1.0,14641,0,22,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,open
17837,3177,3,35,0.5531914893617021,0.4907407407407407,0.0652173913043478,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,STYLE,BC_UNCONFIRMED_CAST,3,-1.0,0.2142857142857142,0.2127614114225195,-0.5714285714285714,0.2127614114225195,-1.0,14641,0,22,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,open
17837,3177,3,35,0.946808510638298,0.4907407407407407,0.8913043478260869,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,13,I18N,DM_DEFAULT_ENCODING,1,-1.0,0.2307692307692307,0.0,-0.5384615384615384,0.0,-1.0,14298,0,22,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,open
17837,3177,10,35,0.3100303951367781,0.3584070796460177,0.0845070422535211,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,STYLE,DLS_DEAD_LOCAL_STORE_OF_NULL,3,-1.0,0.0,0.2127614114225195,-1.0,0.2127614114225195,-1.0,14641,0,317,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,open
17837,3177,10,35,0.8297872340425532,0.3584070796460177,0.7941176470588235,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1666666666666666,0.2127614114225195,-0.6666666666666666,0.2127614114225195,-1.0,14641,0,317,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,open
17837,3177,5,35,0.9166666666666666,0.578125,0.5675675675675675,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,I18N,DM_DEFAULT_ENCODING,1,-1.0,0.2307692307692307,0.0,-0.5384615384615384,0.0,-1.0,14641,0,8,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,open
17837,3177,21,35,0.9282051282051282,0.1201716738197424,0.5666666666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,I18N,DM_DEFAULT_ENCODING,1,-1.0,0.2307692307692307,0.0,-0.5384615384615384,0.0,-1.0,14641,0,15,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,open
17837,3177,21,35,0.7384615384615385,0.1201716738197424,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,2,-1.0,0.4722222222222222,0.2127614114225195,-0.0555555555555555,0.2127614114225195,-1.0,14641,0,15,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,open
17620,3084,21,53,0.2971619365609348,0.3415300546448087,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69,STYLE,DLS_DEAD_LOCAL_STORE,2,-1.0,0.125,0.2127614114225195,-0.75,0.2127614114225195,-1.0,7979,186,567,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,open
17620,3084,21,53,0.2604340567612688,0.3415300546448087,0.8666666666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69,BAD_PRACTICE,DM_EXIT,2,-1.0,0.0,0.6163151759730154,-1.0,0.6163151759730154,-1.0,14641,186,567,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,open
17620,3084,21,53,0.7529215358931552,0.3415300546448087,0.4648786717752234,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69,MT_CORRECTNESS,LI_LAZY_INIT_STATIC,3,-1.0,0.2,0.1951022179705215,-0.6,0.1951022179705215,-1.0,14641,186,567,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,open
17837,3177,30,53,0.537719298245614,0.3041044776119403,0.1838942307692307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69,BAD_PRACTICE,DM_EXIT,2,-1.0,0.0,0.6163151759730154,-1.0,0.6163151759730154,-1.0,14641,186,722,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,open
17837,3177,30,53,0.6128654970760234,0.3041044776119403,0.0466200466200466,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69,EXPERIMENTAL,OBL_UNSATISFIED_OBLIGATION,2,-1.0,0.4,0.000630165289256198,-0.2,0.000630165289256198,-1.0,14641,186,722,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,open
17837,3177,30,53,0.5801169590643275,0.3041044776119403,0.1195652173913043,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69,BAD_PRACTICE,OS_OPEN_STREAM,2,-1.0,0.5,0.6163151759730154,0.0,0.6163151759730154,-1.0,14641,186,722,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,open
17837,3177,30,53,0.4444444444444444,0.3041044776119403,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69,STYLE,REC_CATCH_EXCEPTION,3,-1.0,0.1481481481481481,0.2127614114225195,-0.7037037037037037,0.2127614114225195,-1.0,14641,186,722,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,open
17837,3177,30,53,0.5824561403508772,0.3041044776119403,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69,STYLE,REC_CATCH_EXCEPTION,3,-1.0,0.1481481481481481,0.2127614114225195,-0.7037037037037037,0.2127614114225195,-1.0,14641,186,722,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,open
17837,3177,30,53,0.5087719298245614,0.3041044776119403,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69,STYLE,REC_CATCH_EXCEPTION,3,-1.0,0.1481481481481481,0.2127614114225195,-0.7037037037037037,0.2127614114225195,-1.0,14641,186,722,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,open
17620,3084,3,53,0.6569965870307167,0.358974358974359,0.2961538461538461,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69,STYLE,NP_NULL_ON_SOME_PATH_FROM_RETURN_VALUE,2,-1.0,0.125,0.2127614114225195,-0.75,0.2127614114225195,-1.0,14641,186,169,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,open
17620,3084,3,53,0.3600682593856655,0.358974358974359,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69,STYLE,NP_NULL_ON_SOME_PATH_FROM_RETURN_VALUE,2,-1.0,0.125,0.2127614114225195,-0.75,0.2127614114225195,-1.0,14641,186,169,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,open
17620,3084,49,53,0.7901234567901234,0.2165775401069518,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69,BAD_PRACTICE,BIT_SIGNED_CHECK,2,-1.0,0.0,0.6163151759730154,-1.0,0.6163151759730154,-0.1111111111111111,6967,186,1227,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,open
17620,3084,49,53,0.3988678181386514,0.2165775401069518,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69,MT_CORRECTNESS,IS2_INCONSISTENT_SYNC,2,0.0,0.1964285714285714,0.1951022179705215,-0.6071428571428571,0.1951022179705215,-0.1111111111111111,14641,186,1227,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,close
17620,3084,49,53,0.3780122269705603,0.2165775401069518,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69,MT_CORRECTNESS,IS2_INCONSISTENT_SYNC,2,0.0,0.1964285714285714,0.1951022179705215,-0.6071428571428571,0.1951022179705215,-0.1111111111111111,14641,186,1227,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,open
17620,3084,49,53,0.0601851851851851,0.2165775401069518,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69,MALICIOUS_CODE,MS_PKGPROTECT,2,0.0,0.12,0.1526476686532771,-0.76,0.1526476686532771,-0.1111111111111111,14641,186,1227,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,open
17620,3084,49,53,0.6872795414462081,0.2165775401069518,0.0933956916099773,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69,EXPERIMENTAL,OBL_UNSATISFIED_OBLIGATION,2,1.0,0.4,0.000630165289256198,-0.2,0.000630165289256198,-0.1111111111111111,14641,186,1227,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,close
17620,3084,49,53,0.7078510802469136,0.2165775401069518,0.1742424242424242,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69,EXPERIMENTAL,OBL_UNSATISFIED_OBLIGATION,2,0.0,0.4,0.000630165289256198,-0.2,0.000630165289256198,-0.1111111111111111,14641,186,1227,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,close
17620,3084,49,53,0.4633487654320987,0.2165775401069518,0.7027027027027027,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69,STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,3,1.0,0.4722222222222222,0.2127614114225195,-0.0555555555555555,0.2127614114225195,-0.1111111111111111,9565,186,1227,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,close
17620,3084,49,53,0.7079475308641975,0.2165775401069518,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69,STYLE,REC_CATCH_EXCEPTION,3,0.0,0.1481481481481481,0.2127614114225195,-0.7037037037037037,0.2127614114225195,-0.1111111111111111,14641,186,1227,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,open
17620,3084,49,53,0.2673611111111111,0.2165775401069518,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69,STYLE,ST_WRITE_TO_STATIC_FROM_INSTANCE_METHOD,3,-1.0,0.0526315789473684,0.2127614114225195,-0.8947368421052632,0.2127614114225195,-0.1111111111111111,4452,186,1227,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,open
4711,187,3,53,0.8425925925925926,1.2307692307692308,0.4117647058823529,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69,PERFORMANCE,SBSC_USE_STRINGBUFFER_CONCATENATION,2,1.0,0.75,0.3426181989319204,0.5,0.3426181989319204,0.0,1357,186,80,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,close
17620,3084,8,53,0.2268041237113402,0.5540540540540541,0.12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69,STYLE,DLS_DEAD_LOCAL_STORE,3,-1.0,0.125,0.2127614114225195,-0.75,0.2127614114225195,-1.0,125,186,471,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,open
17620,3084,8,53,0.8969072164948454,0.5540540540540541,0.4615384615384615,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69,BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,2,-1.0,0.0,0.6163151759730154,-1.0,0.6163151759730154,-1.0,14641,186,471,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,open
17620,3084,8,53,0.4484536082474227,0.5540540540540541,0.8133333333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69,BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,2,-1.0,0.0,0.6163151759730154,-1.0,0.6163151759730154,-1.0,131,186,471,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,open
17620,3084,8,53,0.4420103092783505,0.5540540540540541,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,69,BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,2,-1.0,0.0,0.6163151759730154,-1.0,0.6163151759730154,-1.0,14641,186,471,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,open
10577,1233,227,53,0.2041884816753926,0.0603448275862069,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,69,STYLE,DLS_DEAD_LOCAL_STORE,3,-1.0,0.125,0.2127614114225195,-0.75,0.2127614114225195,-0.8947368421052632,6890,186,525,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,open
10577,1233,227,53,0.6348167539267016,0.0603448275862069,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1666666666666666,0.2127614114225195,-0.6666666666666666,0.2127614114225195,-0.8947368421052632,7223,186,525,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,open
10577,1233,227,53,0.643979057591623,0.0603448275862069,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1666666666666666,0.2127614114225195,-0.6666666666666666,0.2127614114225195,-0.8947368421052632,7223,186,525,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,open
10577,1233,227,53,0.6531413612565445,0.0603448275862069,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1666666666666666,0.2127614114225195,-0.6666666666666666,0.2127614114225195,-0.8947368421052632,7223,186,525,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,open
10577,1233,227,53,0.369109947643979,0.0603448275862069,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1666666666666666,0.2127614114225195,-0.6666666666666666,0.2127614114225195,-0.8947368421052632,7223,186,525,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,open
10577,1233,227,53,0.6675392670157068,0.0603448275862069,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1666666666666666,0.2127614114225195,-0.6666666666666666,0.2127614114225195,-0.8947368421052632,7223,186,525,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,open
10577,1233,227,53,0.6793193717277487,0.0603448275862069,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1666666666666666,0.2127614114225195,-0.6666666666666666,0.2127614114225195,-0.8947368421052632,7223,186,525,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,open
10577,1233,227,53,0.6910994764397905,0.0603448275862069,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1666666666666666,0.2127614114225195,-0.6666666666666666,0.2127614114225195,-0.8947368421052632,7223,186,525,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,open
10577,1233,227,53,0.7002617801047121,0.0603448275862069,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,1.0,0.1666666666666666,0.2127614114225195,-0.6666666666666666,0.2127614114225195,-0.8947368421052632,7223,186,525,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,close
10577,1233,227,53,0.7159685863874345,0.0603448275862069,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1666666666666666,0.2127614114225195,-0.6666666666666666,0.2127614114225195,-0.8947368421052632,7223,186,525,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,open
10577,1233,227,53,0.7277486910994765,0.0603448275862069,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1666666666666666,0.2127614114225195,-0.6666666666666666,0.2127614114225195,-0.8947368421052632,7223,186,525,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,open
10577,1233,227,53,0.7486910994764397,0.0603448275862069,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1666666666666666,0.2127614114225195,-0.6666666666666666,0.2127614114225195,-0.8947368421052632,7223,186,525,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,open
10577,1233,227,53,0.7643979057591623,0.0603448275862069,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1666666666666666,0.2127614114225195,-0.6666666666666666,0.2127614114225195,-0.8947368421052632,7223,186,525,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,open
10577,1233,227,53,0.8075916230366492,0.0603448275862069,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1666666666666666,0.2127614114225195,-0.6666666666666666,0.2127614114225195,-0.8947368421052632,7223,186,525,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,open
10577,1233,227,53,0.7761780104712042,0.0603448275862069,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1666666666666666,0.2127614114225195,-0.6666666666666666,0.2127614114225195,-0.8947368421052632,7223,186,525,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,open
10577,1233,227,53,0.7853403141361257,0.0603448275862069,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1666666666666666,0.2127614114225195,-0.6666666666666666,0.2127614114225195,-0.8947368421052632,7223,186,525,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,open
10577,1233,227,53,0.7945026178010471,0.0603448275862069,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1666666666666666,0.2127614114225195,-0.6666666666666666,0.2127614114225195,-0.8947368421052632,7223,186,525,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,open
10577,1233,227,53,0.4096858638743455,0.0603448275862069,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1666666666666666,0.2127614114225195,-0.6666666666666666,0.2127614114225195,-0.8947368421052632,7223,186,525,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,open
10577,1233,227,53,0.4162303664921466,0.0603448275862069,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.1666666666666666,0.2127614114225195,-0.6666666666666666,0.2127614114225195,-0.8947368421052632,7223,186,525,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,open
