F72,F25,F65,F68,F101,F104,F105,F3-NA,F3-Class,F3-EncryptionOptions,F3-PrintStream,F3-SSTableReader,F3-byte[],F3-DecoratedKey,F3-boolean,F3-arg0.name().toByteBuffer(),F3-char,F3-String,F3-long,F3-InetAddress,F3-int,F3-ByteBuffer,F3-String[],F3-Thread,F3-BitSet,F3-ListenableFutureTask,F3-input,F15-NA,F15-private,F15-protected,F15-public,F94,F21,F20,F22,F116,F117,F120,F110,F123,F115,F77,F41,F126,F71-xedin@apache.org,F71-jmckenzie@apache.org,F71-snazy@snazy.de,F71-sylvain@datastax.com,F71-yukim@apache.org,F71-brandonwilliams@apache.org,F71-dbrosius@mebigfatguy.com,F71-johan@apache.org,F71-benedict@apache.org,F71-jakers@gmail.com,F71-marcuse@apache.org,F71-jbellis@apache.org,F71-gdusbabek@apache.org,F71-vijay2win@gmail.com,F71-dbrosius@apache.org,F71-aleksey@apache.org,F71-jake@apache.org,F71-eevans@apache.org,F71-tyler@datastax.com,F71-slebresne@apache.org,category
4142,489,3,58,0.5555555555555556,1.3421052631578947,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,BAD_PRACTICE,SE_BAD_FIELD,2,0.0,0.625,0.278234513135999,0.25,0.278234513135999,0.0,2410,66,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,open
4142,489,11,58,0.0747422680412371,0.4680851063829787,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,0.0,0.3142857142857143,0.278234513135999,-0.36,0.278234513135999,-0.3333333333333333,2410,66,17,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,close
1874,29,0,58,0.9384615384615383,0.3777777777777777,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,I18N,DM_CONVERT_CASE,3,-1.0,0.0714285714285714,9.026974593019176e-05,-0.8571428571428571,9.026974593019176e-05,-1.0,9439,66,59,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,open
1874,29,0,58,0.9384615384615383,0.3777777777777777,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,PERFORMANCE,SBSC_USE_STRINGBUFFER_CONCATENATION,2,-1.0,0.0,0.0653943199930746,-1.0,0.0653943199930746,-1.0,9439,66,59,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,open
5098,667,4,58,0.5619834710743802,0.217391304347826,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,STYLE,DLS_DEAD_LOCAL_STORE,3,-1.0,0.0719424460431654,0.054411266302256,-0.8489208633093526,0.054411266302256,-1.0,332,66,46,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,open
5098,667,4,58,0.396694214876033,0.217391304347826,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,23,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.236734693877551,0.0653943199930746,-0.436734693877551,0.0653943199930746,-1.0,3366,66,46,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,open
5098,667,4,58,0.7272727272727273,0.217391304347826,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,23,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.236734693877551,0.0653943199930746,-0.436734693877551,0.0653943199930746,-1.0,3366,66,46,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,open
1756,12,140,53,0.5521739130434783,0.1447293447293447,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,STYLE,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,3,-1.0,0.25,0.054411266302256,-0.5,0.054411266302256,0.0,4948,842,3566,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,open
1756,12,140,53,0.3239130434782609,0.1447293447293447,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,I18N,DM_CONVERT_CASE,3,-1.0,0.0714285714285714,9.026974593019176e-05,-0.8571428571428571,9.026974593019176e-05,0.0,4206,842,3566,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,open
1756,12,140,53,0.238695652173913,0.1447293447293447,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,I18N,DM_DEFAULT_ENCODING,1,1.0,0.1067961165048543,9.026974593019176e-05,-0.7572815533980582,9.026974593019176e-05,0.0,6016,842,3566,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,close
1756,12,140,53,0.5552173913043478,0.1447293447293447,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,STYLE,REC_CATCH_EXCEPTION,3,-1.0,0.0983606557377049,0.054411266302256,-0.7868852459016393,0.054411266302256,0.0,12043,842,3566,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,open
1756,12,140,53,0.9539130434782608,0.1447293447293447,0.4952380952380952,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,24,STYLE,SF_SWITCH_NO_DEFAULT,2,1.0,0.024390243902439,0.054411266302256,-0.951219512195122,0.054411266302256,0.0,12043,842,3566,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,close
1756,12,140,53,0.1421739130434782,0.1447293447293447,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,I18N,DM_CONVERT_CASE,3,-1.0,0.0714285714285714,9.026974593019176e-05,-0.8571428571428571,9.026974593019176e-05,0.0,4939,842,3566,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,open
11453,1821,41,53,0.2388211382113821,0.1960227272727272,0.3333333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,CORRECTNESS,EQ_OVERRIDING_EQUALS_NOT_SYMMETRIC,2,1.0,0.6666666666666666,0.1980530554470092,0.3333333333333333,0.1980530554470092,-0.3333333333333333,10260,842,472,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,close
11453,1821,41,53,0.1605691056910569,0.1960227272727272,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,24,I18N,DM_CONVERT_CASE,3,-1.0,0.0714285714285714,9.026974593019176e-05,-0.8571428571428571,9.026974593019176e-05,-0.3333333333333333,3503,842,472,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,open
11453,1821,41,53,0.1463414634146341,0.1960227272727272,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,I18N,DM_CONVERT_CASE,3,-1.0,0.0714285714285714,9.026974593019176e-05,-0.8571428571428571,9.026974593019176e-05,-0.3333333333333333,3503,842,472,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,open
1785,14,178,53,0.0853729603729603,0.0572463768115942,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,BAD_PRACTICE,DM_EXIT,3,-1.0,0.16,0.278234513135999,-0.64,0.278234513135999,-0.4285714285714285,12043,842,3822,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,open
1785,14,178,53,0.3828671328671328,0.0572463768115942,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,BAD_PRACTICE,DM_EXIT,3,0.3333333333333333,0.16,0.278234513135999,-0.64,0.278234513135999,-0.4285714285714285,12043,842,3822,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,open
1785,14,178,53,0.4696969696969697,0.0572463768115942,0.3977272727272727,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,24,BAD_PRACTICE,DM_EXIT,3,-1.0,0.16,0.278234513135999,-0.64,0.278234513135999,-0.4285714285714285,12043,842,3822,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,open
1785,14,178,53,0.9731934731934732,0.0572463768115942,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,BAD_PRACTICE,DM_EXIT,3,-1.0,0.16,0.278234513135999,-0.64,0.278234513135999,-0.4285714285714285,12043,842,3822,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,open
1785,14,178,53,0.2843822843822843,0.0572463768115942,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,MT_CORRECTNESS,LI_LAZY_INIT_STATIC,3,0.3333333333333333,0.3333333333333333,0.2987971230158731,-0.3333333333333333,0.2987971230158731,-0.4285714285714285,12043,842,3822,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,close
1785,14,178,53,0.4172494172494173,0.0572463768115942,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,STYLE,NP_NULL_ON_SOME_PATH_FROM_RETURN_VALUE,2,-1.0,0.2105263157894736,0.054411266302256,-0.5789473684210527,0.054411266302256,-0.4285714285714285,10413,842,3822,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,open
1785,14,178,53,0.3805361305361305,0.0572463768115942,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,STYLE,REC_CATCH_EXCEPTION,3,0.3333333333333333,0.0983606557377049,0.054411266302256,-0.7868852459016393,0.054411266302256,-0.4285714285714285,12043,842,3822,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,close
6786,1002,15,53,0.924953095684803,0.1406649616368286,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,BAD_PRACTICE,DE_MIGHT_IGNORE,2,-1.0,0.2222222222222222,0.278234513135999,-0.5555555555555556,0.278234513135999,-1.0,6391,842,1325,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,open
6786,1002,15,53,0.8273921200750469,0.1406649616368286,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,STYLE,FE_FLOATING_POINT_EQUALITY,3,-1.0,0.3333333333333333,0.054411266302256,-0.3333333333333333,0.054411266302256,-1.0,6391,842,1325,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,open
1785,14,30,53,0.3519668737060041,0.7396694214876033,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,2,1.0,0.0384615384615384,0.054411266302256,-0.9230769230769232,0.054411266302256,1.0,53,842,378,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,close
3181,288,13,53,0.9751552795031057,0.2454545454545454,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,BAD_PRACTICE,HE_EQUALS_USE_HASHCODE,1,-1.0,0.0,0.278234513135999,-1.0,0.278234513135999,-1.0,3480,842,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,open
2268,91,4,53,0.3915662650602409,0.1732283464566929,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,STYLE,REC_CATCH_EXCEPTION,3,-1.0,0.0983606557377049,0.054411266302256,-0.7868852459016393,0.054411266302256,-1.0,4809,842,132,0,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,open
10036,1618,12,32,0.4126984126984127,0.6417910447761194,0.875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,61,I18N,DM_CONVERT_CASE,3,-1.0,0.0714285714285714,9.026974593019176e-05,-0.8571428571428571,9.026974593019176e-05,-1.0,8011,0,81,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,open
4828,601,12,32,0.7973856209150327,0.1260504201680672,0.75,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,61,I18N,DM_CONVERT_CASE,3,-1.0,0.0714285714285714,9.026974593019176e-05,-0.8571428571428571,9.026974593019176e-05,-1.0,6694,0,47,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,open
4828,601,12,32,0.2026143790849673,0.1260504201680672,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,61,MALICIOUS_CODE,MS_MUTABLE_COLLECTION_PKGPROTECT,2,0.0,0.0,0.0352035967052202,-1.0,0.0352035967052202,-1.0,6694,0,47,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,open
4828,601,12,32,0.1928104575163398,0.1260504201680672,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,61,MALICIOUS_CODE,MS_MUTABLE_COLLECTION_PKGPROTECT,2,0.0,0.0,0.0352035967052202,-1.0,0.0352035967052202,-1.0,6694,0,47,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,open
4828,601,12,32,0.196078431372549,0.1260504201680672,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,61,MALICIOUS_CODE,MS_MUTABLE_COLLECTION_PKGPROTECT,2,0.0,0.0,0.0352035967052202,-1.0,0.0352035967052202,-1.0,6694,0,47,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,open
4828,601,12,32,0.1993464052287581,0.1260504201680672,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,61,MALICIOUS_CODE,MS_MUTABLE_COLLECTION_PKGPROTECT,2,0.0,0.0,0.0352035967052202,-1.0,0.0352035967052202,-1.0,6694,0,47,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,open
4828,601,12,32,0.4379084967320261,0.1260504201680672,0.1944444444444444,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,61,PERFORMANCE,WMI_WRONG_MAP_ITERATOR,2,-1.0,0.1,0.0653943199930746,-0.8,0.0653943199930746,-1.0,6694,0,47,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,open
9494,1524,115,32,0.7051172707889126,0.1885900088678687,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,61,STYLE,SF_SWITCH_NO_DEFAULT,2,-1.0,0.024390243902439,0.054411266302256,-0.951219512195122,0.054411266302256,-1.0,7762,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
9494,1524,115,32,0.6622601279317697,0.1885900088678687,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,61,STYLE,SF_SWITCH_NO_DEFAULT,2,-1.0,0.024390243902439,0.054411266302256,-0.951219512195122,0.054411266302256,-1.0,7762,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
9494,1524,115,32,0.6326226012793177,0.1885900088678687,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,61,STYLE,SF_SWITCH_NO_DEFAULT,2,-1.0,0.024390243902439,0.054411266302256,-0.951219512195122,0.054411266302256,-1.0,7762,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
9494,1524,115,32,0.614498933901919,0.1885900088678687,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,61,STYLE,SF_SWITCH_NO_DEFAULT,2,-1.0,0.024390243902439,0.054411266302256,-0.951219512195122,0.054411266302256,-1.0,7762,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
9494,1524,115,32,0.3703624733475479,0.1885900088678687,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,61,STYLE,SF_SWITCH_NO_DEFAULT,2,-1.0,0.024390243902439,0.054411266302256,-0.951219512195122,0.054411266302256,-1.0,7762,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
9494,1524,115,32,0.3539445628997867,0.1885900088678687,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,61,STYLE,SF_SWITCH_NO_DEFAULT,2,-1.0,0.024390243902439,0.054411266302256,-0.951219512195122,0.054411266302256,-1.0,7762,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
9494,1524,115,32,0.2432835820895522,0.1885900088678687,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,61,STYLE,SF_SWITCH_NO_DEFAULT,2,-1.0,0.024390243902439,0.054411266302256,-0.951219512195122,0.054411266302256,-1.0,7762,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
9494,1524,115,32,0.7315565031982942,0.1885900088678687,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,61,STYLE,SF_SWITCH_NO_DEFAULT,2,-1.0,0.024390243902439,0.054411266302256,-0.951219512195122,0.054411266302256,-1.0,7762,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
9494,1524,115,32,0.9963752665245202,0.1885900088678687,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,61,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC,2,0.0,0.1363636363636363,0.0653943199930746,-0.7045454545454546,0.0653943199930746,-1.0,7762,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
9494,1524,115,32,0.8535181236673774,0.1885900088678687,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,61,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC,2,0.0,0.1363636363636363,0.0653943199930746,-0.7045454545454546,0.0653943199930746,-1.0,7762,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
9494,1524,42,32,0.9071945508727118,0.0910293728499603,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,61,PERFORMANCE,DM_BOXED_PRIMITIVE_FOR_PARSING,1,-1.0,0.2,0.0653943199930746,-0.4,0.0653943199930746,-1.0,12043,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
9494,1524,42,32,0.1398467432950191,0.0910293728499603,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,61,I18N,DM_CONVERT_CASE,3,-1.0,0.0714285714285714,9.026974593019176e-05,-0.8571428571428571,9.026974593019176e-05,-1.0,12043,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
9494,1524,42,32,0.3573861217539378,0.0910293728499603,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,61,I18N,DM_CONVERT_CASE,3,-1.0,0.0714285714285714,9.026974593019176e-05,-0.8571428571428571,9.026974593019176e-05,-1.0,12043,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
9494,1524,42,32,0.0340570455512984,0.0910293728499603,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,61,MALICIOUS_CODE,EI_EXPOSE_REP,2,-1.0,0.0,0.0352035967052202,-1.0,0.0352035967052202,-1.0,12043,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
9494,1524,42,32,0.0048957002979991,0.0910293728499603,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,61,MALICIOUS_CODE,MS_PKGPROTECT,2,0.0,0.1,0.0352035967052202,-0.8,0.0352035967052202,-1.0,7762,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
9494,1524,42,32,0.1398467432950191,0.0910293728499603,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,61,CORRECTNESS,NP_NULL_ON_SOME_PATH,2,-1.0,0.0,0.1980530554470092,-1.0,0.1980530554470092,-1.0,12043,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
9494,1524,42,32,0.3573861217539378,0.0910293728499603,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,61,CORRECTNESS,NP_NULL_ON_SOME_PATH,2,-1.0,0.0,0.1980530554470092,-1.0,0.1980530554470092,-1.0,12043,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
9494,1524,42,32,0.4777210160351923,0.0910293728499603,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,61,CORRECTNESS,NP_NULL_ON_SOME_PATH_EXCEPTION,2,-1.0,0.0,0.1980530554470092,-1.0,0.1980530554470092,-1.0,12043,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
9494,1524,42,32,0.9195402298850576,0.0910293728499603,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,61,CORRECTNESS,NP_NULL_PARAM_DEREF,2,-1.0,0.0,0.1980530554470092,-1.0,0.1980530554470092,-1.0,7762,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
9494,1524,42,32,0.1626223925074499,0.0910293728499603,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,61,CORRECTNESS,NP_NULL_PARAM_DEREF,2,-1.0,0.0,0.1980530554470092,-1.0,0.1980530554470092,-1.0,7762,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
9494,1524,42,32,0.1479352916134525,0.0910293728499603,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,61,CORRECTNESS,NP_NULL_PARAM_DEREF,2,-1.0,0.0,0.1980530554470092,-1.0,0.1980530554470092,-1.0,7762,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
9494,1524,42,32,0.3707960834397616,0.0910293728499603,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,61,CORRECTNESS,NP_NULL_PARAM_DEREF,2,-1.0,0.0,0.1980530554470092,-1.0,0.1980530554470092,-1.0,7762,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
9494,1524,42,32,0.753299276287782,0.0910293728499603,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,61,STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,2,-1.0,0.0384615384615384,0.054411266302256,-0.9230769230769232,0.054411266302256,-1.0,7762,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
9494,1524,42,32,0.7475521498510004,0.0910293728499603,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,61,STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,2,-1.0,0.0384615384615384,0.054411266302256,-0.9230769230769232,0.054411266302256,-1.0,7762,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
9494,1524,42,32,0.6749680715197957,0.0910293728499603,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,61,STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,2,-1.0,0.0384615384615384,0.054411266302256,-0.9230769230769232,0.054411266302256,-1.0,12043,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
9494,1524,42,32,0.6877394636015326,0.0910293728499603,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,61,STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,2,-1.0,0.0384615384615384,0.054411266302256,-0.9230769230769232,0.054411266302256,-1.0,12043,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
9494,1524,42,32,0.386050801759614,0.0910293728499603,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,61,STYLE,SF_SWITCH_NO_DEFAULT,2,-1.0,0.024390243902439,0.054411266302256,-0.951219512195122,0.054411266302256,-1.0,7762,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
9494,1524,42,32,0.4091102596849723,0.0910293728499603,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,61,STYLE,SF_SWITCH_NO_DEFAULT,2,-1.0,0.024390243902439,0.054411266302256,-0.951219512195122,0.054411266302256,-1.0,7762,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
9494,1524,42,32,0.6732652192422307,0.0910293728499603,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,61,STYLE,SF_SWITCH_NO_DEFAULT,2,-1.0,0.024390243902439,0.054411266302256,-0.951219512195122,0.054411266302256,-1.0,7762,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
9494,1524,42,32,0.6579395487441464,0.0910293728499603,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,61,STYLE,SF_SWITCH_NO_DEFAULT,2,-1.0,0.024390243902439,0.054411266302256,-0.951219512195122,0.054411266302256,-1.0,7762,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
9494,1524,42,32,0.6860366113239676,0.0910293728499603,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,61,STYLE,SF_SWITCH_NO_DEFAULT,2,-1.0,0.024390243902439,0.054411266302256,-0.951219512195122,0.054411266302256,-1.0,7762,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
