F72,F25,F65,F68,F101,F104,F105,F3-NA,F3-Class,F3-EncryptionOptions,F3-Composites.EMPTY,F3-PrintStream,F3-SSTableReader,F3-byte[],F3-DecoratedKey,F3-boolean,F3-arg0.name().toByteBuffer(),F3-char,F3-String,F3-long,F3-InetAddress,F3-int,F3-ByteBuffer,F3-String[],F3-Thread,F3-BitSet,F3-input,F15-NA,F15-private,F15-protected,F15-public,F94,F21,F20,F22,F116,F117,F120,F110,F123,F115,F77,F41,F126,F71-xedin@apache.org,F71-jmckenzie@apache.org,F71-povel.y@gmail.com,F71-sylvain@datastax.com,F71-yukim@apache.org,F71-brandonwilliams@apache.org,F71-dbrosius@mebigfatguy.com,F71-johan@apache.org,F71-benedict@apache.org,F71-jakers@gmail.com,F71-marcuse@apache.org,F71-jbellis@apache.org,F71-gdusbabek@apache.org,F71-vijay2win@gmail.com,F71-dbrosius@apache.org,F71-aleksey@apache.org,F71-jake@apache.org,F71-eevans@apache.org,F71-tyler@datastax.com,F71-slebresne@apache.org,category
3150,0,186,345,0.4963359781674837,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,479,STYLE,SF_SWITCH_NO_DEFAULT,2,-1.0,0.0245901639344262,0.7658131194859842,-0.9467213114754098,0.7658131194859842,-1.0,10625,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3150,0,186,345,0.5508161924495881,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,479,STYLE,SF_SWITCH_NO_DEFAULT,2,-1.0,0.0245901639344262,0.7658131194859842,-0.9467213114754098,0.7658131194859842,-1.0,10625,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3150,0,186,345,0.7126396118663769,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,479,STYLE,SF_SWITCH_NO_DEFAULT,2,-1.0,0.0245901639344262,0.7658131194859842,-0.9467213114754098,0.7658131194859842,-1.0,10625,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3150,0,186,345,0.7325011371102239,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,479,STYLE,SF_SWITCH_NO_DEFAULT,2,-1.0,0.0245901639344262,0.7658131194859842,-0.9467213114754098,0.7658131194859842,-1.0,10625,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3150,0,186,345,0.3102036690756557,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,479,STYLE,SF_SWITCH_NO_DEFAULT,2,-1.0,0.0245901639344262,0.7658131194859842,-0.9467213114754098,0.7658131194859842,-1.0,10625,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3150,0,186,345,0.1522211553039874,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,479,STYLE,SF_SWITCH_NO_DEFAULT,2,-1.0,0.0245901639344262,0.7658131194859842,-0.9467213114754098,0.7658131194859842,-1.0,10625,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3150,0,186,345,0.6086319300550866,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,479,STYLE,SF_SWITCH_NO_DEFAULT,2,-1.0,0.0245901639344262,0.7658131194859842,-0.9467213114754098,0.7658131194859842,-1.0,10625,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3150,0,186,345,0.4324051144690958,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,479,STYLE,SF_SWITCH_NO_DEFAULT,2,-1.0,0.0245901639344262,0.7658131194859842,-0.9467213114754098,0.7658131194859842,-1.0,10625,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3150,0,186,345,0.1658664779905999,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,479,STYLE,SF_SWITCH_NO_DEFAULT,2,-1.0,0.0245901639344262,0.7658131194859842,-0.9467213114754098,0.7658131194859842,-1.0,10625,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3150,0,186,345,0.1701622277252741,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,479,STYLE,SF_SWITCH_NO_DEFAULT,2,-1.0,0.0245901639344262,0.7658131194859842,-0.9467213114754098,0.7658131194859842,-1.0,10625,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3150,0,186,345,0.5350482640117249,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,479,STYLE,SF_SWITCH_NO_DEFAULT,2,-1.0,0.0245901639344262,0.7658131194859842,-0.9467213114754098,0.7658131194859842,-1.0,10625,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3150,0,186,345,0.3988224591903775,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,479,STYLE,SF_SWITCH_NO_DEFAULT,2,-1.0,0.0245901639344262,0.7658131194859842,-0.9467213114754098,0.7658131194859842,-1.0,10625,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3150,0,186,345,0.4733916207611058,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,479,STYLE,SF_SWITCH_NO_DEFAULT,2,-1.0,0.0245901639344262,0.7658131194859842,-0.9467213114754098,0.7658131194859842,-1.0,10625,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3150,0,186,345,0.726183858088644,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,479,STYLE,SF_SWITCH_NO_DEFAULT,2,-1.0,0.0245901639344262,0.7658131194859842,-0.9467213114754098,0.7658131194859842,-1.0,10625,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3150,0,186,345,0.7458432304038005,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,479,STYLE,SF_SWITCH_NO_DEFAULT,2,-1.0,0.0245901639344262,0.7658131194859842,-0.9467213114754098,0.7658131194859842,-1.0,10625,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3150,0,186,345,0.7720725729013999,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,479,STYLE,SF_SWITCH_NO_DEFAULT,2,-1.0,0.0245901639344262,0.7658131194859842,-0.9467213114754098,0.7658131194859842,-1.0,10625,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3150,0,186,345,0.5112952948905847,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,479,STYLE,SF_SWITCH_NO_DEFAULT,2,-1.0,0.0245901639344262,0.7658131194859842,-0.9467213114754098,0.7658131194859842,-1.0,10625,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3150,0,186,345,0.6516399656340022,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,479,STYLE,SF_SWITCH_NO_DEFAULT,2,-1.0,0.0245901639344262,0.7658131194859842,-0.9467213114754098,0.7658131194859842,-1.0,10625,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3150,0,186,345,0.1591448931116389,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,479,STYLE,SF_SWITCH_NO_DEFAULT,2,-1.0,0.0245901639344262,0.7658131194859842,-0.9467213114754098,0.7658131194859842,-1.0,10625,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3150,0,186,345,0.1472178703188962,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,479,STYLE,SF_SWITCH_NO_DEFAULT,2,-1.0,0.0245901639344262,0.7658131194859842,-0.9467213114754098,0.7658131194859842,-1.0,10625,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3150,0,186,345,0.6815080608480315,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,479,STYLE,SF_SWITCH_NO_DEFAULT,2,-1.0,0.0245901639344262,0.7658131194859842,-0.9467213114754098,0.7658131194859842,-1.0,10625,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3150,0,186,345,0.6851973517966341,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,479,STYLE,SF_SWITCH_NO_DEFAULT,2,-1.0,0.0245901639344262,0.7658131194859842,-0.9467213114754098,0.7658131194859842,-1.0,10625,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3150,0,186,345,0.7022287360388134,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,479,STYLE,SF_SWITCH_NO_DEFAULT,2,-1.0,0.0245901639344262,0.7658131194859842,-0.9467213114754098,0.7658131194859842,-1.0,10625,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3150,0,186,345,0.6893920250669632,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,479,STYLE,SF_SWITCH_NO_DEFAULT,2,-1.0,0.0245901639344262,0.7658131194859842,-0.9467213114754098,0.7658131194859842,-1.0,10625,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3150,0,186,345,0.4181027947642391,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,479,STYLE,SF_SWITCH_NO_DEFAULT,2,-1.0,0.0245901639344262,0.7658131194859842,-0.9467213114754098,0.7658131194859842,-1.0,10625,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3150,0,186,345,0.5590033860615555,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,479,STYLE,SF_SWITCH_NO_DEFAULT,2,-1.0,0.0245901639344262,0.7658131194859842,-0.9467213114754098,0.7658131194859842,-1.0,10625,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3150,0,186,345,0.4793045939253045,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,479,STYLE,SF_SWITCH_NO_DEFAULT,2,-1.0,0.0245901639344262,0.7658131194859842,-0.9467213114754098,0.7658131194859842,-1.0,10625,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3150,0,186,345,0.4360944054176985,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,479,STYLE,SF_SWITCH_NO_DEFAULT,2,-1.0,0.0245901639344262,0.7658131194859842,-0.9467213114754098,0.7658131194859842,-1.0,10625,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3150,0,186,345,0.0613534138575832,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,479,STYLE,SF_SWITCH_NO_DEFAULT,2,-1.0,0.0245901639344262,0.7658131194859842,-0.9467213114754098,0.7658131194859842,-1.0,10625,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3150,0,186,345,0.0554278061353413,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,479,STYLE,SF_SWITCH_NO_DEFAULT,2,-1.0,0.0245901639344262,0.7658131194859842,-0.9467213114754098,0.7658131194859842,-1.0,10625,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3150,0,186,345,0.1175519280335573,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,479,STYLE,SF_SWITCH_NO_DEFAULT,2,-1.0,0.0245901639344262,0.7658131194859842,-0.9467213114754098,0.7658131194859842,-1.0,10625,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3150,0,186,345,0.0815687067266387,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,479,STYLE,SF_SWITCH_NO_DEFAULT,2,-1.0,0.0245901639344262,0.7658131194859842,-0.9467213114754098,0.7658131194859842,-1.0,10625,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3150,0,186,345,0.0882902916055996,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,479,STYLE,SF_SWITCH_NO_DEFAULT,2,-1.0,0.0245901639344262,0.7658131194859842,-0.9467213114754098,0.7658131194859842,-1.0,10625,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3150,0,186,345,0.1243240511446909,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,479,STYLE,SF_SWITCH_NO_DEFAULT,2,-1.0,0.0245901639344262,0.7658131194859842,-0.9467213114754098,0.7658131194859842,-1.0,10625,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3150,0,186,345,0.1007226967200687,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,479,STYLE,SF_SWITCH_NO_DEFAULT,2,-1.0,0.0245901639344262,0.7658131194859842,-0.9467213114754098,0.7658131194859842,-1.0,10625,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3150,0,186,345,0.0772224187597917,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,479,STYLE,SF_SWITCH_NO_DEFAULT,2,-1.0,0.0245901639344262,0.7658131194859842,-0.9467213114754098,0.7658131194859842,-1.0,10625,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3150,0,186,345,0.0690352251478243,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,479,STYLE,SF_SWITCH_NO_DEFAULT,2,-1.0,0.0245901639344262,0.7658131194859842,-0.9467213114754098,0.7658131194859842,-1.0,10625,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3150,0,186,345,0.06473947541315,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,479,STYLE,SF_SWITCH_NO_DEFAULT,2,-1.0,0.0245901639344262,0.7658131194859842,-0.9467213114754098,0.7658131194859842,-1.0,10625,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3150,0,186,345,0.577399302572396,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,479,STYLE,SF_SWITCH_NO_DEFAULT,2,-1.0,0.0245901639344262,0.7658131194859842,-0.9467213114754098,0.7658131194859842,-1.0,10625,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3150,0,186,345,0.1363521504017789,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,479,STYLE,SF_SWITCH_NO_DEFAULT,2,-1.0,0.0245901639344262,0.7658131194859842,-0.9467213114754098,0.7658131194859842,-1.0,10625,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3150,0,186,345,0.6416333956638197,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,479,STYLE,SF_SWITCH_NO_DEFAULT,2,-1.0,0.0245901639344262,0.7658131194859842,-0.9467213114754098,0.7658131194859842,-1.0,10625,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3150,0,186,345,0.1143680194066811,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,479,STYLE,SF_SWITCH_NO_DEFAULT,2,-1.0,0.0245901639344262,0.7658131194859842,-0.9467213114754098,0.7658131194859842,-1.0,10625,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3150,0,186,345,0.6389548693586699,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,479,STYLE,SF_SWITCH_NO_DEFAULT,2,-1.0,0.0245901639344262,0.7658131194859842,-0.9467213114754098,0.7658131194859842,-1.0,10625,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3150,0,186,345,0.6339515843735786,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,479,STYLE,SF_SWITCH_NO_DEFAULT,2,-1.0,0.0245901639344262,0.7658131194859842,-0.9467213114754098,0.7658131194859842,-1.0,10625,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3150,0,186,345,0.7794511547986052,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,479,STYLE,SF_SWITCH_NO_DEFAULT,2,-1.0,0.0245901639344262,0.7658131194859842,-0.9467213114754098,0.7658131194859842,-1.0,10625,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3150,0,186,345,0.7758629403143478,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,479,STYLE,SF_SWITCH_NO_DEFAULT,2,-1.0,0.0245901639344262,0.7658131194859842,-0.9467213114754098,0.7658131194859842,-1.0,10625,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3150,0,186,345,0.5205943296103502,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,479,STYLE,SF_SWITCH_NO_DEFAULT,2,-1.0,0.0245901639344262,0.7658131194859842,-0.9467213114754098,0.7658131194859842,-1.0,10625,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3150,0,186,345,0.7642391469146409,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,479,STYLE,SF_SWITCH_NO_DEFAULT,2,-1.0,0.0245901639344262,0.7658131194859842,-0.9467213114754098,0.7658131194859842,-1.0,10625,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3150,0,186,345,0.1761762773538181,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,479,STYLE,SF_SWITCH_NO_DEFAULT,2,-1.0,0.0245901639344262,0.7658131194859842,-0.9467213114754098,0.7658131194859842,-1.0,10625,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3150,0,186,345,0.6027694951230606,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,479,STYLE,SF_SWITCH_NO_DEFAULT,2,-1.0,0.0245901639344262,0.7658131194859842,-0.9467213114754098,0.7658131194859842,-1.0,10625,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3150,0,186,345,0.0131904785970586,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,479,STYLE,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD,2,0.0,0.3673469387755102,0.7658131194859842,0.0612244897959183,0.7658131194859842,-1.0,10625,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3150,0,186,345,0.0132410168292313,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,479,STYLE,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD,2,0.0,0.3673469387755102,0.7658131194859842,0.0612244897959183,0.7658131194859842,-1.0,10625,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3150,0,186,345,0.7956739273260222,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,479,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC,2,0.0,0.108695652173913,0.1947702742632286,-0.7608695652173914,0.1947702742632286,-1.0,10625,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3150,0,186,345,0.8089149441552534,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,479,STYLE,DLS_DEAD_LOCAL_STORE,3,-1.0,0.2388059701492537,0.7658131194859842,-0.5149253731343284,0.7658131194859842,-1.0,10625,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3150,0,186,345,0.8764845605700713,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,479,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC,2,0.0,0.108695652173913,0.1947702742632286,-0.7608695652173914,0.1947702742632286,-1.0,10625,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3150,0,186,345,0.884772830646384,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,479,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC,2,0.0,0.108695652173913,0.1947702742632286,-0.7608695652173914,0.1947702742632286,-1.0,10625,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3150,0,186,345,0.821701116894931,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,479,STYLE,DLS_DEAD_LOCAL_STORE,2,-1.0,0.2388059701492537,0.7658131194859842,-0.5149253731343284,0.7658131194859842,-1.0,10625,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3150,0,186,345,0.8223581139131754,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,479,STYLE,DLS_DEAD_LOCAL_STORE,2,-1.0,0.2388059701492537,0.7658131194859842,-0.5149253731343284,0.7658131194859842,-1.0,10625,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3150,0,186,345,0.8230151109314197,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,479,STYLE,DLS_DEAD_LOCAL_STORE,2,-1.0,0.2388059701492537,0.7658131194859842,-0.5149253731343284,0.7658131194859842,-1.0,10625,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3150,0,186,345,0.823672107949664,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,479,STYLE,DLS_DEAD_LOCAL_STORE,2,-1.0,0.2388059701492537,0.7658131194859842,-0.5149253731343284,0.7658131194859842,-1.0,10625,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3150,0,186,345,0.8243291049679082,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,479,STYLE,DLS_DEAD_LOCAL_STORE,2,-1.0,0.2388059701492537,0.7658131194859842,-0.5149253731343284,0.7658131194859842,-1.0,10625,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3150,0,186,345,0.8249861019861525,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,479,STYLE,DLS_DEAD_LOCAL_STORE,2,-1.0,0.2388059701492537,0.7658131194859842,-0.5149253731343284,0.7658131194859842,-1.0,10625,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3150,0,186,345,0.8256430990043968,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,479,STYLE,DLS_DEAD_LOCAL_STORE,2,-1.0,0.2388059701492537,0.7658131194859842,-0.5149253731343284,0.7658131194859842,-1.0,10625,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3150,0,186,345,0.8263000960226411,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,479,STYLE,DLS_DEAD_LOCAL_STORE,2,-1.0,0.2388059701492537,0.7658131194859842,-0.5149253731343284,0.7658131194859842,-1.0,10625,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3150,0,186,345,0.8269570930408854,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,479,STYLE,DLS_DEAD_LOCAL_STORE,2,-1.0,0.2388059701492537,0.7658131194859842,-0.5149253731343284,0.7658131194859842,-1.0,10625,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
