F72,F25,F65,F68,F101,F104,F105,F3-NA,F3-CFMetaData,F3-Class,F3-EncryptionOptions,F3-Composites.EMPTY,F3-SSTableReader,F3-byte[],F3-DecoratedKey,F3-type.toString().toLowerCase(),F3-boolean,F3-e.getKey().toLowerCase(),F3-arg0.name().toByteBuffer(),F3-char,F3-String,F3-long,F3-InetAddress,F3-int,F3-ByteBuffer,F3-BitSet,F3-input,F15-NA,F15-private,F15-protected,F15-public,F94,F21,F20,F22,F116,F117,F120,F110,F123,F115,F77,F41,F126,F71-xedin@apache.org,F71-povel.y@gmail.com,F71-sylvain@datastax.com,F71-yukim@apache.org,F71-brandonwilliams@apache.org,F71-dbrosius@mebigfatguy.com,F71-johan@apache.org,F71-jakers@gmail.com,F71-benedict@apache.org,F71-marcuse@apache.org,F71-marcuse@spotify.com,F71-jbellis@apache.org,F71-gdusbabek@apache.org,F71-vijay2win@gmail.com,F71-dbrosius@apache.org,F71-aleksey@apache.org,F71-jake@apache.org,F71-eevans@apache.org,F71-tyler@datastax.com,F71-slebresne@apache.org,category
3483,0,186,341,0.2098965089312287,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,471,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-1.0,0.0176991150442477,0.7759481653230883,-0.9646017699115044,0.7759481653230883,-1.0,10292,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3483,0,186,341,0.2154697528680446,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,471,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-1.0,0.0176991150442477,0.7759481653230883,-0.9646017699115044,0.7759481653230883,-1.0,10292,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3483,0,186,341,0.4892479911052711,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,471,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-1.0,0.0176991150442477,0.7759481653230883,-0.9646017699115044,0.7759481653230883,-1.0,10292,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3483,0,186,341,0.5887135493000455,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,471,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-1.0,0.0176991150442477,0.7759481653230883,-0.9646017699115044,0.7759481653230883,-1.0,10292,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3483,0,186,341,0.7570323950068226,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,471,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-1.0,0.0176991150442477,0.7759481653230883,-0.9646017699115044,0.7759481653230883,-1.0,10292,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3483,0,186,341,0.7370327319283705,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,471,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-1.0,0.0176991150442477,0.7759481653230883,-0.9646017699115044,0.7759481653230883,-1.0,10292,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3483,0,186,341,0.5670642340930914,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,471,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-1.0,0.0176991150442477,0.7759481653230883,-0.9646017699115044,0.7759481653230883,-1.0,10292,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3483,0,186,341,0.7094051650073281,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,471,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-1.0,0.0176991150442477,0.7759481653230883,-0.9646017699115044,0.7759481653230883,-1.0,10292,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3483,0,186,341,0.0352756860565017,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,471,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-1.0,0.0176991150442477,0.7759481653230883,-0.9646017699115044,0.7759481653230883,-1.0,10292,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3483,0,186,341,0.2217906417633511,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,471,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-1.0,0.0176991150442477,0.7759481653230883,-0.9646017699115044,0.7759481653230883,-1.0,10292,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3483,0,186,341,0.2385567002866239,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,471,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-1.0,0.0176991150442477,0.7759481653230883,-0.9646017699115044,0.7759481653230883,-1.0,10292,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3483,0,186,341,0.2976505337398853,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,471,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-1.0,0.0176991150442477,0.7759481653230883,-0.9646017699115044,0.7759481653230883,-1.0,10292,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3483,0,186,341,0.2506569970182443,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,471,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-1.0,0.0176991150442477,0.7759481653230883,-0.9646017699115044,0.7759481653230883,-1.0,10292,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3483,0,186,341,0.3194916485571334,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,471,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-1.0,0.0176991150442477,0.7759481653230883,-0.9646017699115044,0.7759481653230883,-1.0,10292,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3483,0,186,341,0.4626901500985496,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,471,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-1.0,0.0176991150442477,0.7759481653230883,-0.9646017699115044,0.7759481653230883,-1.0,10292,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3483,0,186,341,0.2534829265005643,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,471,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-1.0,0.0176991150442477,0.7759481653230883,-0.9646017699115044,0.7759481653230883,-1.0,10292,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3483,0,186,341,0.3308839136806994,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,471,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-1.0,0.0176991150442477,0.7759481653230883,-0.9646017699115044,0.7759481653230883,-1.0,10292,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3483,0,186,341,0.2875456949849228,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,471,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-1.0,0.0176991150442477,0.7759481653230883,-0.9646017699115044,0.7759481653230883,-1.0,10292,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3483,0,186,341,0.4490069237378076,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,471,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-1.0,0.0176991150442477,0.7759481653230883,-0.9646017699115044,0.7759481653230883,-1.0,10292,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3483,0,186,341,0.4275597614595441,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,471,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-1.0,0.0176991150442477,0.7759481653230883,-0.9646017699115044,0.7759481653230883,-1.0,10292,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3483,0,186,341,0.2033658462626977,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,471,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-1.0,0.0176991150442477,0.7759481653230883,-0.9646017699115044,0.7759481653230883,-1.0,10292,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3483,0,186,341,0.1935487946631627,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,471,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-1.0,0.0176991150442477,0.7759481653230883,-0.9646017699115044,0.7759481653230883,-1.0,10292,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3483,0,186,341,0.2291049679082225,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,471,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-1.0,0.0176991150442477,0.7759481653230883,-0.9646017699115044,0.7759481653230883,-1.0,10292,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3483,0,186,341,0.2454793551321575,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,471,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-1.0,0.0176991150442477,0.7759481653230883,-0.9646017699115044,0.7759481653230883,-1.0,10292,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3483,0,186,341,0.3807449335422247,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,471,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-1.0,0.0176991150442477,0.7759481653230883,-0.9646017699115044,0.7759481653230883,-1.0,10292,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3483,0,186,341,0.3725577399302572,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,471,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-1.0,0.0176991150442477,0.7759481653230883,-0.9646017699115044,0.7759481653230883,-1.0,10292,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3483,0,186,341,0.3834335674938091,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,471,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-1.0,0.0176991150442477,0.7759481653230883,-0.9646017699115044,0.7759481653230883,-1.0,10292,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3483,0,186,341,0.4696922221660686,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,471,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-1.0,0.0176991150442477,0.7759481653230883,-0.9646017699115044,0.7759481653230883,-1.0,10292,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3483,0,186,341,0.3752868044675797,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,471,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-1.0,0.0176991150442477,0.7759481653230883,-0.9646017699115044,0.7759481653230883,-1.0,10292,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3483,0,186,341,0.3341226923882203,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,471,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-1.0,0.0176991150442477,0.7759481653230883,-0.9646017699115044,0.7759481653230883,-1.0,10292,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3483,0,186,341,0.3780158690049022,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,471,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-1.0,0.0176991150442477,0.7759481653230883,-0.9646017699115044,0.7759481653230883,-1.0,10292,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3483,0,186,341,0.4579673523020164,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,471,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-1.0,0.0176991150442477,0.7759481653230883,-0.9646017699115044,0.7759481653230883,-1.0,10292,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3483,0,186,341,0.5042073078283722,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,471,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-1.0,0.0176991150442477,0.7759481653230883,-0.9646017699115044,0.7759481653230883,-1.0,10292,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3483,0,186,341,0.5736538580324905,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,471,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-1.0,0.0176991150442477,0.7759481653230883,-0.9646017699115044,0.7759481653230883,-1.0,10292,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3483,0,186,341,0.6231364026886339,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,471,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-1.0,0.0176991150442477,0.7759481653230883,-0.9646017699115044,0.7759481653230883,-1.0,10292,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3483,0,186,341,0.6121022219976078,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,471,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-1.0,0.0176991150442477,0.7759481653230883,-0.9646017699115044,0.7759481653230883,-1.0,10292,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3483,0,186,341,0.4425246522523701,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,471,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-1.0,0.0176991150442477,0.7759481653230883,-0.9646017699115044,0.7759481653230883,-1.0,10292,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3483,0,186,341,0.3886895436397635,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,471,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-1.0,0.0176991150442477,0.7759481653230883,-0.9646017699115044,0.7759481653230883,-1.0,10292,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3483,0,186,341,0.393162177187042,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,471,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-1.0,0.0176991150442477,0.7759481653230883,-0.9646017699115044,0.7759481653230883,-1.0,10292,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3483,0,186,341,0.4967276494668216,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,471,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-1.0,0.0176991150442477,0.7759481653230883,-0.9646017699115044,0.7759481653230883,-1.0,10292,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3483,0,186,341,0.7129428412594128,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,471,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-1.0,0.0176991150442477,0.7759481653230883,-0.9646017699115044,0.7759481653230883,-1.0,10292,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3483,0,186,341,0.7328043665032598,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,471,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-1.0,0.0176991150442477,0.7759481653230883,-0.9646017699115044,0.7759481653230883,-1.0,10292,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3483,0,186,341,0.1520045628803904,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,471,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-1.0,0.0176991150442477,0.7759481653230883,-0.9646017699115044,0.7759481653230883,-1.0,10292,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3483,0,186,341,0.6091069894375094,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,471,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-1.0,0.0176991150442477,0.7759481653230883,-0.9646017699115044,0.7759481653230883,-1.0,10292,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3483,0,186,341,0.4329971337602611,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,471,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-1.0,0.0176991150442477,0.7759481653230883,-0.9646017699115044,0.7759481653230883,-1.0,10292,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3483,0,186,341,0.1649736358888832,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,471,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-1.0,0.0176991150442477,0.7759481653230883,-0.9646017699115044,0.7759481653230883,-1.0,10292,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3483,0,186,341,0.170637287107697,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,471,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-1.0,0.0176991150442477,0.7759481653230883,-0.9646017699115044,0.7759481653230883,-1.0,10292,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3483,0,186,341,0.5140748976600799,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,471,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-1.0,0.0176991150442477,0.7759481653230883,-0.9646017699115044,0.7759481653230883,-1.0,10292,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3483,0,186,341,0.5926517410420983,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,471,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-1.0,0.0176991150442477,0.7759481653230883,-0.9646017699115044,0.7759481653230883,-1.0,10292,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3483,0,186,341,0.3984578619439892,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,471,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-1.0,0.0176991150442477,0.7759481653230883,-0.9646017699115044,0.7759481653230883,-1.0,10292,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3483,0,186,341,0.4725931166927781,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,471,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-1.0,0.0176991150442477,0.7759481653230883,-0.9646017699115044,0.7759481653230883,-1.0,10292,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3483,0,186,341,0.4600747965836155,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,471,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-1.0,0.0176991150442477,0.7759481653230883,-0.9646017699115044,0.7759481653230883,-1.0,10292,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3483,0,186,341,0.5837334276713667,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,471,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-1.0,0.0176991150442477,0.7759481653230883,-0.9646017699115044,0.7759481653230883,-1.0,10292,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3483,0,186,341,0.7264870874816799,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,471,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-1.0,0.0176991150442477,0.7759481653230883,-0.9646017699115044,0.7759481653230883,-1.0,10292,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3483,0,186,341,0.7494015813872285,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,471,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-1.0,0.0176991150442477,0.7759481653230883,-0.9646017699115044,0.7759481653230883,-1.0,10292,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3483,0,186,341,0.772668924041037,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,471,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-1.0,0.0176991150442477,0.7759481653230883,-0.9646017699115044,0.7759481653230883,-1.0,10292,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3483,0,186,341,0.5116869661899227,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,471,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-1.0,0.0176991150442477,0.7759481653230883,-0.9646017699115044,0.7759481653230883,-1.0,10292,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3483,0,186,341,0.1577399302572396,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,471,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-1.0,0.0176991150442477,0.7759481653230883,-0.9646017699115044,0.7759481653230883,-1.0,10292,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3483,0,186,341,0.4022337898620306,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,471,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-1.0,0.0176991150442477,0.7759481653230883,-0.9646017699115044,0.7759481653230883,-1.0,10292,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3483,0,186,341,0.4054581290746449,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,471,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-1.0,0.0176991150442477,0.7759481653230883,-0.9646017699115044,0.7759481653230883,-1.0,10292,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3483,0,186,341,0.6855005811896699,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,471,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-1.0,0.0176991150442477,0.7759481653230883,-0.9646017699115044,0.7759481653230883,-1.0,10292,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3483,0,186,341,0.6902872737511642,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,471,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-1.0,0.0176991150442477,0.7759481653230883,-0.9646017699115044,0.7759481653230883,-1.0,10292,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
3483,0,186,341,0.4171615201900237,0.0964563314768345,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,471,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-1.0,0.0176991150442477,0.7759481653230883,-0.9646017699115044,0.7759481653230883,-1.0,10292,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
