F72,F25,F65,F68,F101,F104,F105,F3-NA,F3-Class,F3-Long,F3-PrintStream,F3-File,F3-Project,F3-byte[],F3-null,F3-boolean,F3-Object,F3-FileInputStream,F3-FileOutputStream,F3-char,F3-nestedTask.getTaskName(),F3-String,F3-long,F3-int,F3-Project.MSG_DEBUG,F3-Path,F3-Locale,F15-NA,F15-private,F15-protected,F15-public,F94,F21,F20,F22,F116,F117,F120,F110,F123,F115,F77,F41,F126,F71-kevj@apache.org,F71-dev-null@apache.org,F71-jskeet@apache.org,F71-donaldp@apache.org,F71-antoine@apache.org,F71-jkf@apache.org,F71-stevel@apache.org,F71-jglick@apache.org,F71-bodewig@apache.org,F71-stefano@apache.org,F71-umagesh@apache.org,F71-sbailliez@apache.org,F71-ehatcher@apache.org,F71-costin@apache.org,F71-rubys@apache.org,F71-peterreilly@apache.org,F71-hibou@apache.org,F71-conor@apache.org,F71-mbenson@apache.org,F71-jhm@apache.org,category
10109,3250,45,407,0.3903559127439724,0.8329297820823245,0.5609756097560976,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,376,BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,2,-1.0,0.0632911392405063,0.4577366600004116,-0.8734177215189873,0.4577366600004116,-1.0,7607,128,259,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,open
9114,3194,7,407,0.6885245901639344,0.59375,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,376,CORRECTNESS,IJU_TEARDOWN_NO_SUPER,2,1.0,0.7647058823529411,0.2486924523903422,0.5294117647058824,0.2486924523903422,1.0,8080,128,87,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,close
4925,2109,24,407,0.3707317073170731,1.1823529411764706,0.8333333333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,376,BAD_PRACTICE,NM_CONFUSING,3,-0.5,0.3666666666666666,0.4577366600004116,-0.2666666666666666,0.4577366600004116,-1.0,3891,128,59,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,open
13494,4005,29,407,0.7058125741399762,0.6718061674008811,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,376,BAD_PRACTICE,DE_MIGHT_IGNORE,2,-1.0,0.3333333333333333,0.4577366600004116,-0.3333333333333333,0.4577366600004116,-0.25,12460,128,2312,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,open
13494,4005,29,407,0.5504151838671412,0.6718061674008811,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,376,BAD_PRACTICE,DE_MIGHT_IGNORE,3,1.0,0.3333333333333333,0.4577366600004116,-0.3333333333333333,0.4577366600004116,-0.25,5954,128,2312,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,close
13494,4005,29,407,0.2467378410438908,0.6718061674008811,0.3636363636363636,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,376,I18N,DM_DEFAULT_ENCODING,1,-1.0,0.2360248447204969,0.0054402077466147,-0.5279503105590062,0.0054402077466147,-0.25,7968,128,2312,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,open
13494,4005,29,407,0.3386714116251483,0.6718061674008811,0.8333333333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,376,BAD_PRACTICE,NM_CONFUSING,3,0.5,0.3666666666666666,0.4577366600004116,-0.2666666666666666,0.4577366600004116,-0.25,12460,128,2312,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,close
13494,4005,29,407,0.3499406880189798,0.6718061674008811,0.8333333333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,376,BAD_PRACTICE,NM_CONFUSING,3,0.5,0.3666666666666666,0.4577366600004116,-0.2666666666666666,0.4577366600004116,-0.25,12460,128,2312,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,close
13494,4005,29,407,0.701067615658363,0.6718061674008811,0.3055555555555556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,376,STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,3,-1.0,0.2162162162162162,0.4487656916173399,-0.5675675675675675,0.4487656916173399,-0.25,10130,128,2312,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,open
13494,4005,29,407,0.7188612099644128,0.6718061674008811,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,376,STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,3,-1.0,0.2162162162162162,0.4487656916173399,-0.5675675675675675,0.4487656916173399,-0.25,7859,128,2312,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,open
13494,4005,29,407,0.7058125741399762,0.6718061674008811,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,376,STYLE,REC_CATCH_EXCEPTION,2,-1.0,0.4565217391304347,0.4487656916173399,-0.0869565217391304,0.4487656916173399,-0.25,12460,128,2312,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,open
6832,2667,5,407,0.1946721311475409,0.3924050632911392,0.2894736842105263,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,376,I18N,DM_DEFAULT_ENCODING,1,-1.0,0.2360248447204969,0.0054402077466147,-0.5279503105590062,0.0054402077466147,0.0,12248,128,798,0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,open
6832,2667,5,407,0.8401639344262295,0.3924050632911392,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,376,STYLE,REC_CATCH_EXCEPTION,2,1.0,0.4565217391304347,0.4487656916173399,-0.0869565217391304,0.4487656916173399,0.0,2266,128,798,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,close
13033,3754,5,407,0.422680412371134,0.3809523809523809,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,376,CORRECTNESS,IJU_TEARDOWN_NO_SUPER,2,-1.0,0.7647058823529411,0.2486924523903422,0.5294117647058824,0.2486924523903422,-1.0,11999,128,86,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,open
13033,3754,5,407,0.9690721649484536,0.3809523809523809,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,376,STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,-1.0,0.1296296296296296,0.4487656916173399,-0.7407407407407407,0.4487656916173399,-1.0,3426,128,86,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,open
13033,3754,37,407,0.0888030888030888,0.0543735224586288,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,376,CORRECTNESS,IJU_TEARDOWN_NO_SUPER,2,-1.0,0.7647058823529411,0.2486924523903422,0.5294117647058824,0.2486924523903422,-0.6666666666666666,11999,128,209,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,open
13033,3754,37,407,0.276061776061776,0.0543735224586288,0.6597222222222222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,376,BAD_PRACTICE,NM_CONFUSING,3,0.5,0.3666666666666666,0.4577366600004116,-0.2666666666666666,0.4577366600004116,-0.6666666666666666,11999,128,209,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,close
13033,3754,37,407,0.6216216216216216,0.0543735224586288,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,376,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC,2,0.0,0.5862068965517241,0.2209704670263451,0.1724137931034483,0.2209704670263451,-0.6666666666666666,11999,128,209,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,open
13033,3754,37,407,0.8281853281853282,0.0543735224586288,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,376,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC,2,0.0,0.5862068965517241,0.2209704670263451,0.1724137931034483,0.2209704670263451,-0.6666666666666666,11999,128,209,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,open
13033,3754,37,407,0.918918918918919,0.0543735224586288,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,376,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC,2,0.0,0.5862068965517241,0.2209704670263451,0.1724137931034483,0.2209704670263451,-0.6666666666666666,11999,128,209,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,open
13033,3754,37,407,0.694980694980695,0.0543735224586288,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,376,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC,2,0.0,0.5862068965517241,0.2209704670263451,0.1724137931034483,0.2209704670263451,-0.6666666666666666,11999,128,209,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,open
5062,2123,10,407,0.5194805194805194,0.5609756097560976,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,376,CORRECTNESS,IJU_TEARDOWN_NO_SUPER,2,1.0,0.7647058823529411,0.2486924523903422,0.5294117647058824,0.2486924523903422,1.0,4028,128,60,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,close
13447,3977,21,407,0.2369439071566731,0.6153846153846154,0.8333333333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,376,BAD_PRACTICE,NM_CONFUSING,3,0.5,0.3666666666666666,0.4577366600004116,-0.2666666666666666,0.4577366600004116,0.2,12413,128,901,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,close
13447,3977,21,407,0.3104448742746615,0.6153846153846154,0.8333333333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,376,BAD_PRACTICE,NM_CONFUSING,3,0.5,0.3666666666666666,0.4577366600004116,-0.2666666666666666,0.4577366600004116,0.2,12413,128,901,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,close
13447,3977,21,407,0.8588007736943907,0.6153846153846154,0.073170731707317,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,376,CORRECTNESS,RCN_REDUNDANT_NULLCHECK_WOULD_HAVE_BEEN_A_NPE,1,1.0,0.5,0.2486924523903422,0.0,0.2486924523903422,0.2,12017,128,901,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,close
13447,3977,21,407,0.6847195357833655,0.6153846153846154,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,376,STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,-1.0,0.1296296296296296,0.4487656916173399,-0.7407407407407407,0.4487656916173399,0.2,4335,128,901,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,open
13447,3977,21,407,0.9574468085106383,0.6153846153846154,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,376,MALICIOUS_CODE,EI_EXPOSE_REP,2,-1.0,0.0625,0.1740548406037683,-0.875,0.1740548406037683,0.2,6085,128,901,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,open
6389,2522,7,407,0.6825396825396826,0.6451612903225806,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,376,CORRECTNESS,IJU_TEARDOWN_NO_SUPER,2,1.0,0.7647058823529411,0.2486924523903422,0.5294117647058824,0.2486924523903422,1.0,10302,128,90,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,close
6389,2522,6,407,0.4205607476635514,0.4193548387096774,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,376,CORRECTNESS,IJU_TEARDOWN_NO_SUPER,2,1.0,0.7647058823529411,0.2486924523903422,0.5294117647058824,0.2486924523903422,0.0,10302,128,162,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,close
6389,2522,6,407,0.6869158878504673,0.4193548387096774,0.1916666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,376,BAD_PRACTICE,OS_OPEN_STREAM_EXCEPTION_PATH,3,-1.0,0.3636363636363636,0.4577366600004116,-0.2727272727272727,0.4577366600004116,0.0,3829,128,162,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,open
12187,3535,6,407,0.5964912280701754,0.5408163265306123,0.3720930232558139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,376,I18N,DM_DEFAULT_ENCODING,1,-1.0,0.2360248447204969,0.0054402077466147,-0.5279503105590062,0.0054402077466147,-1.0,7898,128,331,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,open
12187,3535,6,407,0.6900584795321637,0.5408163265306123,0.6046511627906976,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,376,I18N,DM_DEFAULT_ENCODING,1,-1.0,0.2360248447204969,0.0054402077466147,-0.5279503105590062,0.0054402077466147,-1.0,774,128,331,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,open
10647,3277,9,407,0.8852459016393442,0.2658227848101265,0.2352941176470588,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,376,I18N,DM_DEFAULT_ENCODING,1,1.0,0.2360248447204969,0.0054402077466147,-0.5279503105590062,0.0054402077466147,1.0,11140,128,15,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,close
10647,3277,9,407,0.5491803278688525,0.2658227848101265,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,376,CORRECTNESS,IJU_TEARDOWN_NO_SUPER,2,1.0,0.7647058823529411,0.2486924523903422,0.5294117647058824,0.2486924523903422,1.0,11153,128,15,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,close
7168,2719,9,407,0.9861111111111112,0.6388888888888888,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,376,CORRECTNESS,IJU_TEARDOWN_NO_SUPER,2,1.0,0.7647058823529411,0.2486924523903422,0.5294117647058824,0.2486924523903422,1.0,6134,128,89,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,close
10938,3295,24,407,0.7700831024930748,0.5363636363636364,0.2409420289855072,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,376,I18N,DM_DEFAULT_ENCODING,1,-1.0,0.2360248447204969,0.0054402077466147,-0.5279503105590062,0.0054402077466147,-1.0,4826,128,1200,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,open
10938,3295,24,407,0.8919667590027701,0.5363636363636364,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,376,I18N,DM_DEFAULT_ENCODING,1,-1.0,0.2360248447204969,0.0054402077466147,-0.5279503105590062,0.0054402077466147,-1.0,4826,128,1200,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,open
10938,3295,24,407,0.2299168975069252,0.5363636363636364,0.8333333333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,376,BAD_PRACTICE,NM_CONFUSING,3,-0.5,0.3666666666666666,0.4577366600004116,-0.2666666666666666,0.4577366600004116,-1.0,10337,128,1200,0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,open
10938,3295,24,407,0.2673130193905817,0.5363636363636364,0.8333333333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,376,BAD_PRACTICE,NM_CONFUSING,3,-0.5,0.3666666666666666,0.4577366600004116,-0.2666666666666666,0.4577366600004116,-1.0,10337,128,1200,0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,open
10938,3295,24,407,0.6786703601108033,0.5363636363636364,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,376,BAD_PRACTICE,OS_OPEN_STREAM_EXCEPTION_PATH,3,-1.0,0.3636363636363636,0.4577366600004116,-0.2727272727272727,0.4577366600004116,-1.0,10337,128,1200,0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,open
10938,3295,24,407,0.6426592797783933,0.5363636363636364,0.4615384615384615,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,376,BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,2,-1.0,0.0632911392405063,0.4577366600004116,-0.8734177215189873,0.4577366600004116,-1.0,6314,128,1200,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,open
11337,3329,16,407,0.4193548387096774,0.3584905660377358,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,376,CORRECTNESS,IJU_TEARDOWN_NO_SUPER,2,1.0,0.7647058823529411,0.2486924523903422,0.5294117647058824,0.2486924523903422,1.0,10303,128,130,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,close
8184,2929,10,407,0.8401639344262295,0.9907407407407408,0.5943396226415094,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,376,STYLE,UCF_USELESS_CONTROL_FLOW,3,-1.0,0.0,0.4487656916173399,-1.0,0.4487656916173399,-1.0,6241,128,58,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,open
1034,0,0,407,18.235294117647054,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,376,BAD_PRACTICE,NM_CONFUSING,3,-0.5,0.3666666666666666,0.4577366600004116,-0.2666666666666666,0.4577366600004116,-1.0,12463,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
9137,3195,32,407,0.369034994697773,0.5438282647584973,0.8333333333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,376,BAD_PRACTICE,NM_CONFUSING,3,-0.5,0.3666666666666666,0.4577366600004116,-0.2666666666666666,0.4577366600004116,-0.6,8103,128,617,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,1,open
9137,3195,32,407,0.5227995758218452,0.5438282647584973,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,376,I18N,DM_DEFAULT_ENCODING,1,-1.0,0.2360248447204969,0.0054402077466147,-0.5279503105590062,0.0054402077466147,-0.6,1934,128,617,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,open
9137,3195,32,407,0.5291622481442205,0.5438282647584973,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,376,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.56,0.2209704670263451,0.12,0.2209704670263451,-0.6,1934,128,617,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,close
4713,2048,29,119,0.6583710407239819,1.1542553191489362,0.6666666666666666,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,92,STYLE,EQ_DOESNT_OVERRIDE_EQUALS,2,1.0,1.0,0.4487656916173399,1.0,0.4487656916173399,3.0,7011,8,90,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,close
9137,3195,32,407,0.1474019088016967,0.5438282647584973,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,376,I18N,DM_DEFAULT_ENCODING,1,-1.0,0.2360248447204969,0.0054402077466147,-0.5279503105590062,0.0054402077466147,-0.6,6661,128,617,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,open
9137,3195,27,407,0.8784722222222222,0.4478527607361963,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,376,I18N,DM_DEFAULT_ENCODING,1,1.0,0.2360248447204969,0.0054402077466147,-0.5279503105590062,0.0054402077466147,-0.3333333333333333,6459,128,436,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,close
9137,3195,27,407,0.2465277777777778,0.4478527607361963,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,376,CORRECTNESS,IJU_TEARDOWN_NO_SUPER,2,-1.0,0.7647058823529411,0.2486924523903422,0.5294117647058824,0.2486924523903422,-0.3333333333333333,8103,128,436,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,open
9137,3195,27,407,0.3263888888888889,0.4478527607361963,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,376,BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,2,-1.0,0.0632911392405063,0.4577366600004116,-0.8734177215189873,0.4577366600004116,-0.3333333333333333,8103,128,436,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,open
10554,3273,53,407,0.1818181818181818,0.1703296703296703,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,376,CORRECTNESS,IJU_TEARDOWN_NO_SUPER,2,-1.0,0.7647058823529411,0.2486924523903422,0.5294117647058824,0.2486924523903422,-1.0,9520,128,247,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,open
11473,3352,48,407,0.0663636363636363,0.478134110787172,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,376,STYLE,DMI_HARDCODED_ABSOLUTE_FILENAME,2,-1.0,0.0425531914893617,0.4487656916173399,-0.9148936170212766,0.4487656916173399,0.3333333333333333,3377,128,1199,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,open
11473,3352,48,407,0.0736363636363636,0.478134110787172,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,376,STYLE,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD,2,0.0,0.0833333333333333,0.4487656916173399,-0.8333333333333334,0.4487656916173399,0.3333333333333333,1219,128,1199,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,close
11473,3352,48,407,0.8554545454545455,0.478134110787172,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,376,PERFORMANCE,WMI_WRONG_MAP_ITERATOR,2,1.0,0.0909090909090909,0.2209704670263451,-0.8181818181818182,0.2209704670263451,0.3333333333333333,3404,128,1199,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,close
4766,2055,9,407,0.4906542056074766,0.85,0.8333333333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,376,BAD_PRACTICE,NM_CONFUSING,3,-0.5,0.3666666666666666,0.4577366600004116,-0.2666666666666666,0.4577366600004116,-1.0,3732,128,33,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,open
4766,2055,9,407,0.5981308411214953,0.85,0.8333333333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,376,BAD_PRACTICE,NM_CONFUSING,3,-0.5,0.3666666666666666,0.4577366600004116,-0.2666666666666666,0.4577366600004116,-1.0,3732,128,33,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,open
4766,2055,9,407,0.308411214953271,0.85,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,376,PERFORMANCE,URF_UNREAD_FIELD,2,0.0,0.4285714285714285,0.2209704670263451,-0.1428571428571428,0.2209704670263451,-1.0,2383,128,33,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,open
4766,2055,9,407,0.8598130841121495,0.85,0.3243243243243243,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,376,STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,-1.0,0.1296296296296296,0.4487656916173399,-0.7407407407407407,0.4487656916173399,-1.0,3732,128,33,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,open
4766,2055,9,407,0.8130841121495327,0.85,0.1081081081081081,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,376,STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,-1.0,0.1296296296296296,0.4487656916173399,-0.7407407407407407,0.4487656916173399,-1.0,3732,128,33,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,open
12388,3585,27,407,0.7965367965367965,0.1461988304093567,0.5454545454545454,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,376,I18N,DM_DEFAULT_ENCODING,1,-1.0,0.2360248447204969,0.0054402077466147,-0.5279503105590062,0.0054402077466147,0.3333333333333333,1537,128,178,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,open
12388,3585,27,407,0.2337662337662337,0.1461988304093567,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,376,CORRECTNESS,IJU_TEARDOWN_NO_SUPER,2,1.0,0.7647058823529411,0.2486924523903422,0.5294117647058824,0.2486924523903422,0.3333333333333333,11354,128,178,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,close
12388,3585,27,407,1.62987012987013,0.1461988304093567,0.8333333333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,376,BAD_PRACTICE,NM_CONFUSING,3,0.5,0.3666666666666666,0.4577366600004116,-0.2666666666666666,0.4577366600004116,0.3333333333333333,11354,128,178,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,close
