F72,F25,F65,F68,F101,F104,F105,F3-NA,F3-Class,F3-Integer,F3-Long,F3-PrintStream,F3-File,F3-InputStream,F3-Project,F3-getConfig().baseNameTerminator,F3-null,F3-byte[],F3-boolean,F3-Object,F3-FileInputStream,F3-FileOutputStream,F3-char,F3-nestedTask.getTaskName(),F3-String,F3-int,F3-Project.MSG_DEBUG,F15-NA,F15-private,F15-protected,F15-public,F94,F21,F20,F22,F116,F117,F120,F110,F123,F115,F77,F41,F126,F71-kevj@apache.org,F71-jskeet@apache.org,F71-donaldp@apache.org,F71-antoine@apache.org,F71-jkf@apache.org,F71-stevel@apache.org,F71-jglick@apache.org,F71-mclarke@unknown,F71-bodewig@apache.org,F71-stefano@apache.org,F71-umagesh@apache.org,F71-sbailliez@apache.org,F71-ehatcher@apache.org,F71-costin@apache.org,F71-rubys@apache.org,F71-peterreilly@apache.org,F71-hibou@apache.org,F71-conor@apache.org,F71-mbenson@apache.org,F71-jhm@apache.org,category
446,172,111,399,0.7545731707317073,0.6168918918918919,0.8108108108108109,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,329,BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,2,-1.0,0.0128205128205128,0.159771610673744,-0.9743589743589745,0.159771610673744,-1.0,3023,17,4113,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,open
446,172,111,399,0.0373475609756097,0.6168918918918919,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,329,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC,2,0.0,0.0,0.0,-1.0,0.0,-1.0,13075,17,4113,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,open
446,172,111,399,0.5621189024390244,0.6168918918918919,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,329,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC,2,0.0,0.0,0.0,-1.0,0.0,-1.0,13075,17,4113,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,open
446,172,111,399,0.9778963414634146,0.6168918918918919,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,329,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_NEEDS_THIS,3,0.0,0.0,0.0,-1.0,0.0,-1.0,13075,17,4113,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,open
446,172,111,399,0.4588414634146341,0.6168918918918919,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,329,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC,2,0.0,0.0,0.0,-1.0,0.0,-1.0,13075,17,4113,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,open
446,172,111,399,0.1451981707317073,0.6168918918918919,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,329,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC,2,0.0,0.0,0.0,-1.0,0.0,-1.0,13075,17,4113,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,open
446,172,111,399,0.5053353658536586,0.6168918918918919,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,329,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC,2,0.0,0.0,0.0,-1.0,0.0,-1.0,13075,17,4113,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,open
7193,4183,2,399,0.6893939393939394,0.6575342465753424,0.2083333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,329,I18N,DM_DEFAULT_ENCODING,1,-1.0,0.0484848484848484,0.00022869617867212863,-0.9030303030303032,0.00022869617867212863,-1.0,1396,17,221,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,open
3775,3043,12,399,0.73224043715847,0.9404761904761904,0.2272727272727272,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,329,I18N,DM_CONVERT_CASE,3,-1.0,0.0,0.00022869617867212863,-1.0,0.00022869617867212863,-1.0,12410,17,250,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,open
3775,3043,12,399,0.3989071038251366,0.9404761904761904,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,329,I18N,DM_DEFAULT_ENCODING,1,-1.0,0.0484848484848484,0.00022869617867212863,-0.9030303030303032,0.00022869617867212863,-1.0,12751,17,250,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,open
3775,3043,7,399,0.3350785340314136,0.6481481481481481,0.2972972972972973,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,329,I18N,DM_DEFAULT_ENCODING,1,-1.0,0.0484848484848484,0.00022869617867212863,-0.9030303030303032,0.00022869617867212863,-1.0,13082,17,377,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,open
3775,3043,7,399,0.3455497382198952,0.6481481481481481,0.3513513513513513,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,329,I18N,DM_DEFAULT_ENCODING,1,-1.0,0.0484848484848484,0.00022869617867212863,-0.9030303030303032,0.00022869617867212863,-1.0,13082,17,377,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,open
3775,3043,7,399,0.3403141361256545,0.6481481481481481,0.3243243243243243,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,329,BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,2,-1.0,0.0128205128205128,0.159771610673744,-0.9743589743589745,0.159771610673744,-1.0,13082,17,377,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,open
3775,3043,17,399,0.5134328358208955,0.448780487804878,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,329,I18N,DM_DEFAULT_ENCODING,1,-1.0,0.0484848484848484,0.00022869617867212863,-0.9030303030303032,0.00022869617867212863,-1.0,4301,17,354,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,open
3775,3043,17,399,0.5940298507462687,0.448780487804878,0.328125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,329,PERFORMANCE,DM_NUMBER_CTOR,2,-1.0,0.0,0.0,-1.0,0.0,-1.0,4465,17,354,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,open
3775,3043,17,399,0.3313432835820895,0.448780487804878,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,329,PERFORMANCE,DM_NUMBER_CTOR,2,-1.0,0.0,0.0,-1.0,0.0,-1.0,4465,17,354,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,open
3775,3043,17,399,0.5140298507462686,0.448780487804878,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,329,MT_CORRECTNESS,IS2_INCONSISTENT_SYNC,2,0.0,0.0,0.1552560196195005,-1.0,0.1552560196195005,-1.0,4301,17,354,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,open
3775,3043,17,399,0.4970149253731343,0.448780487804878,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,329,MT_CORRECTNESS,IS2_INCONSISTENT_SYNC,2,0.0,0.0,0.1552560196195005,-1.0,0.1552560196195005,-1.0,4301,17,354,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,open
3775,3043,17,399,0.4746268656716418,0.448780487804878,0.3888888888888889,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,329,MT_CORRECTNESS,UG_SYNC_SET_UNSYNC_GET,2,-1.0,0.0,0.1552560196195005,-1.0,0.1552560196195005,-1.0,5111,17,354,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,open
3775,3043,17,399,0.6925373134328359,0.448780487804878,0.1666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,329,STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,-1.0,0.0297029702970297,0.1524264447196081,-0.9405940594059404,0.1524264447196081,-1.0,375,17,354,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,open
3775,3043,17,399,0.9447761194029852,0.448780487804878,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,329,MT_CORRECTNESS,IS2_INCONSISTENT_SYNC,3,0.0,0.0,0.1552560196195005,-1.0,0.1552560196195005,-1.0,4465,17,354,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,open
3775,3043,17,399,0.7671641791044777,0.448780487804878,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,329,MALICIOUS_CODE,EI_EXPOSE_REP,2,-1.0,0.0,0.172399843912591,-1.0,0.172399843912591,-1.0,5111,17,354,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,open
8641,4597,1,399,1.7560975609756098,3.5,0.8333333333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,329,BAD_PRACTICE,NM_CONFUSING,3,-0.5,0.0655737704918032,0.159771610673744,-0.8688524590163934,0.159771610673744,-1.0,10515,17,366,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,open
9785,4694,13,399,0.7298387096774194,0.792,0.36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,329,I18N,DM_DEFAULT_ENCODING,1,-1.0,0.0484848484848484,0.00022869617867212863,-0.9030303030303032,0.00022869617867212863,-1.0,9373,17,384,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1,1,open
9785,4694,13,399,0.8352977667493797,0.792,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,329,MT_CORRECTNESS,IS2_INCONSISTENT_SYNC,2,0.0,0.0,0.1552560196195005,-1.0,0.1552560196195005,-1.0,3915,17,384,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,open
1744,1974,7,399,0.6991525423728814,0.6511627906976745,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,329,I18N,DM_DEFAULT_ENCODING,1,-1.0,0.0484848484848484,0.00022869617867212863,-0.9030303030303032,0.00022869617867212863,-1.0,3925,17,33,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,open
6363,3978,19,399,0.2197414806110458,0.740990990990991,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,329,STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,-1.0,0.0297029702970297,0.1524264447196081,-0.9405940594059404,0.1524264447196081,-1.0,596,17,630,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,open
6363,3978,19,399,0.8777908343125734,0.740990990990991,0.803921568627451,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,329,STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,-1.0,0.0297029702970297,0.1524264447196081,-0.9405940594059404,0.1524264447196081,-1.0,6190,17,630,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,open
6363,3978,19,399,0.9659224441833136,0.740990990990991,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,329,STYLE,BC_UNCONFIRMED_CAST,3,-1.0,0.0,0.1524264447196081,-1.0,0.1524264447196081,-1.0,6544,17,630,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,open
6363,3978,19,399,0.9847238542890716,0.740990990990991,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,329,STYLE,BC_UNCONFIRMED_CAST,3,-1.0,0.0,0.1524264447196081,-1.0,0.1524264447196081,-1.0,6544,17,630,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,open
4528,3418,15,399,1.8948863636363635,0.3508771929824561,0.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,329,BAD_PRACTICE,NM_CONFUSING,3,-0.5,0.0655737704918032,0.159771610673744,-0.8688524590163934,0.159771610673744,-1.0,4116,17,140,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,open
1416,1778,18,399,0.7007607776838546,0.7390599675850892,0.6111111111111112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,329,I18N,DM_DEFAULT_ENCODING,1,-1.0,0.0484848484848484,0.00022869617867212863,-0.9030303030303032,0.00022869617867212863,-0.5,3543,17,1459,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,open
1416,1778,18,399,0.9036348267117498,0.7390599675850892,0.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,329,BAD_PRACTICE,NP_TOSTRING_COULD_RETURN_NULL,2,1.0,0.5,0.159771610673744,0.0,0.159771610673744,-0.5,11351,17,1459,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1,close
1416,1778,18,399,0.239222316145393,0.7390599675850892,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,329,PERFORMANCE,SBSC_USE_STRINGBUFFER_CONCATENATION,2,-1.0,0.0,0.0,-1.0,0.0,-0.5,8971,17,1459,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,open
1416,1778,18,399,0.6128486897717667,0.7390599675850892,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,329,BAD_PRACTICE,CN_IMPLEMENTS_CLONE_BUT_NOT_CLONEABLE,2,-1.0,0.0,0.159771610673744,-1.0,0.159771610673744,-0.5,11351,17,1459,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1,open
4350,3325,5,399,2.2416666666666667,0.65625,0.8333333333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,329,BAD_PRACTICE,NM_CONFUSING,3,-0.5,0.0655737704918032,0.159771610673744,-0.8688524590163934,0.159771610673744,-1.0,3938,17,207,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,open
3772,3043,16,399,0.8955823293172691,0.1173469387755102,0.2058823529411764,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,329,I18N,DM_CONVERT_CASE,3,-1.0,0.0,0.00022869617867212863,-1.0,0.00022869617867212863,-1.0,80,17,205,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,open
11388,4795,29,399,0.9853249475890984,0.2694610778443114,0.2222222222222222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,329,I18N,DM_DEFAULT_ENCODING,1,-1.0,0.0484848484848484,0.00022869617867212863,-0.9030303030303032,0.00022869617867212863,-1.0,31,17,563,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,open
11388,4795,29,399,0.6121593291404612,0.2694610778443114,0.5405405405405406,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,329,I18N,DM_DEFAULT_ENCODING,1,-1.0,0.0484848484848484,0.00022869617867212863,-0.9030303030303032,0.00022869617867212863,-1.0,29,17,563,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,open
11388,4795,29,399,0.6163522012578616,0.2694610778443114,0.5945945945945946,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,329,BAD_PRACTICE,OS_OPEN_STREAM_EXCEPTION_PATH,3,-1.0,0.0,0.159771610673744,-1.0,0.159771610673744,-1.0,29,17,563,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,open
3417,2978,41,399,0.3632286995515695,1.2303370786516854,0.7962962962962963,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,329,BAD_PRACTICE,NM_METHOD_NAMING_CONVENTION,2,-1.0,0.2727272727272727,0.159771610673744,-0.4545454545454545,0.159771610673744,-1.0,13037,17,550,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,open
3417,2978,41,399,0.289237668161435,1.2303370786516854,0.7307692307692307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,329,BAD_PRACTICE,NM_METHOD_NAMING_CONVENTION,2,-1.0,0.2727272727272727,0.159771610673744,-0.4545454545454545,0.159771610673744,-1.0,13037,17,550,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,open
13033,5215,4,399,0.9571428571428572,0.5121951219512195,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,329,BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,2,-1.0,0.0128205128205128,0.159771610673744,-0.9743589743589745,0.159771610673744,-1.0,12621,17,31,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,open
6363,3978,10,399,0.9554973821989527,0.4590163934426229,0.5172413793103449,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,329,BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,2,-1.0,0.0128205128205128,0.159771610673744,-0.9743589743589745,0.159771610673744,-1.0,11277,17,797,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,open
6363,3978,10,399,0.2879581151832461,0.4590163934426229,0.0588235294117647,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,329,PERFORMANCE,WMI_WRONG_MAP_ITERATOR,2,-1.0,0.0,0.0,-1.0,0.0,-1.0,10807,17,797,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,open
6363,3978,10,399,0.4476439790575916,0.4590163934426229,0.6823529411764706,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,329,PERFORMANCE,WMI_WRONG_MAP_ITERATOR,2,-1.0,0.0,0.0,-1.0,0.0,-1.0,6718,17,797,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,open
6363,3978,10,399,0.3717277486910995,0.4590163934426229,0.4117647058823529,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,329,PERFORMANCE,WMI_WRONG_MAP_ITERATOR,2,-1.0,0.0,0.0,-1.0,0.0,-1.0,6718,17,797,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,open
6392,3984,3,399,0.9696969696969696,1.4857142857142858,0.8333333333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,329,PERFORMANCE,DM_NUMBER_CTOR,2,-1.0,0.0,0.0,-1.0,0.0,-1.0,6198,17,128,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,open
6389,3983,13,399,0.3820754716981132,0.8018867924528302,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,329,STYLE,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD,2,0.0,0.0,0.1524264447196081,-1.0,0.1524264447196081,-1.0,1619,17,187,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,open
6389,3983,13,399,0.6415094339622641,0.8018867924528302,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,329,STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,-1.0,0.0297029702970297,0.1524264447196081,-0.9405940594059404,0.1524264447196081,-1.0,3956,17,187,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,open
6389,3983,12,399,0.7955010224948875,0.6590038314176245,0.875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,329,STYLE,BC_UNCONFIRMED_CAST,3,-1.0,0.0,0.1524264447196081,-1.0,0.1524264447196081,-0.5,8457,17,771,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,1,open
6389,3983,12,399,0.591002044989775,0.6590038314176245,0.597926267281106,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,329,MT_CORRECTNESS,ESync_EMPTY_SYNC,2,-1.0,0.0,0.1552560196195005,-1.0,0.1552560196195005,-0.5,11384,17,771,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,open
6389,3983,12,399,0.6441717791411042,0.6590038314176245,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,329,MT_CORRECTNESS,WA_NOT_IN_LOOP,3,1.0,0.75,0.1552560196195005,0.5,0.1552560196195005,-0.5,6704,17,771,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,close
6389,3983,12,399,0.9918200408997956,0.6590038314176245,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,329,STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,-1.0,0.0297029702970297,0.1524264447196081,-0.9405940594059404,0.1524264447196081,-0.5,2268,17,771,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,open
9800,4696,8,399,0.8025641025641026,0.3622047244094488,0.2205882352941176,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,329,I18N,DM_DEFAULT_ENCODING,1,-1.0,0.0484848484848484,0.00022869617867212863,-0.9030303030303032,0.00022869617867212863,-1.0,5152,17,182,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,open
6392,3984,21,399,0.8532289628180039,0.9567099567099568,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,329,BAD_PRACTICE,ES_COMPARING_PARAMETER_STRING_WITH_EQ,2,-1.0,0.0,0.159771610673744,-1.0,0.159771610673744,-1.0,8457,17,632,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,1,open
6392,3984,21,399,0.2974559686888454,0.9567099567099568,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,329,I18N,DM_CONVERT_CASE,3,-1.0,0.0,0.00022869617867212863,-1.0,0.00022869617867212863,-1.0,3151,17,632,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,open
6392,3984,21,399,0.2191780821917808,0.9567099567099568,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,329,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC,2,0.0,0.0,0.0,-1.0,0.0,-1.0,11539,17,632,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,open
6389,3983,3,399,0.9290909090909092,1.1875,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,329,STYLE,BC_UNCONFIRMED_CAST,3,-1.0,0.0,0.1524264447196081,-1.0,0.1524264447196081,-1.0,5156,17,326,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,open
6389,3983,3,399,0.9818181818181818,1.1875,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,329,STYLE,BC_UNCONFIRMED_CAST,3,-1.0,0.0,0.1524264447196081,-1.0,0.1524264447196081,-1.0,5156,17,326,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,open
6389,3983,43,399,0.2417355371900826,0.8296703296703297,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,329,BAD_PRACTICE,NM_CONFUSING,3,-0.5,0.0655737704918032,0.159771610673744,-0.8688524590163934,0.159771610673744,-1.0,13082,17,934,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,open
6389,3983,43,399,0.2438016528925619,0.8296703296703297,0.8333333333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,329,BAD_PRACTICE,NM_CONFUSING,3,-0.5,0.0655737704918032,0.159771610673744,-0.8688524590163934,0.159771610673744,-1.0,13082,17,934,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,open
6389,3983,43,399,0.9352617079889808,0.8296703296703297,0.7857142857142857,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,329,PERFORMANCE,WMI_WRONG_MAP_ITERATOR,2,-1.0,0.0,0.0,-1.0,0.0,-1.0,2401,17,934,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,open
2838,2733,5,399,0.896551724137931,0.65,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,329,MT_CORRECTNESS,IS2_INCONSISTENT_SYNC,2,0.0,0.0,0.1552560196195005,-1.0,0.1552560196195005,-1.0,2426,17,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,open
775,949,18,399,0.5740740740740741,1.3583333333333334,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,329,MALICIOUS_CODE,EI_EXPOSE_REP,2,-1.0,0.0,0.172399843912591,-1.0,0.172399843912591,-1.0,5095,17,384,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,open
7899,4342,26,399,0.9782016348773842,0.8816568047337278,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,329,I18N,DM_DEFAULT_ENCODING,1,-1.0,0.0484848484848484,0.00022869617867212863,-0.9030303030303032,0.00022869617867212863,-1.0,5336,17,621,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,open
5687,3691,41,399,0.6692759295499021,0.6052631578947368,0.845360824742268,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,329,I18N,DM_DEFAULT_ENCODING,1,-1.0,0.0484848484848484,0.00022869617867212863,-0.9030303030303032,0.00022869617867212863,-1.0,7505,17,580,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,open
