F72,F25,F65,F68,F101,F104,F105,F3-TEST_PROPERTIES,F3-NA,F3-SortOrder.DESC,F3-SortOrder.ASC,F3-null,F3-byte[],F3-getUrl(),F3-Object,F3-boolean,F3-PhoenixArray,F3-String,F3-long,F3-int,F3-Properties,F3-List<ParseNode>,F3-BitSet,F3-PreparedStatement,F3-input,F3-Connection,F3-PDataType,F15-NA,F15-private,F15-protected,F15-public,F94,F21,F20,F22,F116,F117,F120,F110,F123,F115,F77,F41,F126,F71-ramkrishna.s.vasudevan@intel.com,F71-jtaylor@salesforce.com,F71-jamestaylor@apache.org,F71-tdsilva@salesforce.com,F71-ndimiduk@apache.org,F71-twdsilva@gmail.com,F71-samarth.jain@salesforce.com,F71-jeffreyz@apache.org,F71-jyates@apache.org,F71-enis@apache.org,F71-maryannxue@apache.org,F71-jzhong@JZhongs-MacBook-Pro.local,F71-elilevine@apache.org,F71-stoens@apache.org,F71-rajeshbabu.chintaguntla@huawei.com,F71-gabrielr@ngdata.com,F71-rajeshbabu@apache.org,F71-ramkrishna.s.vasudevan@gmail.com,F71-mujtaba@apache.org,F71-wei.xue@intel.com,category
1789,569,84,174,0.3875217499378573,0.0249081257656186,0.1458333333333333,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4781,BAD_PRACTICE,ODR_OPEN_DATABASE_RESOURCE_EXCEPTION_PATH,3,-1.0,0.2113821138211382,0.1859508090530732,-0.5745257452574526,429.5872727272727,-1.0,892,6053,1578,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,open
1789,569,84,174,0.3071091225453641,0.0249081257656186,0.15625,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4781,BAD_PRACTICE,ODR_OPEN_DATABASE_RESOURCE_EXCEPTION_PATH,3,-1.0,0.2113821138211382,0.1859508090530732,-0.5745257452574526,429.5872727272727,-1.0,892,6053,1578,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,open
1789,569,84,174,0.3197862291822023,0.0249081257656186,0.1733333333333333,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4781,BAD_PRACTICE,ODR_OPEN_DATABASE_RESOURCE_EXCEPTION_PATH,3,-1.0,0.2113821138211382,0.1859508090530732,-0.5745257452574526,429.5872727272727,-1.0,892,6053,1578,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,open
1789,569,84,174,0.7643549589858315,0.0249081257656186,0.246031746031746,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4781,BAD_PRACTICE,ODR_OPEN_DATABASE_RESOURCE_EXCEPTION_PATH,3,-1.0,0.2113821138211382,0.1859508090530732,-0.5745257452574526,429.5872727272727,-1.0,892,6053,1578,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,open
1789,569,84,174,0.7736763609246831,0.0249081257656186,0.246031746031746,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4781,BAD_PRACTICE,ODR_OPEN_DATABASE_RESOURCE_EXCEPTION_PATH,3,-1.0,0.2113821138211382,0.1859508090530732,-0.5745257452574526,429.5872727272727,-1.0,892,6053,1578,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,open
1789,569,84,174,0.7829977628635347,0.0249081257656186,0.246031746031746,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4781,BAD_PRACTICE,ODR_OPEN_DATABASE_RESOURCE_EXCEPTION_PATH,3,-1.0,0.2113821138211382,0.1859508090530732,-0.5745257452574526,429.5872727272727,-1.0,892,6053,1578,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,open
1789,569,84,174,0.7923191648023863,0.0249081257656186,0.246031746031746,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4781,BAD_PRACTICE,ODR_OPEN_DATABASE_RESOURCE_EXCEPTION_PATH,3,-1.0,0.2113821138211382,0.1859508090530732,-0.5745257452574526,429.5872727272727,-1.0,892,6053,1578,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,open
1789,569,84,174,0.8016405667412378,0.0249081257656186,0.246031746031746,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4781,BAD_PRACTICE,ODR_OPEN_DATABASE_RESOURCE_EXCEPTION_PATH,3,-1.0,0.2113821138211382,0.1859508090530732,-0.5745257452574526,429.5872727272727,-1.0,892,6053,1578,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,open
1789,569,84,174,0.8109619686800895,0.0249081257656186,0.246031746031746,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4781,BAD_PRACTICE,ODR_OPEN_DATABASE_RESOURCE_EXCEPTION_PATH,3,-1.0,0.2113821138211382,0.1859508090530732,-0.5745257452574526,429.5872727272727,-1.0,892,6053,1578,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,open
1789,569,84,174,0.8202833706189411,0.0249081257656186,0.246031746031746,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4781,BAD_PRACTICE,ODR_OPEN_DATABASE_RESOURCE_EXCEPTION_PATH,3,-1.0,0.2113821138211382,0.1859508090530732,-0.5745257452574526,429.5872727272727,-1.0,892,6053,1578,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,open
1789,569,84,174,0.8296047725577927,0.0249081257656186,0.246031746031746,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4781,BAD_PRACTICE,ODR_OPEN_DATABASE_RESOURCE_EXCEPTION_PATH,3,-1.0,0.2113821138211382,0.1859508090530732,-0.5745257452574526,429.5872727272727,-1.0,892,6053,1578,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,open
1789,569,84,174,0.4023117076808352,0.0249081257656186,0.1213235294117647,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4781,BAD_PRACTICE,ODR_OPEN_DATABASE_RESOURCE_EXCEPTION_PATH,3,-1.0,0.2113821138211382,0.1859508090530732,-0.5745257452574526,429.5872727272727,-1.0,892,6053,1578,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,open
1789,569,84,174,0.6332339050459855,0.0249081257656186,0.1612903225806451,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4781,BAD_PRACTICE,ODR_OPEN_DATABASE_RESOURCE_EXCEPTION_PATH,3,-1.0,0.2113821138211382,0.1859508090530732,-0.5745257452574526,429.5872727272727,-1.0,892,6053,1578,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,open
1789,569,84,174,0.7496644295302013,0.0249081257656186,0.092,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4781,BAD_PRACTICE,ODR_OPEN_DATABASE_RESOURCE_EXCEPTION_PATH,3,-1.0,0.2113821138211382,0.1859508090530732,-0.5745257452574526,429.5872727272727,-1.0,892,6053,1578,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,open
1789,569,84,174,0.0540641312453393,0.0249081257656186,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4781,BAD_PRACTICE,ODR_OPEN_DATABASE_RESOURCE_EXCEPTION_PATH,3,-1.0,0.2113821138211382,0.1859508090530732,-0.5745257452574526,429.5872727272727,-1.0,892,6053,1578,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,open
1789,569,84,174,0.0704697986577181,0.0249081257656186,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4781,BAD_PRACTICE,ODR_OPEN_DATABASE_RESOURCE_EXCEPTION_PATH,3,-1.0,0.2113821138211382,0.1859508090530732,-0.5745257452574526,429.5872727272727,-1.0,892,6053,1578,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,open
1789,569,84,174,0.8389261744966443,0.0249081257656186,0.2152777777777778,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4781,BAD_PRACTICE,ODR_OPEN_DATABASE_RESOURCE_EXCEPTION_PATH,3,-1.0,0.2113821138211382,0.1859508090530732,-0.5745257452574526,429.5872727272727,-1.0,892,6053,1578,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,open
1789,569,84,174,0.9369873228933632,0.0249081257656186,0.2246376811594203,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4781,BAD_PRACTICE,ODR_OPEN_DATABASE_RESOURCE_EXCEPTION_PATH,3,-1.0,0.2113821138211382,0.1859508090530732,-0.5745257452574526,429.5872727272727,-1.0,892,6053,1578,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,open
1789,569,84,174,0.947054436987323,0.0249081257656186,0.1761904761904762,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4781,BAD_PRACTICE,ODR_OPEN_DATABASE_RESOURCE_EXCEPTION_PATH,3,-1.0,0.2113821138211382,0.1859508090530732,-0.5745257452574526,429.5872727272727,-1.0,892,6053,1578,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,open
1789,569,84,174,0.9615958240119314,0.0249081257656186,0.1581196581196581,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4781,BAD_PRACTICE,ODR_OPEN_DATABASE_RESOURCE_EXCEPTION_PATH,3,-1.0,0.2113821138211382,0.1859508090530732,-0.5745257452574526,429.5872727272727,-1.0,892,6053,1578,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,open
1789,569,84,174,0.977628635346756,0.0249081257656186,0.1761904761904762,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4781,BAD_PRACTICE,ODR_OPEN_DATABASE_RESOURCE_EXCEPTION_PATH,3,-1.0,0.2113821138211382,0.1859508090530732,-0.5745257452574526,429.5872727272727,-1.0,892,6053,1578,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,open
1789,569,84,174,0.9921700223713646,0.0249081257656186,0.1987179487179487,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4781,BAD_PRACTICE,ODR_OPEN_DATABASE_RESOURCE_EXCEPTION_PATH,3,-1.0,0.2113821138211382,0.1859508090530732,-0.5745257452574526,429.5872727272727,-1.0,892,6053,1578,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,open
1789,569,84,174,0.8493661446681581,0.0249081257656186,0.2066666666666666,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4781,BAD_PRACTICE,ODR_OPEN_DATABASE_RESOURCE_EXCEPTION_PATH,3,-1.0,0.2113821138211382,0.1859508090530732,-0.5745257452574526,429.5872727272727,-1.0,892,6053,1578,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,open
1789,569,84,174,0.860178970917226,0.0249081257656186,0.1987179487179487,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4781,BAD_PRACTICE,ODR_OPEN_DATABASE_RESOURCE_EXCEPTION_PATH,3,-1.0,0.2113821138211382,0.1859508090530732,-0.5745257452574526,429.5872727272727,-1.0,892,6053,1578,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,open
1789,569,84,174,0.8713646532438478,0.0249081257656186,0.1987179487179487,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4781,BAD_PRACTICE,ODR_OPEN_DATABASE_RESOURCE_EXCEPTION_PATH,3,-1.0,0.2113821138211382,0.1859508090530732,-0.5745257452574526,429.5872727272727,-1.0,892,6053,1578,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,open
1789,569,84,174,0.8825503355704698,0.0249081257656186,0.2152777777777778,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4781,BAD_PRACTICE,ODR_OPEN_DATABASE_RESOURCE_EXCEPTION_PATH,3,-1.0,0.2113821138211382,0.1859508090530732,-0.5745257452574526,429.5872727272727,-1.0,892,6053,1578,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,open
1789,569,84,174,0.8929903057419836,0.0249081257656186,0.2066666666666666,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4781,BAD_PRACTICE,ODR_OPEN_DATABASE_RESOURCE_EXCEPTION_PATH,3,-1.0,0.2113821138211382,0.1859508090530732,-0.5745257452574526,429.5872727272727,-1.0,892,6053,1578,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,open
1789,569,84,174,0.9038031319910514,0.0249081257656186,0.2066666666666666,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4781,BAD_PRACTICE,ODR_OPEN_DATABASE_RESOURCE_EXCEPTION_PATH,3,-1.0,0.2113821138211382,0.1859508090530732,-0.5745257452574526,429.5872727272727,-1.0,892,6053,1578,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,open
1789,569,84,174,0.9146159582401192,0.0249081257656186,0.1987179487179487,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4781,BAD_PRACTICE,ODR_OPEN_DATABASE_RESOURCE_EXCEPTION_PATH,3,-1.0,0.2113821138211382,0.1859508090530732,-0.5745257452574526,429.5872727272727,-1.0,892,6053,1578,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,open
1789,569,84,174,0.9258016405667412,0.0249081257656186,0.1987179487179487,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4781,BAD_PRACTICE,ODR_OPEN_DATABASE_RESOURCE_EXCEPTION_PATH,3,-1.0,0.2113821138211382,0.1859508090530732,-0.5745257452574526,429.5872727272727,-1.0,892,6053,1578,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,open
1789,569,84,174,0.2818791946308724,0.0249081257656186,0.3513513513513513,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4781,BAD_PRACTICE,ODR_OPEN_DATABASE_RESOURCE_EXCEPTION_PATH,3,-1.0,0.2113821138211382,0.1859508090530732,-0.5745257452574526,429.5872727272727,-1.0,892,6053,1578,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,open
1789,569,84,174,0.1603281133482475,0.0249081257656186,0.3513513513513513,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4781,BAD_PRACTICE,ODR_OPEN_DATABASE_RESOURCE_EXCEPTION_PATH,3,-1.0,0.2113821138211382,0.1859508090530732,-0.5745257452574526,429.5872727272727,-1.0,892,6053,1578,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,open
1789,569,84,174,0.1450410141685309,0.0249081257656186,0.303030303030303,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4781,BAD_PRACTICE,ODR_OPEN_DATABASE_RESOURCE_EXCEPTION_PATH,3,-1.0,0.2113821138211382,0.1859508090530732,-0.5745257452574526,429.5872727272727,-1.0,892,6053,1578,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,open
1789,569,84,174,0.6025354213273676,0.0249081257656186,0.303030303030303,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,4781,BAD_PRACTICE,ODR_OPEN_DATABASE_RESOURCE_EXCEPTION_PATH,3,-1.0,0.2113821138211382,0.1859508090530732,-0.5745257452574526,429.5872727272727,-1.0,892,6053,1578,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,open
1789,569,84,174,0.616331096196868,0.0249081257656186,0.2777777777777778,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4781,BAD_PRACTICE,ODR_OPEN_DATABASE_RESOURCE_EXCEPTION_PATH,3,-1.0,0.2113821138211382,0.1859508090530732,-0.5745257452574526,429.5872727272727,-1.0,892,6053,1578,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,open
1789,569,84,174,0.5763112105393985,0.0249081257656186,0.1612903225806451,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4781,BAD_PRACTICE,ODR_OPEN_DATABASE_RESOURCE_EXCEPTION_PATH,3,-1.0,0.2113821138211382,0.1859508090530732,-0.5745257452574526,429.5872727272727,-1.0,892,6053,1578,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,open
1789,569,84,174,0.5623912503107134,0.0249081257656186,0.1612903225806451,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4781,BAD_PRACTICE,ODR_OPEN_DATABASE_RESOURCE_EXCEPTION_PATH,3,-1.0,0.2113821138211382,0.1859508090530732,-0.5745257452574526,429.5872727272727,-1.0,892,6053,1578,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,open
1789,569,84,174,0.5904797414864529,0.0249081257656186,0.1612903225806451,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4781,BAD_PRACTICE,ODR_OPEN_DATABASE_RESOURCE_EXCEPTION_PATH,3,-1.0,0.2113821138211382,0.1859508090530732,-0.5745257452574526,429.5872727272727,-1.0,892,6053,1578,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,open
1789,569,84,174,0.6554809843400448,0.0249081257656186,0.8260869565217391,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4781,STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,3,-1.0,0.2,0.3301508057104579,-0.6,459.622030237581,-1.0,892,6053,1578,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,open
1789,569,84,174,0.6465324384787472,0.0249081257656186,0.7894736842105263,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4781,STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,3,-1.0,0.2,0.3301508057104579,-0.6,459.622030237581,-1.0,892,6053,1578,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,open
1789,569,84,174,0.4395973154362416,0.0249081257656186,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4781,CORRECTNESS,RV_RETURN_VALUE_IGNORED,3,-1.0,0.1458333333333333,0.12008951492583,-0.7083333333333334,349.15441176470586,-1.0,892,6053,1578,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,open
1789,569,84,174,0.4280387770320656,0.0249081257656186,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4781,CORRECTNESS,RV_RETURN_VALUE_IGNORED,3,-1.0,0.1458333333333333,0.12008951492583,-0.7083333333333334,349.15441176470586,-1.0,892,6053,1578,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,open
1789,569,84,174,0.1170768083519761,0.0249081257656186,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4781,CORRECTNESS,RV_RETURN_VALUE_IGNORED,3,-1.0,0.1458333333333333,0.12008951492583,-0.7083333333333334,349.15441176470586,-1.0,892,6053,1578,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,open
1789,569,84,174,0.15137956748695,0.0249081257656186,0.7575757575757576,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,4781,CORRECTNESS,RV_RETURN_VALUE_IGNORED,3,-1.0,0.1458333333333333,0.12008951492583,-0.7083333333333334,349.15441176470586,-1.0,892,6053,1578,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,open
1789,569,84,174,0.6088739746457867,0.0249081257656186,0.7575757575757576,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,4781,CORRECTNESS,RV_RETURN_VALUE_IGNORED,3,-1.0,0.1458333333333333,0.12008951492583,-0.7083333333333334,349.15441176470586,-1.0,892,6053,1578,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,open
1789,569,84,174,0.6234153616703952,0.0249081257656186,0.7777777777777778,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,4781,CORRECTNESS,RV_RETURN_VALUE_IGNORED,3,-1.0,0.1458333333333333,0.12008951492583,-0.7083333333333334,349.15441176470586,-1.0,802,6053,1578,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,open
1789,569,84,174,0.2419835943325876,0.0249081257656186,0.3793103448275862,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4781,SECURITY,SQL_PREPARED_STATEMENT_GENERATED_FROM_NONCONSTANT_STRING,1,-1.0,0.2432432432432432,3.80821433270299e-06,-0.4972972972972973,345.3376068376068,-1.0,892,6053,1578,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,open
1789,569,84,174,0.2539149888143177,0.0249081257656186,0.3666666666666666,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4781,SECURITY,SQL_PREPARED_STATEMENT_GENERATED_FROM_NONCONSTANT_STRING,1,-1.0,0.2432432432432432,3.80821433270299e-06,-0.4972972972972973,345.3376068376068,-1.0,892,6053,1578,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,open
1789,569,84,174,0.2669649515287099,0.0249081257656186,0.3333333333333333,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4781,SECURITY,SQL_PREPARED_STATEMENT_GENERATED_FROM_NONCONSTANT_STRING,1,-1.0,0.2432432432432432,3.80821433270299e-06,-0.4972972972972973,345.3376068376068,-1.0,892,6053,1578,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,open
1789,569,84,174,0.1450410141685309,0.0249081257656186,0.303030303030303,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4781,SECURITY,SQL_PREPARED_STATEMENT_GENERATED_FROM_NONCONSTANT_STRING,1,-1.0,0.2432432432432432,3.80821433270299e-06,-0.4972972972972973,345.3376068376068,-1.0,892,6053,1578,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,open
1789,569,84,174,0.6025354213273676,0.0249081257656186,0.303030303030303,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,4781,SECURITY,SQL_PREPARED_STATEMENT_GENERATED_FROM_NONCONSTANT_STRING,1,-1.0,0.2432432432432432,3.80821433270299e-06,-0.4972972972972973,345.3376068376068,-1.0,892,6053,1578,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,open
1789,569,84,174,0.0648769574944071,0.0249081257656186,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4781,SECURITY,SQL_PREPARED_STATEMENT_GENERATED_FROM_NONCONSTANT_STRING,3,-1.0,0.2432432432432432,3.80821433270299e-06,-0.4972972972972973,345.3376068376068,-1.0,1080,6053,1578,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,open
1789,569,84,174,0.4504101416853094,0.0249081257656186,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4781,STYLE,UC_USELESS_OBJECT,2,-1.0,0.4,0.3301508057104579,-0.2,459.622030237581,-1.0,892,6053,1578,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,open
1077,144,37,174,0.3711656441717791,0.0353430353430353,0.8333333333333334,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4781,STYLE,DLS_DEAD_LOCAL_STORE,1,1.0,0.4912280701754385,0.3301508057104579,-0.0175438596491228,459.622030237581,-0.934959349593496,180,6053,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,close
1077,144,37,174,0.3849693251533742,0.0353430353430353,0.8333333333333334,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4781,STYLE,DLS_DEAD_LOCAL_STORE,1,1.0,0.4912280701754385,0.3301508057104579,-0.0175438596491228,459.622030237581,-0.934959349593496,180,6053,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,close
1077,144,37,174,0.3006134969325153,0.0353430353430353,0.6363636363636364,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4781,PERFORMANCE,DM_FP_NUMBER_CTOR,3,-1.0,0.0,0.0346429740061516,-1.0,481.2633928571428,-0.934959349593496,180,6053,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,open
1077,144,37,174,0.6042944785276073,0.0353430353430353,0.7333333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4781,PERFORMANCE,DM_FP_NUMBER_CTOR,3,-1.0,0.0,0.0346429740061516,-1.0,481.2633928571428,-0.934959349593496,180,6053,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,open
1077,144,37,174,0.6595092024539877,0.0353430353430353,0.3846153846153846,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4781,PERFORMANCE,DM_FP_NUMBER_CTOR,3,-1.0,0.0,0.0346429740061516,-1.0,481.2633928571428,-0.934959349593496,180,6053,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,open
1077,144,37,174,0.0506134969325153,0.0353430353430353,0.2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4781,SECURITY,SQL_NONCONSTANT_STRING_PASSED_TO_EXECUTE,3,1.0,0.2508833922261484,3.80821433270299e-06,-0.4946996466431095,345.3376068376068,-0.934959349593496,180,6053,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,close
